Speaker Name,イン点,アウト点,文字起こし,色選択
ライラ,00:00:00:00,00:00:18:00,もう手放してるからっていうスタンス なるほど なので なんかいい意味でそこ 自己責任の余地をちゃんと分かり合っているというか まあいいこともあれば悪いこともありますけど確かに洗濯機の中に入れなくても,Rose
石川,00:00:19:00,00:00:21:00,注意書きはものすごく増えましたね,Violet
ライラ,00:00:21:00,00:00:25:00,ちょっと思います,Rose
石川,00:00:22:00,00:00:23:00,すごく増えた,Violet
石川,00:00:33:00,00:00:37:00,ありがとうございます 今日の話もめちゃめちゃ面白かったんですけど、今の話になってしまいましたが,Violet
ライラ,00:01:50:00,00:01:55:00,何を言ってるのかごめんわからないんだけど 質問が難しすぎると,Rose
石川,00:01:58:00,00:02:13:00,いやあのね それに対する答えなのかどうか分からないけど だけどやっぱり 俺この場にこの空間に入って最初に思ったのは すごい全体の,Violet
石川,00:02:18:00,00:03:04:00,なんていうんだろう すごいしょうもない言い方だけど センスがいいというか 要するにデザインされた空間や物の水準をちゃんと高くしておくということの大事だなということですよね それには非常な基礎的な訓練とか それからデザイナーとしての読解力とか表現力みたいなものがあって それがあるからこそ,Violet
石川,00:03:07:00,00:03:11:00,面白い人をアーティストとしてきちんと扱えるというか,Violet
石川,00:03:14:00,00:03:21:00,そこって実は多分さっきおっしゃったような 何でもかんでも取り入れて,Violet
石川,00:03:26:00,00:03:29:00,ルールの幅を広げさえすればいいよねというわけではないよねというのは,Violet
石川,00:03:32:00,00:03:36:00,ちゃんとデザインされているからだと思いますね そこ重要,Violet
ライラ,00:03:37:00,00:03:49:00,結構私は引き算が多いですね バーって集めて要素を集めてからこう 引き算引き算していって重要要素は何なんだろうっていうのを,Rose
石川,00:03:48:00,00:03:50:00,分かります,Violet
ライラ,00:03:50:00,00:04:21:00,探し出すっていうことを決定するそういう意味では編集能力も読解能力も 必要で すでに手と頭 のコミュニケーションが行き来してるのがを作っておくというか ずっと頭だけで考えると結構イギリスの美大にいた時は 頭でまずコンセプトを固めてから作るみたいな思想だったのが 日本に来ても手を動かしながら考えるに変わったんですけど,Rose
石川,00:04:21:00,00:04:24:00,イギリスの美大ではそういう指導をされたんですか,Violet
ライラ,00:04:24:00,00:04:25:00,指導された,Rose
石川,00:04:24:00,00:04:25:00,そういうわけじゃないですか,Violet
ライラ,00:04:26:00,00:04:27:00,コンセプトはまず,Rose
石川,00:04:26:00,00:04:27:00,コンセプトはまず立てろと,Violet
ライラ,00:04:28:00,00:04:32:00,そうそうコンセプトね中間発表でコンセプトを発表してみたいな なるほど,Rose
石川,00:04:31:00,00:04:32:00,なるほど,Violet
ライラ,00:04:32:00,00:04:34:00,その後で最終的にそれをどうぞ,Rose
石川,00:04:32:00,00:04:34:00,その後で最終的にそれがどう造形されたかっていう,Violet
ライラ,00:04:34:00,00:04:40:00,そうそうで意外とねつまんないものができちゃったりするんですよ 今見返すと,Rose
