Speaker Name,イン点,アウト点,文字起こし,色選択
石川1,00:05:26:22,00:05:39:04,転職で職場があったので乗り換えたんでね。そのなんかちょくちょくですけど。,Violet
石川1,00:05:39:06,00:05:44:15,今用事がないんで。,Violet
石川1,00:05:44:17,00:06:04:00,流れます。そうですね。そうですね。そうですね。今日ね、神宮前でちょっとたまにできないなと思いましたね。やっぱり。,Violet
石川1,00:06:04:02,00:06:07:12,何か原宿的な。,Violet
ライラ1,00:06:07:14,00:06:08:04,刺激で。,Violet
石川1,00:06:08:10,00:06:08:19,刺激。,Violet
ライラ1,00:06:08:19,00:06:09:06,しそうです。,Violet
石川1,00:06:09:06,00:06:27:00,よね。そうなんです。家がですね、職場が入って。んですけど、時間かかります。,Violet
ライラ1,00:06:27:02,00:06:29:16,海外って田舎に。,Violet
石川1,00:06:29:18,00:06:30:14,が。,Violet
話者 3,00:06:30:16,00:06:33:06,そうで。,Violet
ライラ1,00:06:33:08,00:06:39:11,ないと。私もそうですね、仕事。,Violet
石川1,00:06:39:13,00:06:41:13,あーなるほど。,Violet
ライラ1,00:06:41:15,00:06:43:11,ね。刺激を。,Violet
石川1,00:06:43:13,00:06:48:03,もうそれはいいですね。,Violet
ライラ1,00:06:48:05,00:06:59:21,いいアイデアとかどんなものがてるんだも含めて刺激もらって。,Violet
石川1,00:06:59:23,00:07:02:10,なるほどなるほど。,Violet
ライラ1,00:07:02:12,00:07:06:22,自然。,Violet
石川1,00:07:06:24,00:07:08:09,ここですか。,Violet
ライラ1,00:07:08:11,00:07:18:07,感じ方変更完璧ですね。この後中に入って結構。,Violet
ライラ1,00:07:18:09,00:07:21:03,が。,Violet
ライラ1,00:07:21:05,00:07:23:23,結構。,Violet
ライラ1,00:07:24:00,00:07:30:20,広々とあるし。いろんな。,Violet
ライラ1,00:07:30:22,00:07:34:23,点とかもあったり。,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_1
石川1,00:07:35:00,00:07:42:00,はなんか。,Rose
石川1,00:07:42:02,00:07:55:08,そうですね。とはこう。そう。そう。ん？どうなってるのかなとか、水でいいのかなとかかっていうのが。,Rose
ライラ1,00:07:55:10,00:07:55:18,ね。,Rose
石川1,00:07:55:20,00:07:58:09,その言葉を知らない。,Rose
話者 3,00:07:58:11,00:08:01:16,ですね。,Rose
石川1,00:08:01:18,00:08:15:12,これはこれ、これ主人公らしいですね。だと思います。で、水圧がかかって、ここでいいじゃないですか。,Rose
石川1,00:08:15:14,00:08:30:13,なくて、水やります。自動的にか。これは植物があるので注意が必要なんですよ。暑く。,Rose
石川1,00:08:30:15,00:08:31:10,ない。,Rose
ライラ1,00:08:31:12,00:08:33:12,取りたい。,Rose
話者 3,00:08:33:14,00:08:36:13,です。,Rose
石川1,00:08:36:15,00:08:40:09,あれもあるし。,Rose
石川1,00:08:40:11,00:08:51:22,乾燥中ですのでこうちょっと心配になるんですよね。オリーブですね。,Rose
石川1,00:08:51:24,00:08:55:00,オーストラリアから。,Rose
石川1,00:08:55:02,00:09:30:24,あるところ、これ水がないんですね。すごい外雨が入っどうなるんだ。あれは流すんですけど、ここはこの板が2重になってて、下が工場、その上に置いて増えてるから、ああいうこうでも斜めにならない。こっちから外に出して。,Rose
ライラ1,00:09:31:01,00:09:37:11,たしかに。歩いてすごい急に斜めが。,Rose
石川1,00:09:37:13,00:09:43:03,とかありますよね。車椅子はい。,Rose
話者 3,00:09:43:05,00:09:45:18,はいはい。,Rose
ライラ1,00:09:45:20,00:09:47:16,による。,Rose
石川1,00:09:47:18,00:09:52:12,そういう、ここはすごい作ってありますね。,Rose
ライラ1,00:09:52:14,00:10:02:09,結構高級さも私たちをいろいろインテリアとか考えて、すごいすごい考えてましたね。,Rose
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_2
石川1,00:10:02:10,00:10:04:20,そうですか。,Mango
ライラ1,00:10:04:22,00:10:06:05,ことも多いので。,Mango
石川1,00:10:06:05,00:10:08:23,なるほどそこ。,Mango
ライラ1,00:10:09:00,00:10:14:07,は家族で来るって。,Mango
石川1,00:10:14:09,00:10:23:14,歩きやすい。って問題も。,Mango
石川1,00:10:23:16,00:10:32:00,いろいろ。,Mango
ライラ1,00:10:32:02,00:10:33:21,知らなかったです。,Mango
石川1,00:10:33:23,00:10:44:17,極めてシンプルに維持されてる感じですね。最新の。,Mango
ライラ1,00:10:44:19,00:10:52:00,話私は気づいてない白い。,Mango
石川1,00:10:52:02,00:10:56:01,人工っていう。,Mango
石川1,00:10:56:03,00:11:05:21,ね。要するに土重いんで。特に水やると目がもう。,Mango
石川1,00:11:05:23,00:11:18:18,ぼーっとするっていうか。水重くなるんですね。1があったので、構造構造が大変だから、なるべく。,Mango
石川1,00:11:18:20,00:11:27:18,人工っていう軽い。,Mango
ライラ1,00:11:27:20,00:11:29:18,重さとか考えるん。,Mango
石川1,00:11:29:18,00:11:43:13,ですねえでもとコラボする時はやりますね。普通やっぱりこういうところは。,Mango
石川1,00:11:43:15,00:12:04:08,植物が地面に入っ。,Mango
石川1,00:12:04:10,00:12:07:16,いいですね。すごいが。,Mango
ライラ1,00:12:07:18,00:12:13:05,って。そう。,Mango
ライラ1,00:12:13:07,00:12:20:20,自然に。私も。,Mango
石川1,00:12:20:22,00:12:26:14,使いやすそうですよね。そうですね。,Mango
石川1,00:12:26:16,00:12:32:13,今度、ああ、そうですか。種類があります。,Mango
ライラ1,00:12:32:15,00:12:34:01,が、いいか。,Mango
石川1,00:12:34:03,00:12:40:10,か。何かできてるっていうか、わざとらしく。,Mango
ライラ1,00:12:40:12,00:12:43:21,そうそうそう。,Mango
