Speaker Name,イン点,アウト点,文字起こし,色選択
石川,00:00:00:00,00:00:01:00,はい。,Violet
石川,00:00:01:00,00:00:02:00,あ、それ何?それマイク?,Violet
石川,00:00:02:00,00:00:03:00,これマイクで。,Violet
石川,00:00:03:00,00:00:04:00,あ、そうなんですか?,Violet
石川,00:00:04:00,00:00:05:00,そう、こんなちっちゃくなってる。,Violet
ライラ,00:00:06:00,00:00:08:00,私の、その、職場が。,Rose
石川,00:00:09:00,00:00:10:00,ここ何言ったの?,Violet
石川,00:00:10:00,00:00:11:00,あ、それは便利。,Violet
石川,00:00:11:00,00:00:12:00,えぇ。,Violet
石川,00:00:13:00,00:00:14:00,そうなんですね。,Violet
石川,00:00:14:00,00:00:15:00,手につけます。,Violet
石川,00:00:16:00,00:00:17:00,よいしょ。,Violet
石川,00:00:19:00,00:00:20:00,じゃあ、あの、,Violet
話者3,00:00:20:00,00:00:23:00,マイクのお話をお願いします。,Lavender
話者3,00:00:23:00,00:00:24:00,お願いします。,Lavender
話者3,00:00:23:00,00:00:24:00,とー、,Lavender
話者3,00:00:27:00,00:00:28:00,50分間、,Lavender
話者3,00:00:29:00,00:00:34:00,「雑談」が流れるという、リラックスした番組の割には攻めた企画でして,Lavender
話者3,00:00:34:00,00:00:38:00,動画はレギュラーで、毎月にもやらせてもらっているんですけど,Lavender
石川,00:00:39:00,00:00:40:00,何時ですか?,Violet
石川,00:00:41:00,00:00:42:00,何時の日?,Violet
石川,00:00:42:00,00:00:43:00,夜8時から,Violet
石川,00:00:43:00,00:00:44:00,夜8時?,Violet
石川,00:00:45:00,00:00:47:00,8時、8時、55分,Violet
石川,00:00:47:00,00:00:48:00,すごい、結構プライムタイム,Violet
ライラ,00:00:50:00,00:00:51:00,ご飯作ってる時とか,Rose
ライラ,00:00:51:00,00:00:53:00,そう、ラジオだから聞きながらで,Rose
ライラ,00:00:57:00,00:00:58:00,なるほど,Rose
話者3,00:00:58:00,00:01:00:00,基本的には 研究者の方に,Lavender
話者3,00:01:01:00,00:01:04:00,アネビックな方に出てもらうことが多いですけど,Lavender
話者3,00:01:05:00,00:01:11:00,とはいえ、2人でハイスパートにハードコアなハードトークをするというよりは,Lavender
話者3,00:01:11:00,00:01:17:00,今日なんかは公演でやるんですけど、 真似に見せるものみたいなところから,Lavender
石川,00:01:18:00,00:01:24:00,雑談から始まって、だんだん番組の後半だとちょっと深い話もしてもいいかなと,Violet
石川,00:01:24:00,00:01:25:00,深い話,Violet
石川,00:01:26:00,00:01:27:00,深い?,Violet
ライラ,00:01:28:00,00:01:29:00,生きるとは何か,Rose
石川,00:01:30:00,00:01:31:00,それは深いな,Violet
話者3,00:01:33:00,00:01:34:00,でも,Lavender
話者3,00:01:36:00,00:01:37:00,お二人の,Lavender
話者3,00:01:37:00,00:01:38:00,専門領域の,Lavender
話者3,00:01:39:00,00:01:40:00,関心の部分で,Lavender
話者3,00:01:40:00,00:01:43:00,今こんなこと考えてますみたいな話があっても,Lavender
話者3,00:01:43:00,00:01:44:00,全然いい,Lavender
話者3,00:01:44:00,00:01:46:00,でもあんまり気にせず,Lavender
話者3,00:01:47:00,00:01:48:00,目につくもの,Lavender
話者3,00:01:47:00,00:01:50:00,今日せっかく原宿の上から見てますから,Lavender
ライラ,00:01:50:00,00:01:52:00,そういうところから,Rose
ライラ,00:01:52:00,00:01:53:00,した方がいいと思ってない,Rose
話者3,00:01:56:00,00:01:58:00,進めてというか雑談してもらってなるぞ,Lavender
ライラ,00:02:04:00,00:02:09:00,ブーブー もう石川さんと私がどれくらいお互いを,Rose
ライラ,00:02:10:00,00:02:16:00,わかってるかですねねっ のののの事前情報ですか,Rose
ライラ,00:02:18:00,00:02:23:00,あの一応チラッとあのそれもやは,Rose
ライラ,00:02:26:00,00:02:31:00,ちょっと引っ掛けたいん いいですか,Rose
ライラ,00:02:32:00,00:02:36:00,あそっか見えてないですもんね見えてないからいいんだ,Rose
石川,00:02:38:00,00:02:40:00,全然見えないなので声だけか,Violet
石川,00:02:42:00,00:02:46:00,はい 収録ですよねこれしかもね収録ですなので後で編集,Violet
石川,00:02:46:00,00:02:49:00,ああ 編集編集なって言ったらカットしてもらえるんだ,Violet
ライラ,00:02:51:00,00:02:54:00,私大大変なこと言うの大丈夫です,Rose
石川,00:02:55:00,00:02:56:00,それはありがたい,Violet
ライラ,00:02:59:00,00:03:01:00,突然英語喋ったりするかもいい,Rose
ライラ,00:03:03:00,00:03:04:00,ん,Rose
話者3,00:03:08:00,00:03:09:00,現場で,Lavender
話者3,00:03:11:00,00:03:14:00,ポチッとレックボタンを押してもらったら,Lavender
石川,00:03:15:00,00:03:18:00,ライラさんのお声をもらってもいいですか? はい、ライラです,Violet
石川,00:03:18:00,00:03:20:00,大丈夫? 石川さんのお声をもらってもいいですか?,Violet
石川,00:03:22:00,00:03:23:00,石川です,Violet
石川,00:03:24:00,00:03:25:00,大丈夫です,Violet
石川,00:03:24:00,00:03:25:00,そうですか,Violet
