Speaker Name,イン点,アウト点,文字起こし,色選択
石川,00:16:32:00,00:16:33:00,そうなんですか,Violet
ライラ,00:16:34:00,00:16:54:00,本当に何気ないアートになりきらない これは36.6っていう温度 検温をみんなの検温してた時に 36.6の人がいて 多分丸を描くのが好きな人なんで その後みんな36.6度になっちゃったから,Rose
石川,00:16:54:00,00:16:55:00,なるほど,Violet
ライラ,00:16:55:00,00:16:57:00,じゃあこれ一回パターンにしてあげよう,Rose
石川,00:16:59:00,00:17:00:00,いっそ36.6度で埋めようという,Violet
ライラ,00:17:01:00,00:17:04:00,平熱36.6度っていう名前のパターンで,Rose
石川,00:17:04:00,00:17:05:00,なるほど,Violet
ライラ,00:17:06:00,00:17:31:00,なのでアートじゃなくて そういう日々の行動を造形に落として パターンにしていくということをやったりしてますね 何気ない発見だったりを ポントだけじゃなくてパターンにも展開して ライセンス事業としてもやってますし 施設の皆さんがこれも全部文字で,Rose
石川,00:17:32:00,00:17:33:00,本当だ,Violet
ライラ,00:17:33:00,00:17:36:00,なんでさっきあの有名な波,Rose
石川,00:17:37:00,00:17:38:00,はい北斎のね,Violet
ライラ,00:17:38:00,00:18:02:00,北斎のモチーフやったり これは犬を飼いてくださいってメンバーさんに言ったんですけど 結局はい書きまして言って書いたのが これ何?って言ったら猫ですって言って これは彼が間違ってない 私の解釈は間違ってるんだと思って この猫は自分のことを犬だと思い込んでるっていうストーリーにしよう,Rose
石川,00:18:03:00,00:18:05:00,見る方のリテラシーの問題ですね,Violet
ライラ,00:18:05:00,00:18:11:00,そうです見る方の解釈によって変わるっていうことをやったりしてますね,Rose
石川,00:18:13:00,00:18:17:00,素晴らしいですね めっちゃいいですねこれ,Violet
ライラ,00:18:19:00,00:18:23:00,こちらが柔軟にならないとね 考え方を,Rose
石川,00:18:22:00,00:18:28:00,そうですね そうですよね そうですよね うーん,Violet
ライラ,00:18:30:00,00:18:42:00,無廃材で使った商品とかも 自主製品も これは小麦袋ですね ベーカリーとかやってる施設多いので それを再利用してワインバッグ作ったり,Rose
石川,00:18:42:00,00:18:45:00,はいはいはい はーい,Violet
ライラ,00:18:46:00,00:19:07:00,毎年新しいパターンを今 桑沢の授業にもなっているので 授業の一環でパターンとかを作って 学生がやります 我々のパターンは 編集してもいいということにしているんですよ 色を変えてもいいし ごちゃ混ぜにしてもいい,Rose
石川,00:19:07:00,00:19:09:00,パターンを活かせばってことですか。,Violet
ライラ,00:19:10:00,00:19:34:00,そうすると 例えばクライアントさんがこのパターンいいけど うちのブランドと合わない 赤くじゃなくて青く欲しいってやっても それをまた作ったメンバーさんが見て あ、青いも面白いな 今度青で描いてみようかなって またインスピレーションを得たり そうやって循環させる,Rose
石川,00:19:36:00,00:19:37:00,なるほど それ面白いですね,Violet
ライラ,00:19:38:00,00:19:40:00,ちょっとなんかこう,Rose
石川,00:19:40:00,00:19:42:00,関係が生まれるのが面白いですね,Violet
ライラ,00:19:42:00,00:19:43:00,そうですね,Rose
石川,00:19:43:00,00:19:46:00,通常アートってもうちょっと作りっぱなしっていうか,Violet
ライラ,00:19:46:00,00:20:17:00,どうしても送り手と受け手ができちゃう関係で どうしてもこっちが観客になっちゃうと そこから関係性って難しくなるじゃないですか これ結構子どもたちに行きました 下の方に動物とかのモチーフを並べてるんですけど それわざとしてて子供がこう 結構地元の保育園の子とか散歩に来たりして,Rose
石川,00:20:11:00,00:20:12:00,そういうこと,Violet
ライラ,00:20:19:00,00:20:21:00,逆に帰らないから先生が困る,Rose
石川,00:20:22:00,00:20:24:00,なるほど ここからですか ここからってことは,Violet
ライラ,00:20:25:00,00:20:26:00,もう帰らないと,Rose
石川,00:20:26:00,00:20:31:00,そうでしょうね これだっていろいろと発見しますよね 歩いているうちに,Violet
ライラ,00:20:36:00,00:20:46:00,本当にいろんな認知特性だったり身体特性のメンバーさん利用者さんが参加しているので 本当にモチーフも様々,Rose
石川,00:20:46:00,00:20:47:00,本当ですね,Violet
ライラ,00:20:50:00,00:20:53:00,いいですよね このカードに出てきますね,Rose
石川,00:20:52:00,00:20:53:00,時々出てきますね,Violet
ライラ,00:20:53:00,00:21:08:00,この方は週末古本屋でいつも図鑑を見漁ってて でまた施設に戻った時にバーってその週末見たもの全部書く図鑑で見たものを書くっていう,Rose
石川,00:21:08:00,00:21:09:00,そうなんだ,Violet
ライラ,00:21:09:00,00:21:16:00,多分これは中 中世の 方なのかな を持ち風にしてるのかな,Rose
石川,00:21:16:00,00:21:19:00,何その歴史上のキャラ,Violet
ライラ,00:21:19:00,00:21:29:00,これはこれは多分そうですねこれは私の推測です本人は言ってくれないのでそうかなって 思いながら,Rose
石川,00:21:19:00,00:21:35:00,これは多分そうですね へぇー これは推測です 本人は言ってくれないので なるほど 説明はないんですか特に本人からは 書いたっていうだけ,Violet
ライラ,00:21:33:00,00:21:35:00,もう描いたっていうだけ。,Rose
石川,00:21:35:00,00:21:37:00,そうなんですね,Violet
ライラ,00:21:37:00,00:21:40:00,人それぞれです。ちゃんと言ってくれる方もいるし。,Rose
石川,00:21:40:00,00:21:44:00,これでもそのモチーフのカラー展開がいいですねまた,Violet
ライラ,00:21:44:00,00:21:57:00,そうなんですよね。 この色彩に負けるんです。 20数年デザインやってて、やられたっていつも思いながら。,Rose
石川,00:21:57:00,00:22:09:00,へえ へえ 座る はい はいいいですよ どっちへ,Violet
石川,00:22:13:00,00:22:15:00,そっちはい わかりました,Violet
ライラ,00:22:48:00,00:22:50:00,今じっくり考えてますよ。,Rose
石川,00:22:52:00,00:22:54:00,いやこの渋谷フォントが面白いですね,Violet
ライラ,00:22:55:00,00:22:56:00,ありがとうございます。,Rose
石川,00:23:00:00,00:23:01:00,ありがとうございます,Violet
ライラ,00:23:08:00,00:23:44:00,私たちのネット使います いいですよ 徳良さんに 徳良さんに聞いていただいてごめんなさい 徳良さん 今ねラジオの収録してるの 静かにしなくていい むしろざわざわ入ってた方がいい 今施設のメンバーさんが実演販売に来てる コーヒーを焙煎してる施設で そうなんですね 後でお渡しします,Rose
石川,00:23:44:00,00:23:45:00,ありがとうございます,Violet
石川,00:23:56:00,00:23:58:00,ありがとうございます なんとなくは,Violet
ライラ,00:23:58:00,00:23:59:00,分からないでしょうね,Rose
石川,00:24:00:00,00:24:14:00,全体像がわかんないというか そんなにあれなんですけど やっぱりこう目の前でこういうものを見ると 本当なんかすごいですね いいですね,Violet
ライラ,00:24:17:00,00:25:37:00,インクルーシブでもそうですけど 障害って ある意味世の中の失敗を また見直せるきっかけだなって いつも私は思っていて 4つ目あるじゃないですか 社会構造と社会的 障害の解釈と医療的 社会的に見ると また違った視点で 例えば車椅子で移動するときも さっき言ってたあの 斜めになってた道がとか こうなってるんだなとか いろいろ 違った観点から考えられる 我々の障害は変身できるって掲げてるんですけど それって2つの意味があって また違った観点で世の中を見直せる 世の中を変革させることができる フォースであるという意味もあるし その人と関わり合うことで 障害がある人自身がまた自分の障害を見直せる ラブルミーミングでやってるんですね,Rose
