Speaker Name,イン点,アウト点,文字起こし,色選択
石川,00:41:38:00,00:41:49:00,そうですね。だからどんなものが来ても、人がいろんな使い方をしても、それなりに楽しく見えるように作るみたいなことしかできないですよね、本来は。,Violet
ライラ,00:41:49:00,00:42:57:00,うんうんうんうん。 確かにそういう意味で私たちも完璧なアートワークを目指さないというか 結局ねクライアントも使うということもあるし またメンバーさんが結構今日もこの前次年度の プランニングを 一つの施設としてて来年度はどんなテーマでやりましょうかねとか 施設の職員と一緒に考えて毎年やるんですけど 大体も去年の全然全然計画通りに行かなかったねアハハって言いながらでもでもこんなことが あったから面白かったよねっていう話をしててなんかすごい職員が生き生きしてるというか なんか特にケアの現場って命を授かれたら結構気を 取る 職業でもあるけどそこでちょっとしたこう ものの 計画とは違う方向に行ったことを 許せる こういう泊ができているのはやっぱりいいことなんだろうなと思ってすぐらしいです,Rose
石川,00:42:55:00,00:43:05:00,それは素晴らしいですね 普通なんか公共の施設だと年次計画通りに行かないと怒られるみたいな空気はありますからね,Violet
ライラ,00:43:04:00,00:43:19:00,そうですね渋谷ポンとあんまりそこまで私がフットワーク軽くじゃあこう軌道修正しましょうってディレクターとしてやればいい話なので そのみんなにはとりあえずやってみようかって,Rose
石川,00:43:17:00,00:43:24:00,それをやってみようか それはいいね そこ大事ですね,Violet
ライラ,00:43:24:00,00:43:48:00,インクルーシブなものを作るのもきっちり計画してもね まずは見てみましょうみたいな 先生の記事で読んだ 歩いて見つけて育てての記事で 何気なくできた人の工夫とか 放置されていたものが一体化していたり,Rose
石川,00:43:44:00,00:43:48:00,統一されていたものを一体化していたり,Violet
ライラ,00:43:48:00,00:43:56:00,その場所にとか こうやってちょっと放っておく 手放すのもすごい大事なんだろうなというか,Rose
石川,00:43:58:00,00:44:04:00,よく学生に褒めろって言うんですけど だいたい何かどこか調査してきて,Violet
ライラ,00:44:05:00,00:44:06:00,課題がね,Rose
石川,00:44:06:00,00:44:08:00,そうみんな課題を見つけてきたんですよね,Violet
ライラ,00:44:08:00,00:44:09:00,わかります,Rose
石川,00:44:10:00,00:44:19:00,それで課題を勝手に見つけてきて それに対する改善案を言うのがかっこいいと思っているので 最初悪口大会になるんですよ,Violet
ライラ,00:44:19:00,00:44:24:00,デザイナーになるにしても警察官になるにしてもみんな同じですね,Rose
石川,00:44:25:00,00:44:46:00,そうですね そうそう特に最初デザイナー志望で目を輝かせている連中 みんな悪口大会から始めるんですよね だけど、だからそれはつまり 自分が知っていることに 自分が知っている物差しを当てているだけなので,Violet
ライラ,00:44:47:00,00:44:48:00,そうですね,Rose
石川,00:44:48:00,00:44:56:00,まず褒めないといけないと それで褒める縛りにすると すごいみんな考えざるを得なくなるので,Violet
ライラ,00:44:58:00,00:45:00:00,この場所の何がいいんだろうとかね,Rose
石川,00:45:00:00,00:45:01:00,そうそう、何がいい?,Violet
ライラ,00:45:01:00,00:45:04:00,一旦立ち止まれますしね そうなんです,Rose
石川,00:45:03:00,00:45:05:00,そうなんですよ。 そうなんですよ。,Violet
ライラ,00:45:05:00,00:45:31:00,私も結構生徒に大学の授業では デザインってもう例えば実技の授業をしても みんなだいたい携帯で取るので 実技をなるべく基礎だけはやるんですけど 結構質問とか観察の仕方を結構教えるというか 困っていることは何ですかって二度と聞かないでくださいって言って,Rose
石川,00:45:31:00,00:45:32:00,そうなんですか,Violet
ライラ,00:45:32:00,00:46:31:00,そうなんですか 言ったって本当に困っていることは何ですかって 例えば一緒にデザインしている人と聞いても その人のさっき言った解釈次第なので それが本当の課題とは限らない なので1日の流れを見せてくださいとか どんなことが楽しいですかとか 逆にそれこそポジティブに聞いていくと だんだんその人の行動変異が見えて その行動していることに対して それこそ褒める 褒めるだったり 自分の観察を述べるということをすると だんだん話してきて 柔らいでという ある意味心理学かもしれないんですけど そういうふうにしていると 実は最初私たちここが課題だと思ってたんですけど 本当に必要だったのここですねみたいに 後で振り返りで見つけるというふうにしたりとかしてます,Rose
石川,00:46:31:00,00:47:24:00,いいですね 僕らは地域の景観とかを分析するときにそういうことをしますね 最初はやっぱりどこが悪いのかとか 逆にどこが美しいとかどこが気に入ってますかみたいなことを聞いても なんかその通り一遍の答えというか よく言われているような話しか聞こえてこないんですけど その人の人生を話してもらうとか どこで生まれてどんなふうに育ってきたんですかみたいな話から 日常の話とか そうするとふと自分の住んでいるところの こういう時にあそこから夕日が見えた時に なんかもう俺感動しちゃってさみたいなそういう話が出てきて そういうところからすごい面白くなってくるんですよね,Violet
