Speaker Name,イン点,アウト点,文字起こし,色選択
ライラ,00:49:38:00,00:50:02:00,そうですね 学校留学生が多くてこの授業 一人の留学生が行ってたのか 日本人の話より非言語のメンバーさんと コミュニケーション取る方が楽だったって言ってて それも面白いこともあったりとか まあおかげさまでやっぱり人と日本の方とより交流できる,Rose
石川,00:49:53:00,00:49:54:00,それはまた面白いこと言うね。,Violet
ライラ,00:50:02:00,00:50:16:00,きっかけを作る ことになったっていうことも専門学校なので結構みんな一人で 作業しがちなんですけど あとは自分がどんなデザイナーになりたいかが分かったっていう,Rose
石川,00:50:16:00,00:50:17:00,それはいいですね,Violet
ライラ,00:50:17:00,00:51:09:00,それはすごく嬉しかったですね 結構重度の知的障害があるメンバーさんの施設に行った学生は 皆さんのすごい有機的で 突発的な表現音を使ってデザインをしたんですけど だいたい渋谷フォントはパターンを活用できる商品の提案も 学生にさせているんですね プロダクトデザインの事業でもあるので そのおかげでその学生は皆さんの交流も含めて 自分はベビー会社に勤めたいって言って ベビー用品の会社一択で就職活動して ここの経験も含めてインタビューで語ったら 即採用されたって 広告が来て,Rose
石川,00:51:06:00,00:51:08:00,採用 すごい素晴らしい,Violet
ライラ,00:51:10:00,00:51:13:00,その企業も素晴らしい その企業がまず,Rose
石川,00:51:14:00,00:51:15:00,その企業を褒めたい,Violet
ライラ,00:51:17:00,00:51:23:00,なんかスキルも大事だけど どんなデザイナーになりたいかって 意外と教えてない,Rose
石川,00:51:23:00,00:51:24:00,いやそれはそうですよね,Violet
ライラ,00:51:24:00,00:51:26:00,私もそれでハッとしました,Rose
石川,00:51:26:00,00:51:27:00,なるほど,Violet
ライラ,00:51:30:00,00:51:38:00,それはすごい嬉しかったですね やっぱり今の学生すごい多分情報型だから 迷い学生がすごい多い気がするんですよね,Rose
石川,00:51:38:00,00:52:02:00,そうなんですよ しかも変に就活の時に 自分は何者かみたいなのを反省するというか 見つめ直さざるを得なくなって 結構そこがそれまで教えてきたことと ちょっと断絶しているのがすごくもったいないなっていつも思うんですよね,Violet
ライラ,00:52:03:00,00:52:22:00,でもしょうがないですよね いろんな情報がありすぎるから アルゴリズムに組まれて 一定のものがバーってくるわけじゃないですか その中で自分らしさを探せって言われても 難しいんだろうなって私は思いながら,Rose
石川,00:52:22:00,00:52:23:00,そうですね,Violet
石川,00:52:28:00,00:52:40:00,そうですね お二人ありがとうございました あっという間に50分 そうなの 本当だ まだ最初の15分くらいかと思って,Violet
ライラ,00:52:44:00,00:52:45:00,それはないですよ,Rose
石川,00:52:45:00,00:53:06:00,それはない それはない でもね 本当に面白い話がいっぱい聞けてるんですけど ちょっと せっかく原宿でやってるし この後もう一回最後 外に出るんだっけ ああそうか その前に,Violet
ライラ,00:53:26:00,00:53:29:00,それインクルーシブじゃない? それはインクルーシブではないよね。,Rose
ライラ,00:53:50:00,00:53:52:00,昔から言ったんですけど,Rose
石川,00:54:10:00,00:54:11:00,何だっけ今途中聞こえなかったです,Violet
石川,00:54:54:00,00:54:55:00,そうですね,Violet
石川,00:55:01:00,00:56:22:00,例えばここの屋上庭園がいいのは公園じゃないからですよね これは庭なんですよね それでそのお庭に皆さん遊びに来ていると思えば なんていうかある程度遠慮もあるし それから作ってもらっているものに対するリスペクトや こういうのは大事にしなきゃいけないっていうのを それなりの使う人の覚悟やアティテュードみたいなものがある そこがすごくいいなって思うところなんですよね こういう商業施設のオープンスペース 公園じゃないところ 公園ってつい本当はそれぞれが 自分の尊敬や遠慮を持ち寄ってそこを維持するべきなんだけど つい使う人は誰かが用意してくれたから自分が好きに使っていいっていうふうに思っちゃって それがなんか衝突を招くということがあるわけですよね なのですごいやっぱりインクルーシブ それをインクルーシブと呼ぶかどうかともかく,Violet
石川,00:56:26:00,00:57:10:00,行動を制限しないとより多くの人が使えないという運用になっちゃうことって ある種仕方ないところがあるんですよね 公演の場合は でもそれは公園が何をやってもいいという大前提があるからですよね だけどお庭だとやっぱりそこで起きることは そこを開放している主体がいて そことお客さんとの関係として空間が成立するので そこが違うところだと思うんですよ だからなんか庭に可能性があるよなって俺いつも思ってるんですよね,Violet
ライラ,00:57:13:00,00:57:17:00,公園って呼んじゃいけない 遊べる庭にした方が,Rose
石川,00:57:17:00,00:57:26:00,公園はあってもいいんだけどもっとたくさん庭があってもいいなと思いますね 公園の中に庭を作るっていうのはいいですね,Violet
ライラ,00:57:23:00,00:57:24:00,公園の中に庭を作る,Rose
石川,00:57:28:00,00:58:03:00,双子玉川に公園があるんですけど そこは公園を維持管理するのに地元の住民の人が参加していて それで地元のお母さんたちが作っている花壇があって その花壇に看板が出ていて お花摘んでいいよって書いてあるんですよ それめっちゃ珍しいんだけど 要するに作っている主体が 使う人との間にコミュニケーションが成立していると そういう看板が,Violet
