Speaker Name,イン点,アウト点,文字起こし,色選択
石川,00:17:01:00,00:17:02:00,なるほど。,Violet
ライラ,00:17:03:00,00:17:35:00,神楽坂とか。なかなか海外にはない名前。 お茶の水も美しい水がなんちゃらって言ってたし、ちょっと覚えてないけど。 そうやって東京を見ていくと面白いよね。 私の父も建築やってたので、日本に留学に来た時には都市計画の研究をし、 に来たか東京中をフィールドワークそうな いつも歩いているとここは収集し,Rose
石川,00:17:30:00,00:17:31:00,そうなんだ,Violet
ライラ,00:17:35:00,00:17:39:00,終身年の時にここよく歩いたがいいんだから,Rose
ライラ,00:17:43:00,00:18:14:00,母もあの彫刻できたんですけど 日本があまりにもわからなすぎたから写真に切り替えて写真を撮って撮った写真を分析して 何だったんだろうって解釈するっていう風にそれ 日本を理解しようとしてたっていうのを聞いてそれは面白いなぁ 何も読めないから当時50年前ですからそっか なるほどとりあえず写真撮って後で分析して自分は何を見たんだろうみたい,Rose
石川,00:18:07:00,00:18:10:00,そっかなるほどなるほどなるほど,Violet
石川,00:18:15:00,00:18:18:00,面白いですね面白いフィールドワーク,Violet
ライラ,00:18:20:00,00:18:25:00,上から人が見れるから好きなんだよね だって絶対見られてないじゃん,Rose
石川,00:18:25:00,00:18:29:00,いや確かに見られてるんで向こうもなんか見られてると思ってないしね,Violet
ライラ,00:18:32:00,00:18:49:00,それがあった なんかやっぱ東京に帰ってくるとみんな 頑張らなきゃみたいな感じがすごいみんなからいい 感じてくるというか その人を見れないというか,Rose
ライラ,00:18:55:00,00:18:56:00,これもマップ,Rose
石川,00:18:56:00,00:18:58:00,そうですね それで今,Violet
ライラ,00:18:59:00,00:19:00:00,高度が分かるんですね,Rose
石川,00:19:00:00,00:19:05:00,今これ標高だけでこう見てるこの谷を,Violet
ライラ,00:19:06:00,00:19:09:00,これは今現在の標高の そうです,Rose
石川,00:19:08:00,00:19:09:00,そうです,Violet
ライラ,00:19:10:00,00:19:11:00,22.34メートル,Rose
石川,00:19:11:00,00:19:16:00,地面はねそれの上にさらにこの建物が載ってますからね,Violet
ライラ,00:19:17:00,00:19:21:00,もうちょっとありますけどね これなんていうアプリですか?,Rose
石川,00:19:20:00,00:19:26:00,これはスーパー地形っていう そのまま結構そのまま,Violet
