Speaker Name,イン点,アウト点,文字起こし,色選択
石川,00:33:38:00,00:33:40:00,手すりのアフォーダンスというか,Violet
ライラ,00:33:45:00,00:34:01:00,フォアの日はこうとか見に行くときに結局部屋子の近くってすごい姓 綺麗に公園みたいに整備されるところもあれば結構それこそ獣道みたいな 場所もあって私は性格上獣道を選ぶ,Rose
石川,00:34:02:00,00:34:04:00,いいですねいいですね俺もそうですけどね,Violet
ライラ,00:34:03:00,00:34:24:00,タイプでなそうですよねそうでも自然にこうできたこう木が生えている枝が生えているこの枝は 果たしてつかめるものだみたいな感じで考えてそれはいいですねやっていくだから別に何かアクセシビリティもちょっとゲーム感覚でやるっていうのも何か面白いという,Rose
石川,00:34:16:00,00:34:17:00,それはいいですね,Violet
ライラ,00:34:24:00,00:34:29:00,それは面白いですね かなと最近思いますね,Rose
石川,00:34:27:00,00:34:38:00,それは面白いですね その中でアイラさんと一緒に散歩すると いろんなものが手すりに見えてくるっていうのは ちょっとなんかやっぱり拡張ですよね 自分の意識のというか感覚の,Violet
ライラ,00:34:37:00,00:34:52:00,あともだから家にだいたい私の手跡があります壁に そうなんですか じゃあここら辺に手すりつけよっつかむところつけよっかとか後から考えたりとかしますね,Rose
石川,00:34:51:00,00:35:12:00,面白いですね 私の家ももっとささやかな事例ですけど 妻が小柄で150センチないんですね そうすると大学が忙しくなって1週間ぐらい家を開けてて 戻ると家の中が150センチ体制になってて,Violet
ライラ,00:35:12:00,00:35:17:00,シャンプーの位置とかね一段下がってたよね,Rose
石川,00:35:15:00,00:35:17:00,シェードがこのぐらいに下がっているとか,Violet
ライラ,00:35:17:00,00:35:19:00,私は暇ってくれパンパン終わった,Rose
石川,00:35:17:00,00:35:19:00,歩き回っているとバンバン当たるんですよ,Violet
ライラ,00:35:22:00,00:35:32:00,ありがとうございます私を家族の中で唯一小柄なので 持ち163ぐらい立って163ぐらいで家族はみな180とあなるほど,Rose
石川,00:35:32:00,00:35:33:00,なるほど,Violet
ライラ,00:35:34:00,00:35:36:00,大体届かないっていう,Rose
石川,00:35:36:00,00:35:37:00,そういうことね,Violet
ライラ,00:35:39:00,00:35:49:00,あとはもうシャワーです座ってるので基本シャンプーは地面に置いている けどやっぱり 何日か家開けていると上の方に入れられる,Rose
石川,00:35:48:00,00:35:51:00,そうなるでしょうね 面白いですね,Violet
石川,00:35:55:00,00:35:58:00,先ほど伺ったお話の,Violet
石川,00:36:04:00,00:36:33:00,いわゆる障害者とされるような人の側の 障害の捉え方が変わるという観点が すごく面白いなと思って それ大切だなと思って 例えば美大なんかまさにそうだと思うんですけど 私の勤め先の大学も 慶応の中でもSFCってちょっとやっぱり そういう変わった連中が来るんですよね,Violet
ライラ,00:36:31:00,00:36:39:00,変わった連中が来る 私も東京芸大大学院だったので変わった連中でしたね,Rose
石川,00:36:37:00,00:37:40:00,変わった連中ですね やっぱり美大とかSFCとかって それまで高校の時までずっとお前変だとか 変わってるとか普通じゃないとか言われてきた連中が大学に来て 私意外に普通だってことは分かりましたとか 好きなようにやっていいんだってことは分かりましたみたいなことですごい救われてるみたいなところがあって これだから人を変わってるとか変だとかっていう線を引いてるのは実は社会の側で その線なんて簡単に変えられるし 一方でなかなか社会の側の線が変わらなかったとしても いろんなところにそれはあの線がおかしいんであって ここで好きにしていいんだよみたいな 変なやつの居場所っていうのかな そういうものを用意しておくというのもすごい重要だなって 大学に行ってから思うんですよね,Violet
ライラ,00:37:42:00,00:38:13:00,リスクを犯せる余白を作っておくという リスクっていう言い方がいいのか ちょっと何かが起こるチャンスを 与える余白 何かが起こるチャンスを補える余白を作るというか あんまりこういう場所も これをやる場所ですって シビアフォントラボも組みすぎちゃうと,Rose
石川,00:38:13:00,00:38:14:00,なるほど,Violet
ライラ,00:38:16:00,00:39:00:00,固まっちゃうというか考えが じゃあそれを維持していくために じゃあここはもうアートをする場所ですっていうことだけにしちゃうと どんどんそのアートにのめり込んでいってそのアートの質がどうこうとかそれだけに 目が向いちゃって他に起こっていることを忘れちゃいがち どうやってこのこのあの一般の方とインタラクションしててその人がどう移り変わったかとか いうことを見る隙がなくなってしまう気がして 結構私もデザインするときは80点 80点を目指す80点目指せば大体 重要なことは抑えているじゃないですか,Rose
石川,00:38:58:00,00:39:00:00,抑えているじゃないですか,Violet
ライラ,00:39:00:00,00:39:05:00,ででパークが少し残ってみたのをよくやりますね だからこう,Rose
石川,00:39:01:00,00:39:05:00,余白が少し残っているみたいな なるほど,Violet
ライラ,00:39:06:00,00:39:14:00,渋谷フォントの柄もちょっと手垢を残しているというか 綺麗にしすぎないって言うことを大事にする,Rose
石川,00:39:10:00,00:39:18:00,きれいにしすぎないということを大事に なるほど それはなんとなく分かります,Violet
ライラ,00:39:21:00,00:39:29:00,2番のデザインも同じですね だって生えますもんねだからピシッとできませんよねどう生えるかはもうその植物,Rose
石川,00:39:21:00,00:40:09:00,庭のデザインも同じですね そうなんです そうなんです そうなんです 逆にここ枯れちゃったとか ここ伸びすぎたなみたいなことを 許容できるようにしておかないと 不幸になりますね でも今はCGが発達しすぎちゃって だからマンションの広告なんか それにCGですよね そうなんです それで完成したすごいいい感じの状態が欠けちゃうので それを見てみんな買うから 後でこうなってないじゃないかみたいな問題になることがあるんですよね,Violet
ライラ,00:40:09:00,00:40:12:00,あー逆にねー なるほど,Rose
石川,00:40:09:00,00:40:16:00,逆に だから必ず下の方にこれは想像ですって書いてある CGですみたいな,Violet
ライラ,00:40:19:00,00:40:28:00,私もフラットメイトがランドスケープ学んでたんでね大学の頃よくスポンジ切って ねあの緑にしたり木の模型をよく作って,Rose
石川,00:40:22:00,00:40:28:00,そうなんですか 木の模型をよく作ってます,Violet
ライラ,00:40:28:00,00:40:34:00,ましたけど なんかそこにも ロマンがある気がするんですけどね ありますよね,Rose
石川,00:40:33:00,00:41:12:00,ありますね というかやっぱり木の模型を作っても それは作ってから何十年かした後の風景を想像しているだけなので 木ってだってでかいやつがいきなり植えられないですからね よく言うんですけど 大きい木を植えるっていうのは その木がどこかで大きくされたわけなので そこで費やされた20年にお金を払っていると思わないと でかい木を作っているわけじゃないんだよっていう 時間が来たと思うと結構木に対する態度が変わりますよね,Violet
ライラ,00:41:13:00,00:41:23:00,なんかもうこれはうまくいったっていうものもあれば 違った方向に行くなっていうのは結構半々なんですね,Rose
石川,00:41:20:00,00:41:36:00,ありますね。ありますね。それはありますね。 もう人がどう使っているかとか、にぎわっているとか、生い茂っているとか、いい感じに育っているとかっていうのは結局計画できないので。,Violet
ライラ,00:41:37:00,00:41:38:00,人の行動はね。,Rose
