Speaker Name,イン点,アウト点,文字起こし,色選択
石川,00:08:47:00,00:08:56:00,とてもいい とてもいいお話を聞いた いやこれは,Violet
ライラ,00:08:56:00,00:08:58:00,いや面白い 私が思っていることをすごい,Rose
石川,00:08:58:00,00:09:01:00,デザイン教育に活かせるわ俺の,Violet
ライラ,00:09:03:00,00:09:08:00,一緒にやりましょう2人で観察の授業をやったら面白いですよね,Rose
石川,00:09:03:00,00:09:04:00,一緒にやりましょう,Violet
ライラ,00:09:08:00,00:09:21:00,フィールドライクしたいの したいです絶対面白い 私も母がインクルーシブデザイン日本に持ってきた方なんで 常に母と出かけてる時に100m進むのに30分かかるんですよ,Rose
石川,00:09:21:00,00:09:22:00,わかりますそれ,Violet
ライラ,00:09:22:00,00:09:27:00,なんか見つけちゃうからみたいな お母さんとか言いながら,Rose
石川,00:09:25:00,00:09:26:00,そうなるよ,Violet
ライラ,00:09:27:00,00:09:31:00,あここ面白いね何気なくこうなっている形が見て感じ,Rose
石川,00:09:33:00,00:09:35:00,面白いですね いいですね,Violet
石川,00:10:07:00,00:10:12:00,写真撮るのか写真撮るのね はい,Violet
ライラ,00:10:12:00,00:10:16:00,なんか渋谷フォンできます?大丈夫? 聞きたい聞きたい,Rose
ライラ,00:10:20:00,00:10:27:00,なんかやりましょう ちょっと飲み物を飲んでもいいですか 先生なんか飲みます?,Rose
石川,00:10:28:00,00:10:32:00,はい、そうですね あ、そうか、俺脱いでもいい?平気?,Violet
ライラ,00:10:31:00,00:10:34:00,ちょっとお水持ってきますね,Rose
石川,00:10:35:00,00:10:36:00,そっち側のポケットに入ってたのか,Violet
石川,00:10:43:00,00:10:45:00,えーちょっといいじゃん,Violet
ライラ,00:10:46:00,00:10:47:00,こんにちは,Rose
石川,00:10:47:00,00:10:51:00,どうして俺今までこう知らなかったんだろう,Violet
ライラ,00:10:48:00,00:10:54:00,こんにちは あ、コーヒーやってるんだね 新しいラベルだ,Rose
石川,00:10:52:00,00:10:54:00,迂闊にも歩道があるな,Violet
ライラ,00:10:54:00,00:11:01:00,かっこいい かっこいい これかっこいいね,Rose
石川,00:10:59:00,00:11:02:00,原宿たまには立ち寄らないとダメですね,Violet
ライラ,00:11:03:00,00:11:09:00,全部かっこいいけど これもかっこいい はみ出てるのがいいね,Rose
石川,00:11:10:00,00:11:11:00,浴衣ね,Violet
ライラ,00:11:11:00,00:11:19:00,さすがみんな これもいいね 素晴らしい,Rose
石川,00:11:38:00,00:11:41:00,これTシャツいいっすね,Violet
ライラ,00:11:45:00,00:11:47:00,徳良さん水ってもないですよね,Rose
石川,00:11:46:00,00:11:47:00,どれアロハシャツ,Violet
ライラ,00:11:48:00,00:11:52:00,ない?大丈夫? あっ、でもまあいいや,Rose
石川,00:11:58:00,00:12:09:00,ホノルルと島ひとしなんですか そうなの ほのるるとしまいとしなの 渋谷 海ないじゃんだって渋谷,Violet
石川,00:12:14:00,00:12:15:00,なるほど,Violet
石川,00:12:26:00,00:12:28:00,犬です最高だよ俺,Violet
ライラ,00:12:30:00,00:12:31:00,いいですよね,Rose
石川,00:12:30:00,00:12:32:00,犬です 無敵,Violet
ライラ,00:12:32:00,00:12:37:00,手ぬくいもありますし 先生,Rose
石川,00:12:37:00,00:12:42:00,ありがとうございます 犬ですめちゃめちゃいい,Violet
ライラ,00:12:44:00,00:12:46:00,みんな食いつくんですよね,Rose
ライラ,00:12:52:00,00:12:59:00,クライアントさんが使うようによって また我々の次年度のデザインに活かせるんで,Rose
ライラ,00:13:03:00,00:13:06:00,あれ職員のみなんですよ渋谷区の,Rose
ライラ,00:13:15:00,00:13:19:00,写真は後で,Rose
ライラ,00:13:51:00,00:14:00:00,小野寺兄は今NHK大阪にいるんですか 旅行で,Rose
石川,00:14:05:00,00:14:19:00,ありがとうございます カラツの風どうしたんですか 大阪で収録してて そうなんですか 数を感じて 2人とも大阪の人でですね,Violet
ライラ,00:14:25:00,00:14:32:00,2人があなた方2人が大阪の人 誰が大阪の人を収録,Rose
ライラ,00:14:37:00,00:14:53:00,あそれもラジオするもこれ同じ番組 すいません 2段があればぜひシガシガでですね 海で海の前で あ、琵琶湖海,Rose
ライラ,00:15:04:00,00:15:05:00,絶対面白いよ,Rose
石川,00:15:09:00,00:15:15:00,出身が宇治なんで はいあっちなんです はい近いです,Violet
ライラ,00:15:15:00,00:15:19:00,私は県境に住んでいて京都と シガノ,Rose
石川,00:15:24:00,00:15:27:00,いいですね シガノ里山行きたいわ,Violet
石川,00:16:07:00,00:16:11:00,ここまで上がると渋谷川の谷が見えますね,Violet
ライラ,00:16:12:00,00:16:13:00,ほんまですか?,Rose
石川,00:16:14:00,00:16:18:00,こうなっている あそこが一番低いところ そこが,Violet
ライラ,00:16:19:00,00:16:20:00,えー、どこですか?,Rose
石川,00:16:23:00,00:16:44:00,ちょっと行くと この道が突き当たるこれが低くなっているのが 渋谷川の谷ですね そこから青山通りに向かって伸びて上がっていくんですよね 青山通りが一番高い尾根,Violet
ライラ,00:16:45:00,00:17:01:00,私の母がよくあの 東京の地名は面白いって言って そのお茶の水っていう 美しい水っていう なんかすごい英訳するとすごい面白い なるほどくなるねっていう話を,Rose
