Speaker Name,イン点,アウト点,文字起こし,色選択
ライラ,00:33:02:00,00:33:03:00,ありがとうございます,Rose
石川,00:33:02:00,00:33:03:00,これ切ります,Violet
ライラ,00:33:15:00,00:33:17:00,前は東京でしたよ,Rose
石川,00:33:29:00,00:33:30:00,自由だな。,Violet
ライラ,00:33:31:00,00:33:32:00,うららって,Rose
ライラ,00:33:40:00,00:33:49:00,だったら一番面倒くさい時間にしましょう 意地悪しちゃいましょう カナダの時もね、夜中によく出てます,Rose
石川,00:33:47:00,00:33:51:00,そしよう スペイン4時とかさ そういうなんかこう,Violet
ライラ,00:33:51:00,00:33:54:00,スペイン朝の酔っちゃったここの昼だから,Rose
石川,00:33:51:00,00:33:55:00,スペイン朝の夜だと そうしよう いいね,Violet
ライラ,00:33:55:00,00:33:57:00,イベントそうなるの,Rose
石川,00:33:55:00,00:33:58:00,そうしよう そうしよう,Violet
ライラ,00:34:00:00,00:34:01:00,ありがとうございました,Rose
石川,00:34:02:00,00:34:06:00,ありがとうございました いやーよかったな いやーいいね,Violet
石川,00:34:16:00,00:34:22:00,今そのデジタルテクノロジーが進化してどんどんなんか余白作らなくていいように,Violet
ライラ,00:34:19:00,00:34:24:00,そうAIは余白なくしちゃってるからね,Rose
石川,00:34:23:00,00:34:30:00,そうそうそう余白をむしろなくしてその方向にその技術が進化してるからね,Violet
ライラ,00:34:34:00,00:34:35:00,頑張ってる,Rose
石川,00:34:48:00,00:34:49:00,はい,Violet
石川,00:35:00:00,00:35:01:00,はい,Violet
ライラ,00:35:22:00,00:35:29:00,ねえです多分ここにありますねサイズが いくらだっけ,Rose
石川,00:35:30:00,00:35:32:00,一応ね数えといた,Violet
ライラ,00:35:35:00,00:35:46:00,Tシャツいくらだっけ 3740円です 37人で キーサー自分かをありがとうございます m ですかね先生,Rose
石川,00:35:40:00,00:35:43:00,3740円 Tシャツ1枚買おう,Violet
ライラ,00:35:47:00,00:35:51:00,8ねえいるですね l あっはいちょうどがスイッチ l 素晴らしい,Rose
石川,00:35:47:00,00:35:51:00,Lですね すばらしい,Violet
ライラ,00:35:54:00,00:35:58:00,おります 変わらずに俺なぁ,Rose
石川,00:35:54:00,00:35:57:00,買います 買わずに折れない,Violet
ライラ,00:35:59:00,00:36:07:00,じゃ買ってくれたお礼 4 ありがとうございますのストライドクラブっていう,Rose
石川,00:36:03:00,00:36:04:00,ありがとうございます,Violet
ライラ,00:36:07:00,00:36:10:00,みんなが作っているありがとうございます 素晴らしい,Rose
石川,00:36:09:00,00:36:25:00,素晴らしい なんかめっちゃいい匂いしますね なるほど すごい いいいい香ばしい匂いが へぇー,Violet
ライラ,00:36:28:00,00:36:40:00,ねえ なんかすごいラベルが 誰が作ったのラベル あそういうことかやっぱすごい人工夫あるなぁと思って,Rose
石川,00:36:54:00,00:36:56:00,それで圧着できちゃうんだ,Violet
石川,00:37:01:00,00:37:02:00,はい,Violet
