Speaker Name,イン点,アウト点,文字起こし,色選択
東島,00:00:12:00,00:00:16:05,ここで付けるのをちょっと待ちください,Violet
千葉,00:00:31:13,00:00:44:15,2222,Lavender
千葉,00:00:48:05,00:00:50:20,これはねもうポッケというより,Lavender
千葉,00:00:52:05,00:00:55:10,もうつけていただければお話ができるような,Lavender
千葉,00:01:05:00,00:01:14:05,あら、そっちは聞こえてるんだよな。,Lavender
東島,00:01:38:10,00:01:40:10,もうこれ映らないので,Violet
千葉,00:01:52:08,00:01:55:13,どこでも,Lavender
千葉,00:02:04:20,00:02:07:20,どこかでカットするんですねはい分かります,Lavender
千葉,00:02:12:00,00:02:15:05,なんかこうリラックスした感じでって聞いてますけど,Lavender
千葉,00:02:16:10,00:02:20:08,じゃあ、先生呼びっていうのは無しで無しなんです,Lavender
東島,00:03:28:10,00:03:34:05,分かりました。これなんか後ろ車とか救急車とか通った時はもう一回言った方がいいんですか?,Violet
千葉,00:03:57:23,00:04:02:00,雑に始めていいんですね、じゃあ雑に。,Lavender
千葉,00:04:05:23,00:04:14:12,じゃあどっちかというと僕がホスト役っぽい感じでやりますんではいですかねそれは成り行きで成り行きで成り行きで,Lavender
東島,00:04:09:03,00:04:11:20,はい。よろしくお願いします。,Violet
東島,00:04:13:13,00:04:15:03,なるべきではい,Violet
千葉,00:04:16:00,00:04:20:20,東京に来るのは久しぶりですかそれともよく来る,Lavender
千葉,00:04:24:00,00:04:26:03,ちょっと思ったんですけどこっちって,Lavender
千葉,00:04:33:07,00:04:39:20,なんかここに来るとすごくこうなんかなんていうのかな違和感をちょっと感じて,Lavender
千葉,00:04:43:03,00:04:48:12,東京って普通都市ってなんか真ん中に目立つ,Lavender
千葉,00:04:49:23,00:04:53:17,建物とか人が集まる場所とかそういうのがあるじゃないですか,Lavender
千葉,00:04:55:07,00:04:59:10,でもここ真ん中なのに何も見ても何もないんですよ,Lavender
東島,00:04:57:20,00:05:00:10,何もないんですよ,Violet
千葉,00:05:00:18,00:05:13:05,それで変わってるなぁと思うんですけどでも歴史を踏まえてみるとなんかここ昔はちょっと向こうの方かなあの巨大な,Lavender
千葉,00:05:13:05,00:05:25:18,天守閣があって17世紀に巨大な天守閣があってでも火事で燃えちゃってということでかつてはここにすごく目立つものがあって多分そこが街の真ん中みたいな,Lavender
千葉,00:05:26:18,00:05:30:08,目印というかそういう目立つものがあった,Lavender
千葉,00:05:31:07,00:05:35:20,でも今はなくなっちゃった城って言ったらなんか天守があるじゃないですか,Lavender
千葉,00:05:37:03,00:05:42:00,だから天守のない城、ない城、天守が存在しない城っていうのは,Lavender
東島,00:05:41:07,00:05:43:07,はい,Violet
千葉,00:05:45:18,00:05:47:10,面白いところかなと思っていて,Lavender
千葉,00:05:48:22,00:05:52:10,ここ和田,Lavender
千葉,00:05:53:15,00:05:58:02,ちょっと時間があったのでそこを見物してた,Lavender
千葉,00:05:59:03,00:06:08:15,説明板があってそれを見るとあの和田倉門を作ったのはそれを中心になって作ったのは伊達正宗,Lavender
千葉,00:06:10:00,00:06:26:18,伊達正宗って仙台の青葉城を築いた人ですよね東島さんと青山に来られたことがあるからご存知だと思いますけどやっぱり青葉城も天守閣ないんですよ,Lavender
東島,00:06:26:22,00:06:28:20,そうなんですか,Violet
千葉,00:06:28:22,00:06:32:22,そういう意味で共通してるんですけどやっぱり,Lavender
千葉,00:06:34:00,00:06:35:18,なんか目立つものがない,Lavender
千葉,00:06:37:13,00:06:52:05,でもないっていうのは多分それなりの意味があってきっと何か理由があって徳川も長い間の江戸時代の長い期間それから伊達政宗も伊達政宗の場合って天守閣自体は建てなかったらしいんです,Lavender
千葉,00:06:53:05,00:07:02:00,でもないっていう状態を維持したっていうのはなんかそれなりに意味があったと思うんですよねそれを踏まえて実はちょっと遠島さんの,Lavender
東島,00:07:05:23,00:07:08:10,めっちゃイントロがうまい,Violet
千葉,00:07:08:20,00:07:12:20,考えたんです本を読ませていただいて大変感銘を受けた,Lavender
千葉,00:07:14:02,00:07:18:18,とても面白かったんですけどもそこで特にあの,Lavender
千葉,00:07:20:00,00:07:24:02,僕が注目したのがやはり人って尻尾がない,Lavender
千葉,00:07:25:03,00:07:31:23,後ろから生き物を見た時に 例えば哺乳類を見た時に一番注目するのは目立つところって 尻尾じゃない,Lavender
千葉,00:07:34:22,00:07:38:15,それはなぜかという問い立てはとても魅力的で,Lavender
東島,00:07:40:10,00:07:42:12,ありがとう うわぁ嬉しい,Violet
千葉,00:07:40:18,00:07:43:00,はい,Lavender
千葉,00:07:46:15,00:07:53:07,人っていうのは例えば哺乳類で人みたいに尻尾がない,Lavender
千葉,00:07:54:15,00:08:02:05,ないって言っていいのかどうかちょっとそこは後で説明していただきたいんですけど尻尾がないっていうのはかなり特別なことなんでしょうかね,Lavender
東島,00:08:02:15,00:08:13:03,そうですね、少ないと思います。基本形はあるのがベースで、ないってなるとかなり限られてきて、あと極端に短いとかだとちょっといるんですけど、完全にないはかなり少ない。,Violet
千葉,00:08:18:00,00:08:26:20,そうすると尻尾がないというのは人間にとってとても重要なことと考えていいわけですね。,Lavender
千葉,00:08:28:15,00:08:37:13,本の中で東島さんが特に強調しておられて私の印象が残ったところの説明があって,Lavender
千葉,00:08:41:08,00:08:44:22,人に尻尾がないということとそれから,Lavender
千葉,00:08:45:23,00:08:51:08,うーん二足歩行するこのことは実は,Lavender
千葉,00:08:54:02,00:09:03:13,これは非常に強調して書いておられたところなんですけどここなぜそうなのかこれ結構僕も実はうっすらと思ってたところが,Lavender
千葉,00:09:04:22,00:09:14:20,結構いろんな本を読むとやっぱりそういうことが書いてあって、多くの人はそう信じていると思うんですよね。でもそうではないというのはどうしてなのか。,Lavender
東島,00:09:15:00,00:09:30:07,それは化石の証拠から結構はっきり分かっていまして人に尻尾がないっていうのがそもそも人上下って類人猿を含めての先祖からの共有の形質なんですけどもその尻尾がない一番古い化石,Violet
東島,00:09:30:07,00:09:45:15,すでにまだ4足歩行で2足で歩いてないんですよねなので先に尻尾がなくなってからしばらく経ってから2足歩行を獲得したという風に考えるのが自然でなので尻尾の喪失の方が先に起きてるねっていう話,Violet
千葉,00:09:48:15,00:09:50:15,そうすると じゃあ,Lavender
千葉,00:09:52:20,00:09:56:08,今 東島さんが支持している,Lavender
千葉,00:09:57:08,00:10:01:10,その理由になる一番,Lavender
千葉,00:10:02:20,00:10:06:18,想定できるというか、信頼できる考え方というのは何なんですか。,Lavender
東島,00:10:07:00,00:10:23:09,難しいですね。正直現時点だと何も積極的にこうだという証拠も、何かを否定する証拠も現時点でないので、何でも言えちゃうような状況ではあるんですけど、まず少なくとも今言われている仮説で1個一番有力士というか支持している人が多い。,Violet
東島,00:10:23:09,00:10:39:18,ゆっくり動いたからじゃないかという説なんですけどあれはちょっと違うと思っていて私自身は何かなくなる積極的な理由があったんじゃないかなというふうには考えていますなくならざるを得ない理由かなくなった方が良かった理由かどっちかがあったんじゃないかなと,Violet
千葉,00:10:42:02,00:10:57:03,というわけではなくてやっぱりないことというのが何かしらとても生きていく上であるいはそれ以外の理由であるいは子孫を残したりする上で何か有利なことがあって亡くなったというふうに考えていいわけですか,Lavender
東島,00:10:57:03,00:11:06:15,そうですね、あるいは何かそういう積極的な理由ではなくて、発生学的なそれこそ製薬によって作ることができなくなったという可能性もあるんじゃないかな。,Violet
千葉,00:11:06:18,00:11:14:23,それは例えばこういうことですか例えばある部分で何かしら機能なんか役に立つ,Lavender
千葉,00:11:15:23,00:11:25:00,何でもそうですけど、例えば手を羽にしてしまうと物がつかめなくなるというのと同じような理屈で。,Lavender
千葉,00:11:26:00,00:11:37:17,あるいはシーソーみたいにこっちが上がったらこっちが下がるみたいな感じで、尻尾があるとある何らかの仕事ができなくなる、機能が果たせなくなるということなんですかね。,Lavender
東島,00:11:38:05,00:11:52:05,そうですね。例えば下半身の方の形成というと、尻尾の周りだと生殖器とか足とか、運動様式に非常に関わるようなところも同じような遺伝子の仕組みで作っているところがあると思うので、例えば、生殖器なり、,Violet
東島,00:11:52:05,00:12:06:05,繁殖なり運動なりにすごく必要な形質を獲得するために何かのスイッチをオンにしなきゃいけないそうすると尻尾を作ることができないみたいななんかこういうこっちが立ったらあっちが立たないみたいなそういう関係があってもいいんじゃないかなとは思っています,Violet
千葉,00:12:09:05,00:12:13:05,なるほど、わかりました。では、逆にお聞きしたいんですけど,Lavender
千葉,00:12:15:05,00:12:25:23,しっぽ、哺乳類のしっぽって何の役に立つのか動物によってそれは違うと思いますが逆にですね、しっぽって何の役に立つのか,Lavender
東島,00:12:26:05,00:12:41:04,なるほど。一番あるのはやっぱり運動でバランスを取るのが一番大事ですよね。その祖先も木の上にいたのでバランスを取るためにはあったほうが良かったはずなんですよ。機能的にはあったほうが良かったのになくなっているというのが不思議なんですけど。,Violet
東島,00:12:41:04,00:12:56:02,外的なシグナルとして使います群れの中の順位とか今交尾OKっていうサインだったりとかあとは仲間同士の信頼関係の確認だったり威嚇だったりとかあとは他だと死亡の貯蓄とかもあります,Violet
千葉,00:12:59:23,00:13:06:12,そこでちょっと気になったんですけど、今ちょっと気になったんですけど、遠島さんの定義する尻尾。,Lavender
千葉,00:13:07:13,00:13:17:17,例えばですね、あそこに矢倉が立っていて、そこの屋根の上に車中を置く。まあ、シビが由来で、シビから。,Lavender
千葉,00:13:18:18,00:13:31:17,あれってなんか頭がさっき見たんですけどさっきちょっと近くまで行ってみたんですけどでもそこまで細かく見えなかったんですけど頭が胴体の上の方が,Lavender
千葉,00:13:32:23,00:13:34:15,下側が,Lavender
東島,00:13:34:05,00:13:37:05,はい 魚なんですねああシャチだからはい,Violet
千葉,00:13:36:02,00:13:42:18,腕跳ね上がってるじゃないですかでトラで頭がトラで腕坂,Lavender
千葉,00:13:47:03,00:13:53:17,で じゃあ この尻尾 この…今 尻尾って言ったけど この…社長 この…このね…あの…,Lavender
千葉,00:13:54:18,00:13:56:20,あれは尻尾なんですか?,Lavender
東島,00:13:56:20,00:14:09:03,あれは尻尾の一部だと思いますけど、それはこのシャチホコのどこに相配接口があるかというので、肛門があれば肛門より後ろが尻尾なので、そこまでちゃんと描写してくれてたらいいんですけど。,Violet
千葉,00:14:09:15,00:14:11:15,なるほど,Lavender
千葉,00:14:13:00,00:14:15:20,自身は魚だから人魚だとか,Lavender
千葉,00:14:16:23,00:14:18:10,それから人形は違うか,Lavender
千葉,00:14:19:13,00:14:24:02,いすぐにしても魚アワムの尾びれは尻尾なんですか,Lavender
東島,00:14:24:12,00:14:34:00,そうですねヒレ自体ピラピラのところはアタッチメントなんですけど魚の焼き魚を食べてたら肛門から後ろにちょっとだけ身があるじゃないですかあれは尻尾です,Violet
千葉,00:14:34:15,00:14:46:18,ああ、ここからこの部分が、こうヒレがあって、肛門があって、その間のところのちょっと細くなっているような、魚によってそれは違うでしょうけど、そこが尻尾なんですね。,Lavender
千葉,00:14:47:17,00:14:55:05,じゃあ鳥はどうなんですか?例えば最近ですね山鳥山鳥って好きなんですよ結構きれいで,Lavender
千葉,00:14:56:05,00:15:00:23,あれ大好きなんですけど特に繁殖期になるとあれオスがピッとこう,Lavender
千葉,00:15:04:08,00:15:07:07,山鳥の方のシダリオのあれがとても綺麗なんですね,Lavender
千葉,00:15:08:08,00:15:16:10,で、あれの尻尾は今の話だと尻尾の長いところってほとんど尾羽なの,Lavender
