Filename;Speaker;Start Timestamp;End Timestamp;Transcript
00076_Amic;Speaker 1;00:00;00:00;"そうね"
00076_Amic;Speaker 2;00:00;00:03;"なんかこう新たなコミュニケーション商品みたいなのが"
00076_Amic;Speaker 2;00:04;00:08;"出てきてるっていうのが今の時代なのかなって思ってますけど"
00076_Amic;Speaker 1;00:08;00:12;"そうやってなんか人間大事にしてそうでしてないってことですよね"
00076_Amic;Speaker 1;00:12;00:13;"結果的にね"
00076_Amic;Speaker 2;00:14;00:18;"なんかだからすごい抑圧的に"
00076_Amic;Speaker 2;00:19;00:20;"労働問題としてはだから"
00076_Amic;Speaker 2;00:21;00:24;"労働者の人間性が抑圧されてる合理解点と"
00076_Amic;Speaker 2;00:24;00:29;"みたいなチャップリンが描いたような"
00076_Amic;Speaker 2;00:30;00:34;"感情が大事ですって感情労働を 増やしましょうみたいな時代もあり"
00076_Amic;Speaker 2;00:35;00:39;"でも最近だと本当にもうなんか アンガーマネジメントとかいろんな"
00076_Amic;Speaker 2;00:39;00:42;"心理的安全性とかいろんなことがあって"
00076_Amic;Speaker 2;00:43;00:49;"なんかもううまくコミュニケーション しなきゃみたいな圧がすごくなって"
00076_Amic;Speaker 2;00:49;00:52;"もう感情邪魔とかもう分かんない みたいな"
00076_Amic;Speaker 2;00:53;00:59;"どうしていいか分からなくなっちゃ ってるみたいなところがいいですかね"
00076_Amic;Speaker 1;01:28;01:29;"うーん"
00076_Amic;Speaker 1;01:30;01:33;"やっぱり欧米あるいは途上国もそうですけども"
00076_Amic;Speaker 1;01:34;01:38;"一部のマネージメント層とかでは"
00076_Amic;Speaker 1;01:40;01:41;"マネージャークラスだと"
00076_Amic;Speaker 1;01:41;01:43;"そういうアンガーマネージメントとかセルフコントロールとか"
00076_Amic;Speaker 1;01:44;01:49;"そういうことは言われますけどもっとダイレクトなので"
00076_Amic;Speaker 1;01:50;01:52;"これはいつも外国行くと"
00076_Amic;Speaker 1;01:53;01:55;"僕はもっと身軽いになるんですけど"
00076_Amic;Speaker 1;01:55;01:59;"つまりもっとみんな人間関係がダイレクトなんですよね"
00076_Amic;Speaker 1;01:59;02:02;"怒ってる人は怒るし悲しい人は悲しいし"
00076_Amic;Speaker 1;02:04;02:06;"それを表に出すっていうことを"
00076_Amic;Speaker 1;02:06;02:07;"基本"
00076_Amic;Speaker 1;02:09;02:12;"別に障害なくみんなやっているし"
