Speaker Name,イン点,アウト点,文字起こし,色選択
山田2,00:00:03:09,00:00:08:22,だからなんか新たなコミュニケーション障害みたいなのが出てきてるっていうのが今の時代なのかなっていうふうに思ってますけど,Violet
吉田2,00:00:09:00,00:00:14:00,そうやってなんか人間大事にしてそうでしてないってことですよね 結果的にね,Violet
山田2,00:00:14:00,00:00:26:12,なんかだからすごい抑圧的に 労働問題としてはだから労働者の人間性が抑圧されている合理化一変とみたいな,Violet
山田2,00:00:26:14,00:01:00:07,チャップリンが描いたようなそういうところではなくて 感情が大事ですってなって感情労働でケアしましょうみたいな時代もあり でも最近だと本当にもうなんかアンガーマネジメントとか いろんな心理的安全性とかいろんなことがあって なんかもううまくコミュニケーションしなきゃみたいな圧がすごくなってて もう感情邪魔とかもう分かんないみたいな どうしていいか分かんなくなっちゃってるみたいなところが多いですかね 本当に なんか,Violet
山田2,00:01:00:09,00:01:20:09,なんか 今の話と 一方でそれこそトランプだったり はい 政治はむしろ感情を向け出しにして ダブルスタンダードとか ファインディングみたいな ぜひ吉田さんに 紐を結んだ後に 紐を結んだ後に,Violet
吉田2,00:01:20:11,00:01:24:21,な。,Violet
吉田2,00:01:24:23,00:02:09:15,うーん やっぱり欧米あるいは途上国もそうですけども 一部のマネージメント層とかでは マネージャークラスだと そういうアンガーマネージメントとかセルフコントロールとか そういうことは言われますけどもっとダイレクトなので これはいつも外国行くと 僕はもっと身軽いになるんですけど つまりもっとみんな人間関係がダイレクトなんですよね 怒ってる人は怒るし悲しい人は悲しいし それを表に出すっていうことを 基本,Violet
吉田2,00:02:09:17,00:02:41:15,別に障害なくみんなやっているし 日本の薄い皮膜にみんなが包まれているような感じがして どうしてもダイレクトに相手と繋がれないみたいな感じはあるので それやっぱ政治のところにも表れていて 例えば政治家同士で討論会やりますと みんなお互いに喋らないわけですよ いちいち司会が何々さんに質問ありますか これこれこういうふうに思うんですけどみたいな感じで,Violet
吉田2,00:02:41:17,00:03:12:16,これこれこういうふうに思うんですけどみたいな感じで お互い直接話してないんですよ政治家の討論会も なので確かに日本も昔よりは 政治にとりわけネット社会ネット空間では お互いに攻撃的にはなっているけど それがダイレクトに現場に出ているかというと そんな感じはしないんですよね やっぱり海外と日本の社会の仕組みが違うから 政治の在り方も違うんだろうというふうには思いますけどね,Violet
山田2,00:03:12:18,00:03:16:02,なんかその感情的な,Violet
吉田2,00:03:16:04,00:03:20:09,例えば昔それこそね,Violet
吉田2,00:03:20:11,00:03:37:03,委員会とかで可決を阻止するために みんなで体を張ってとか 牛歩戦術とか あるいは 偽装で昔水かけた人いましたけど ああいうのやったら すごく批判されるわけじゃないですか 多分今の時代ね,Violet
山田2,00:03:37:05,00:03:37:14,そうです。,Violet
吉田2,00:03:37:16,00:03:50:13,でも例えば台湾とか韓国って まさに物理的に 身体的に そういう偽装で 喧嘩をしたり あるいは選挙をしたり してるわけじゃないですか,Violet
吉田2,00:03:50:15,00:03:56:11,だからそこはやっぱり日本と外国で 違うのかなっていう気はしてる だからそれはやっぱり文化が違うので,Violet
吉田2,00:03:56:13,00:03:59:03,政治の在り方も違うんだろうな という感じはしてるんですね,Violet
吉田2,00:03:59:05,00:04:03:01,という感じはしてるんですね,Violet
山田2,00:04:03:03,00:04:22:23,もともとそういう日本人的なメンタリティみたいなのが ある上でさらにそういう感情の管理みたいなのが乗っかってきちゃってるので 本当にどうなるんでしょうねっていう 対抗した方がいいと思うんですけど,Violet
吉田2,00:04:23:01,00:04:30:05,むしろねもう解放した方がいいと思うんですよね逆に であのこれ小熊英二さんが言ってたんですけど,Violet
吉田2,00:04:30:07,00:05:00:21,これでもやると やっぱり子どものね上層教育を考えても 大人がなんか私分ではなくて公的な意味合いで なんか怒ってるっていう姿を見せるのはすごく大事なことだっていう風に言ってたんですけど 本当に大人が真剣に怒っている何かに対して っていうのを子供にするってすごくまさに上層教育で大事だと思うんですよね それで政治が動いたとか,Violet
