"Speaker Name","Start Time","End Time","Text"
"山田2","00:00:03:09","00:00:08:22","がっていうのが今の時代なのかなって。"
"吉田2","00:00:09:00","00:00:14:00","何か人間大事にしてないと。そうなんですかね。"
"山田2","00:00:14:00","00:00:26:12","何かその時期に構造の問題としては人間性が。"
"山田2","00:00:26:14","00:01:00:07","描いたようではなくて大事ですからしましょうみたいな時代もあり、でも本当にもう何か我慢とかいろんな心理的、いろんなことがあっても、うまくコミュニケーションしなきゃみたいな。うん、すごくなっ。みたいな。何かみたいなところが多いですね。"
"山田2","00:01:00:09","00:01:20:09","何か。"
"吉田2","00:01:20:11","00:01:24:21","な。"
"吉田2","00:01:24:23","00:02:09:15","まあ、でも日本とやっぱりさっき言ったようにちょっと違う気がしますね。やっぱり僕もそうですけども、自分のマネジメントでは、マネージクラスだとそういうコントロールとかっていうね、もっとダイレクトなので、これはいつも高いと。僕はもっと身軽になるんですけど、やっぱりもっとみんな人間関係がダイレクトな楽しいとし、それを表に出すっていうことを基本。"
"吉田2","00:02:09:17","00:02:41:15","別に障害なくやってるし、日本のこう、みんながこう慣れてるような感じがしてないですねみたいな感じはあるね。明治の頃にも生まれて、政治家同士で討論会やります。みんなお互いに。それで司会が如何に。"
"吉田2","00:02:41:17","00:03:12:16","っていう感じで直接話を。なので、確かに日本は成人社会、僕は攻撃的になってるけど、それに現場で通常しないんですよ。やっぱり海外と日本の社会の政治のありようをます。"
"山田2","00:03:12:18","00:03:16:02","何か感情的な。"
"吉田2","00:03:16:04","00:03:20:09","例えば。"
"吉田2","00:03:20:11","00:03:37:03","それこそ可決を阻止するとか、戦術とか、あるいは票田に水でものはすごく批判されるわけです。今も。"
"山田2","00:03:37:05","00:03:37:14","そうです。"
"吉田2","00:03:37:16","00:03:50:13","ね。でも、例えば韓国でもまさに物理的にそういう議場で喧嘩を売ったり、あるいは。"
"吉田2","00:03:50:15","00:03:56:11","そこ。"
"吉田2","00:03:56:13","00:03:59:03","が。"
"吉田2","00:03:59:05","00:04:03:01","アンジャッシュ。"
"山田2","00:04:03:03","00:04:22:23","とか、元々そういう日本人的なメンタリティーみたいなもんがある上で、さらにそういう感情の上に。本当に何かを。"
"吉田2","00:04:23:01","00:04:30:05","解放した方が。"
"吉田2","00:04:30:07","00:05:00:21","て言ってるんですけど。でもやるとやっぱり子供の教育を考えても、大人が親ではなくて、公的な意味合いで怒ってる姿を見せるのがすごく大事ですけれども、そう真剣に怒って、何かを言うってすごく大きく。"
"山田2","00:05:00:23","00:05:10:05","動い政治が動いたりしますし、社会を動かす原動力となるみたいなものがすっかり忘れている。"
"吉田2","00:05:10:07","00:05:11:15","そうですよ。"
"山田2","00:05:11:17","00:05:15:01","何て言うか、できないもの。"
"吉田2","00:05:15:03","00:05:15:17","を。"
"山田2","00:05:15:19","00:05:47:06","感じ、怒りが出で、何かそういう世界を動かす原動力として捉えられなくて、ただイライラしてるとか、ストレスを抱えてるみたいな文脈で解釈することはすごく多いんだろうと思って。んで、そのミクロな人間関係の中で怒り出すようにしましょうになっていると思います。"
"吉田2","00:05:47:08","00:06:15:10","日本の海外でもやります。で、デモやってゴミを拾っうん、驚くわけですよ。でもやって怒りをぶつけて、それを綺麗に置き換えて、こんな国国て驚く。すごく日本の文化。で。"
"吉田2","00:06:15:12","00:06:24:11","をなっで、でもやっていいなと思ったり。"
"吉田2","00:06:24:12","00:06:58:20","コントロール国でないんだろうなというふうに思います。そうです。その多分怒り政治って難しそうですね。私がこうだから傷つけられたと思うんです。そうですよね。そうですね、そうですよね。僕はと怒ってます。あなたも怒ってるんですね。あそこにも。"
"吉田2","00:06:58:22","00:07:17:14","詰め僕はロジックがあるっていうねって言って。そうですね。そうすると理性、知性が入っていて、原動力はそこはやっぱり当然。"
