Filename;Speaker;Start Timestamp;End Timestamp;Transcript
00093_Bmic;Speaker 1;00:00;00:07;"だからなんか新たなコミュニケーション障害みたいなのが出てきてるっていうのが今の時代なのかなっていうふうに思ってますけど"
00093_Bmic;Speaker 2;00:09;00:12;"人間大事にしてそうでしてないってことですね"
00093_Bmic;Speaker 1;00:12;00:12;"そうそうなんですね"
00093_Bmic;Speaker 1;00:14;00:18;"なんかだからすごい抑圧的に"
00093_Bmic;Speaker 1;00:19;00:24;"労働問題としてはだから労働者の人間性が抑圧されている合理化一変とみたいな"
00093_Bmic;Speaker 1;00:25;00:29;"チャップリンが描いたようなそういうところではなくて"
00093_Bmic;Speaker 1;00:30;00:34;"感情が大事ですってなって感情労働でケアしましょうみたいな時代もあり"
00093_Bmic;Speaker 1;00:35;00:38;"でも最近だと本当にもうなんかアンガーマネジメントとか"
00093_Bmic;Speaker 1;00:38;00:42;"いろんな心理的安全性とかいろんなことがあって"
00093_Bmic;Speaker 1;00:43;00:49;"なんかもううまくコミュニケーションしなきゃみたいな圧がすごくなってて"
00093_Bmic;Speaker 1;00:49;00:52;"もう感情邪魔とかもう分かんないみたいな"
00093_Bmic;Speaker 1;00:53;00:57;"どうしていいか分かんなくなっちゃってるみたいなところが多いですかね"
00093_Bmic;Speaker 1;00:59;00:59;"本当に"
00093_Bmic;Speaker 1;01:00;01:00;"なんか"
00093_Bmic;Speaker 3;01:01;01:03;"今の話と"
00093_Bmic;Speaker 3;01:03;01:06;"一方でそれこそトランプだったり"
00093_Bmic;Speaker 3;01:06;01:06;"はい"
00093_Bmic;Speaker 3;01:08;01:10;"政治はむしろ感情を向け出しにして"
00093_Bmic;Speaker 3;01:11;01:13;"ダブルスタンダードとか"
00093_Bmic;Speaker 3;01:13;01:14;"ファインディングみたいな"
00093_Bmic;Speaker 3;01:16;01:18;"ぜひ吉田さんに"
00093_Bmic;Speaker 1;01:18;01:19;"紐を結んだ後に"
00093_Bmic;Speaker 1;01:19;01:20;"紐を結んだ後に"
00093_Bmic;Speaker 2;01:27;01:27;"はい"
00093_Bmic;Speaker 2;01:27;01:30;"非常に外国ってちょっと違う気はしますけどね"
00093_Bmic;Speaker 2;01:30;01:33;"やっぱり欧米あるいは途上国もそうですけども"
00093_Bmic;Speaker 2;01:34;01:38;"一部のマネジメント層とかでは"
00093_Bmic;Speaker 2;01:40;01:42;"マネージャークラスだとそういうアンガーマネジメントとか"
00093_Bmic;Speaker 2;01:42;01:46;"センフコトロールとかということは言われますけども"
00093_Bmic;Speaker 2;01:46;01:48;"もっとダイレクトなので"
00093_Bmic;Speaker 2;01:50;01:52;"これはいつも外国行くと"
00093_Bmic;Speaker 2;01:53;01:56;"僕はもっと身軽になるんですけど"
00093_Bmic;Speaker 2;01:56;01:59;"もっと人間関係がダイレクトなんですよね"
00093_Bmic;Speaker 2;01:59;02:02;"怒ってる人は怒るし悲しい人は悲しいし"
00093_Bmic;Speaker 2;02:04;02:06;"それを表に出すっていうことを"
00093_Bmic;Speaker 2;02:09;02:12;"基本、障害なくみんなやってるし"
00093_Bmic;Speaker 2;02:12;02:17;"日本の薄い被膜にみんなが包まれてるような感じで"
00093_Bmic;Speaker 2;02:18;02:23;"どうしてもダイレクトに相手と繋がれない感じはあるので"
00093_Bmic;Speaker 2;02:23;02:28;"それやっぱり政治のところにも現れていて"
00093_Bmic;Speaker 2;02:29;02:31;"政治家同士で討論会があります"
00093_Bmic;Speaker 2;02:32;02:35;"みんなお互いに喋らないわけです"
00093_Bmic;Speaker 2;02:36;02:40;"いちいち司会が何々さんに質問ありますか"
00093_Bmic;Speaker 2;02:40;02:43;"こういうふうに思うんですけどみたいな感じで"
00093_Bmic;Speaker 2;02:43;02:45;"お互いに直接話してないと"
00093_Bmic;Speaker 2;02:45;02:46;"政治家の討論会が"
00093_Bmic;Speaker 2;02:47;02:49;"なので確かに日本も昔よりは"
00093_Bmic;Speaker 2;02:49;02:54;"政治にとりわけネットの空間とは"
00093_Bmic;Speaker 2;02:54;02:56;"お互いに攻撃的にはなっているけど"
00093_Bmic;Speaker 2;02:56;02:59;"それがダイレクトに現場に出ているかというと"
00093_Bmic;Speaker 1;02:59;03:01;"そんな感じはしないんですよね"
00093_Bmic;Speaker 2;03:02;03:05;"やっぱり海外と日本の社会の仕組みも違うから"
00093_Bmic;Speaker 2;03:06;03:09;"政治のあり方も違うというふうには思います"
