Filename;Speaker;Start Timestamp;End Timestamp;Transcript
00092_Bmic;Speaker 1;00:06;00:13;"いやほんとね、冬場はこの番組は外でやるのが辛い季節ではあるんですが"
00092_Bmic;Speaker 1;00:13;00:15;"夏よりマシだという声もありまして"
00092_Bmic;Speaker 1;00:18;00:21;"漁の取りようがないという都内なんかは時にも"
00092_Bmic;Speaker 1;00:23;00:24;"こういう感じで"
00092_Bmic;Speaker 1;00:24;00:26;"はい、どうもありがとうございました。"
00092_Bmic;Speaker 2;00:31;00:35;"昨日放送をやったやつが、先月でしたね。"
00092_Bmic;Speaker 1;00:35;00:38;"そうですね、1月の選挙前でしたけど、"
00092_Bmic;Speaker 1;00:39;00:40;"ちょうど選挙特番が始まるから、"
00092_Bmic;Speaker 1;00:40;00:42;"さなかのぐらいの時に収録して、"
00092_Bmic;Speaker 1;00:43;00:47;"戦後再開も選挙の結果が出た後に放送があるという、そんな感じですね。"
00092_Bmic;Speaker 3;00:48;00:49;"そういうタイムにいいですね。"
00092_Bmic;Speaker 1;00:50;00:50;"そうそうそう。"
00092_Bmic;Speaker 1;00:51;00:53;"でもね、あんまり、当然NHKなんで、"
00092_Bmic;Speaker 1;00:54;00:59;"そんながっつり政治的な、党派塾の強い番組にはならず、"
00092_Bmic;Speaker 1;00:59;01:03;"どっちかというと吉田さんと、あと美牧聖子さんという方と、"
00092_Bmic;Speaker 1;01:03;01:07;"岡本隆さんという中国歴史の方で。"
00092_Bmic;Speaker 1;01:07;01:10;"中国とヨーロッパのために、そういう、"
00092_Bmic;Speaker 1;01:10;01:12;"タルトン100万人みたいな場合ですね。"
00092_Bmic;Speaker 1;01:13;01:16;"しかもちょっと古典とか歴史の話を主にしてもらうという感じで、"
00092_Bmic;Speaker 1;01:18;01:22;"要はあんまりこう、もうラジオの役割として、"
00092_Bmic;Speaker 1;01:22;01:24;"そんなジャーナルなことを追かけててもしょうがないので"
00092_Bmic;Speaker 1;01:25;01:26;"どっちかというと耐久年数"
00092_Bmic;Speaker 1;01:27;01:29;"つっても聞き逃しが1週間しかないという"
00092_Bmic;Speaker 1;01:31;01:31;"メディア"
00092_Bmic;Speaker 1;01:32;01:33;"それはどうなんだろうと思いつつも"
00092_Bmic;Speaker 1;01:34;01:34;"それの中でも"
00092_Bmic;Speaker 1;01:35;01:35;"少しこう"
00092_Bmic;Speaker 1;01:38;01:39;"昔を振り返るような"
00092_Bmic;Speaker 1;01:40;01:43;"ところにも話が及べばいいなという感じです"
00092_Bmic;Speaker 1;01:43;01:44;"アカデミックとジャーナルの"
00092_Bmic;Speaker 1;01:44;01:47;"美味しいところを取ろうかなという感じです"
00092_Bmic;Speaker 1;01:47;01:48;"茶飲み話"
00092_Bmic;Speaker 1;01:48;01:49;"そうです"
00092_Bmic;Speaker 1;01:49;01:50;"本当にそうです"
00092_Bmic;Speaker 2;01:50;01:52;"ね 何かしながら"
00092_Bmic;Speaker 2;01:53;01:55;"そうそうそう 同性そうなので"
00092_Bmic;Speaker 2;01:57;02:01;"ファミレスで隣の人にの話を 見ると"
00092_Bmic;Speaker 2;02:01;02:02;"見ると 見ると"
00092_Bmic;Speaker 2;02:03;02:05;"雰囲気のように感じました"
00092_Bmic;Speaker 1;02:05;02:07;"いや 全くその通りで はい 素晴らしい"
00092_Bmic;Speaker 1;02:07;02:09;"あの番組の会場です はい"
00092_Bmic;Speaker 3;02:10;02:16;"聞き逃し半信1週間終わったら もう全然どこも出ないみたいなことに"
