Speaker Name,イン点,アウト点,文字起こし,色選択
藤井,00:09:24:00,00:09:26:00,散歩しながらねお話できるなんてね,Violet
相馬,00:09:28:00,00:09:31:00,そうですね。風流なことで。,Violet
藤井,00:09:29:00,00:09:32:00,風流なことで風流ですね,Violet
相馬,00:09:33:00,00:09:38:00,風流なことで。 私は北国から来たので。,Violet
藤井,00:09:36:00,00:09:39:00,ねえ北の寒い地からね本当に,Violet
相馬,00:09:41:00,00:09:43:00,ここら辺は春っぽくていいなみたいな。,Violet
藤井,00:09:42:00,00:09:44:00,あもうねなんかちょっと咲いてるのかな,Violet
相馬,00:09:46:00,00:09:50:00,そうですね。こぶしですかね。こぶくれんかな。,Violet
藤井,00:09:48:00,00:09:58:00,3月ですけどねまだちょっと寒いですけどね今日ね こっちですか自然学習センターネイチャーセンター,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_1
相馬,00:10:27:00,00:10:30:00,最近フォローしてないんですけど、どんなことなさってるか。,Rose
藤井,00:10:28:00,00:10:31:00,でもなんかこれ奇妙なご縁というか,Rose
相馬,00:10:34:00,00:10:37:00,大体私と藤井さんが出会ったのはライデンじゃないですか。,Rose
藤井,00:10:35:00,00:10:39:00,そうなんですそもそもが オランダで出会ってるんですよね,Rose
相馬,00:10:37:00,00:10:43:00,そもそも。 日本人研究者同士なのに,Rose
藤井,00:10:41:00,00:10:42:00,そうなんですよ,Rose
相馬,00:10:44:00,00:10:47:00,どうして初対面はライデンです,Rose
藤井,00:10:45:00,00:10:48:00,招待がライデンでしたっていう いやかっこいいです,Rose
相馬,00:10:47:00,00:10:52:00,オランダですってちょっとかっこいいですよね じゃないと出会わないですよね,Rose
藤井,00:10:51:00,00:10:56:00,しかもアレですよねあのリズムの国際ワークショップで,Rose
相馬,00:10:54:00,00:10:57:00,リズムの国際ワークショップ そうなんですよね,Rose
藤井,00:10:57:00,00:11:01:00,いやーあれは衝撃的でしたよ こんな面白いことね,Rose
相馬,00:11:01:00,00:11:11:00,そうですか 私もかなり面白かったんですけど ドラムスティックは持っていらしたりしないんですか?,Rose
藤井,00:11:09:00,00:11:13:00,リュックに入ってますよ リュックに入っております,Rose
相馬,00:11:13:00,00:11:14:00,やっぱり,Rose
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_2
相馬,00:14:08:00,00:14:22:00,話せるかもそれでえっと最近あのなんかあの 最初にお目にかかった頃は、ドラム演奏の 演奏する側の動きとか、そういう研究をされてたじゃないですか,Mango
藤井,00:14:18:00,00:14:20:00,はい そうですね,Mango
相馬,00:14:23:00,00:14:31:00,このお話をいただいた時に「鼻歌の研究が」っていう風に言われて 鼻歌の研究を指定されてるんですか?,Mango
藤井,00:14:32:00,00:14:38:00,鼻歌じゃない 歌の研究してますね,Mango
相馬,00:14:34:00,00:14:37:00,鼻歌じゃない?歌の研究?,Mango
藤井,00:14:39:00,00:14:42:00,ええ オペラ歌手の学生がいて,Mango
相馬,00:14:40:00,00:14:42:00,どんな歌の研究をしてるんですか?,Mango
藤井,00:14:43:00,00:14:48:00,はいオペラ歌手で自分も実践者なんですけど 例えばその,Mango
相馬,00:14:44:00,00:14:45:00,オペラ歌手?,Mango
藤井,00:14:49:00,00:14:53:00,歌唱を評価するとはどういうことかいい声ってねー,Mango
相馬,00:14:50:00,00:14:51:00,歌唱ってことですか?,Mango
藤井,00:14:54:00,00:15:03:00,こう 人がねこの声いい声だなって言うんですけど どんな声がいい声なのかとかね まっつまり生物,Mango
相馬,00:15:02:00,00:15:03:00,確かに,Mango
藤井,00:15:04:00,00:15:14:00,他の生物の雇用 いいなって思うのはどういうことだろう 私はクリスティングの場所がない場所があるので、,Mango
相馬,00:15:10:00,00:15:17:00,オペラ歌手ってでも私あまりそういうの詳しくないので オペラ歌手の人のなんていうかあれってほとんど絶叫っていうか,Mango
藤井,00:15:14:00,00:15:19:00,ちょっと強いよっていうか、あまり強要がない私のような人からすると、,Mango
相馬,00:15:17:00,00:15:28:00,なんかちょっとあんまり強要がない私のような人からすると なんかねちょっとなかなかあのちょっとねすごい音じゃないですか,Mango
藤井,00:15:27:00,00:15:31:00,そうなんですよ。結構先行研究があったりして、,Mango
相馬,00:15:29:00,00:15:30:00,そうなんですかやっぱあれ,Mango
藤井,00:15:31:00,00:15:51:00,有名な研究でいうと、SPRという指標があって、 スイミングパワーレイシオっていうんですけど オペラの歌手ってすごい響くような声を歌うじゃないですか ちょうどその2キロか4キロぐらいの 4kHzぐらいの上の成分の比率を,Mango
相馬,00:15:54:00,00:15:55:00,はぁ~,Mango
藤井,00:15:54:00,00:16:16:00,パワー比っていうんですかね そういうのを低量化するとすごいスキルのある歌唱者は そのSPRっていう指標が高く出る じゃあ多分私たちと思って、私たちが分かる人がこれがすごいという物理的なパフォーマンスとしてこの部分がすごいにあたりとかある程度ありそうだなということですか?,Mango
相馬,00:16:06:00,00:16:18:00,私たちが思って、私たちというか分かる人がこれはすごいっていうのの物理的なパフォーマンスとしてこの部分がすごいにあたるっていうのがある程度ありそうだということなんですね。,Mango
藤井,00:16:16:00,00:16:30:00,でもね、なかなか研究少なくて、それを実際の歌唱コンクールみたいな形式でやってる研究があんまりないんですよね。 それで研究室で歌唱コンクールみたいなのを模擬的に開催しちゃって,Mango
相馬,00:16:26:00,00:16:27:00,なるほど。,Mango
藤井,00:16:30:00,00:16:54:00,その順位をデータで全部記録して かつ審査員のどこが良かったかみたいな細かい審査のデータも全部記録して マイクでそれを全部音響データも取って そのSPRだけじゃなくて他の例えば声の大きさとか あるいはノイズの量とかいろいろ定量化して 一体何が効いてるのかみたいなことを調べたりとかね,Mango
相馬,00:16:56:00,00:17:13:00,それってでもまさに私たちがやってる鳥のさえずりの歌の音響解析って本当に似てるんですね。 相変わらず私藤井さんと出会うと、うちら似たことをやっているみたいな。 めちゃめちゃ。 鳥いる、鳥いるちゃんといる、ちゃんといます。,Mango
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_3
相馬,00:17:18:00,00:17:19:00,水辺。,Yellow
相馬,00:17:24:00,00:17:30:00,大鷺ですかね。アオサギか大鷺かな。 グレーっぽかったらこれだと。,Yellow
藤井,00:17:26:00,00:17:29:00,青サギ? はい、大サギ,Yellow
相馬,00:17:31:00,00:17:38:00,白いの。大鷺、小鷺とかの私は大小のプレッツはつかないので、 白いやつが今歩いている。,Yellow
藤井,00:17:31:00,00:17:43:00,はい はい はい サギ類がいますか 日本のサギでは最大の大きさ,Yellow
相馬,00:17:43:00,00:17:48:00,日本の鷺では最大の大きさ? アオサギ最近増えてるって言いますよね。,Yellow
藤井,00:17:44:00,00:17:49:00,160センチ? そんなに大きいんですか?,Yellow
相馬,00:17:53:00,00:17:58:00,犬の散歩していると大体犬がビビりますよね。 これ大詐欺とかいると。,Yellow
藤井,00:17:55:00,00:18:14:00,なるほどね。 白鷺とも呼ばれる。 鳥の中では最も大型。 くちばしの色は主に冬は黄色! 夏は黒色。 これはもう3月は。 ちゃんと鳥色もいるので、,Yellow
相馬,00:18:14:00,00:18:22:00,結構ちゃんと鳥いるんだ。 なんか、それなりに本当に野鳥公園だっていう感じがいたしますね,Yellow
藤井,00:18:21:00,00:18:22:00,いいですね,Yellow
相馬,00:18:24:00,00:18:26:00,私、バードウォッチングしないんで,Yellow
藤井,00:18:26:00,00:18:28:00,研究時どうするんですか,Yellow
相馬,00:18:27:00,00:18:36:00,そうそう、私 え、でも私、鳥の研究者じゃなくて 動物の社会行動とかコミュニケーションの研究者なので,Yellow
藤井,00:18:35:00,00:18:40:00,トリの植物の植物の植物の植物の植物の植物の植物の植物の植物の,Yellow
相馬,00:18:37:00,00:19:07:00,鳥別に好きじゃなくてもいいんですよ あれ?みんな私鳥好きじゃないっていうと なんかギョッとされるんですけど あのー、いやだからこういうところ来て、あのね、あの鳥は何ですか?とか聞かれたと絶対困るんですよ。 めっちゃ聞きちゃいましたけど。 カンペがここにあってよかったーみたいな。 だから、そことかちょっと、なんていうの、あんまり、なんていうんですか、あんまりちょっと私に突っ込まれると、え、わかんないですみたいな。,Yellow
藤井,00:19:07:00,00:19:12:00,なるほど コミュニケーションとか行動ね,Yellow
相馬,00:19:11:00,00:19:18:00,コミュニケーションとか行動は好きなんですけど、 鳥の分類はわかんないですよ、私は。,Yellow
相馬,00:19:26:00,00:19:47:00,なりますよ。最近のメインな研究は、 飛行像とかの騒音がどれだけ鳥のコミュニケーションを阻害しているかっていうのがありまして、 人工騒音、照明とかもそうですけど、人の活動がどれだけ阻害するかっていうのはよくありますね。,Yellow
藤井,00:19:46:00,00:19:53:00,なるほどね こうでは野鳥公園のこの関係でなかなかレアなんですかね東京のしかもこんな あっそうですかいいところ,Yellow
相馬,00:19:53:00,00:19:54:00,いいとこだと思います。,Yellow
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_4
相馬,00:19:56:00,00:20:02:00,素敵なんじゃないですか。 だからここまで来ると、いろんな方が皆さんにご覧になっているかな。,Lavender
