Filename;Speaker;Start Timestamp;End Timestamp;Transcript
00081_Amic;Speaker 1;00:47;00:59;"ご視聴ありがとうございました"
00081_Amic;Speaker 1;01:02;01:04;"雑談が始まってしまっていいです"
00081_Amic;Speaker 1;01:11;01:13;"全然覚えてないって言われまくってますけど"
00081_Amic;Speaker 2;01:14;01:19;"私なんか家族に何かの障害があるじゃないかという勢いで"
00081_Amic;Speaker 2;01:19;01:22;"え、覚えてないのってよく言われるんですよ"
00081_Amic;Speaker 2;01:22;01:25;"だからこれはパーファナルなものだとか"
00081_Amic;Speaker 2;01:27;01:29;"大事に思ってないとかいう意味ではなくて"
00081_Amic;Speaker 2;01:30;01:31;"なんでも忘れちゃうんですよ"
00081_Amic;Speaker 2;01:33;01:35;"記憶の収支はそうなんですよ"
00081_Amic;Speaker 2;01:36;01:38;"ゴシップいつ聞いても新鮮みたいな"
00081_Amic;Speaker 2;01:38;01:40;"何回聞いても新鮮みたいな"
00081_Amic;Speaker 1;01:40;01:41;"OKに入れといていいですか?"
00081_Amic;Speaker 2;01:42;01:43;"どれですか?はいはいはいはいはい"
00081_Amic;Speaker 2;01:45;01:46;"そうなんですよ"
00081_Amic;Speaker 2;01:46;01:48;"すいません本当に困難が出てきて"
00081_Amic;Speaker 2;01:50;01:52;"このためにもっかいを?"
00081_Amic;Speaker 2;01:52;01:54;"楽しく私なんか別に"
00081_Amic;Speaker 2;01:54;01:56;"フラフラフラフラフラスの好きなので"
00081_Amic;Speaker 3;01:56;01:59;"すごいよなんとそんな貴重な"
00081_Amic;Speaker 3;02:00;02:01;"初対面なんですか?"
00081_Amic;Speaker 2;02:01;02:13;"いや、あの、あれ、お目にかかったこと、私、あの、あの、あの、今こう写ってるのかな、あの、あれどこだろう、なんか、あの、また別の企画でお目にかかったこと。"
00081_Amic;Speaker 1;02:14;02:15;"別の企画で、はい。"
00081_Amic;Speaker 1;02:15;02:16;"はい。"
00081_Amic;Speaker 1;02:19;02:22;"その時もオンラインでしたけど、あの、今日も、えーと、すみません、遠隔で。"
00081_Amic;Speaker 2;02:25;02:27;"いいですねスペイン"
00081_Amic;Speaker 2;02:35;02:37;"スペインいいな"
00081_Amic;Speaker 2;02:38;02:40;"ご飯がおいしそうみたいな"
00081_Amic;Speaker 2;02:41;02:42;"ですよね"
00081_Amic;Speaker 3;02:44;02:46;"この2人がキャスティングされたのは"
00081_Amic;Speaker 3;02:46;02:47;"たまたまなんですか"
00081_Amic;Speaker 1;02:48;02:50;"僕は両方とも"
00081_Amic;Speaker 1;02:52;02:53;"仕事と知り合っていて"
00081_Amic;Speaker 1;02:55;02:59;"この番組実態は2人が書店で喋るという観測がないので"
00081_Amic;Speaker 1;03:01;03:06;"それで誰か面白い組み合わせはないかなというのを考えているんですけど"
00081_Amic;Speaker 1;03:06;03:08;"ひらめいていたんですが"
00081_Amic;Speaker 2;03:09;03:11;"でもひらめいたら知り合いだったんで"
00081_Amic;Speaker 1;03:12;03:14;"そういうのも面白いですよね"
