Filename;Speaker;Start Timestamp;End Timestamp;Transcript
00098_Bmic2;Speaker 1;00:00;00:29;"昨年は、3月"
00098_Bmic2;Speaker 2;00:30;00:30;"'"
00098_Bmic2;Speaker 2;00:32;00:32;"O"
00098_Bmic2;Speaker 1;00:56;01:00;"おやすみなさい"
00098_Bmic2;Speaker 1;01:13;01:17;"家族に何かの障害があるんじゃないかみたいな勢いで"
00098_Bmic2;Speaker 1;01:18;01:20;"え?すごいじゃないの?ってよく言われるんですよ"
00098_Bmic2;Speaker 1;01:20;01:23;"だからこれはパフナーなものだったら"
00098_Bmic2;Speaker 1;01:25;01:27;"大事に思ってないとかいう意味ではなくて"
00098_Bmic2;Speaker 1;01:28;01:29;"何でも忘れてるんですよ"
00098_Bmic2;Speaker 1;01:31;01:33;"記憶の募集者はそうなんですよ"
00098_Bmic2;Speaker 1;01:34;01:35;"いつ聞いても新鮮"
00098_Bmic2;Speaker 1;01:36;01:37;"何回聞いてもらって"
00098_Bmic2;Speaker 1;01:39;01:40;"どうですか?"
00098_Bmic2;Speaker 1;01:40;01:42;"はいはいはい"
00098_Bmic2;Speaker 2;02:12;02:12;"これね、これ。"
00098_Bmic2;Speaker 2;02:13;02:14;"ああ、そうなんですね。"
00098_Bmic2;Speaker 1;02:24;02:25;"いいですね、スペイン。"
00098_Bmic2;Speaker 3;02:26;02:27;"そうそう、スペイン。"
00098_Bmic2;Speaker 2;02:31;02:32;"へぇ。"
00098_Bmic2;Speaker 1;02:33;02:35;"いい、スペインいいな。"
00098_Bmic2;Speaker 1;02:36;02:38;"ご飯がおいしそうみたいな。"
00098_Bmic2;Speaker 1;02:38;02:38;"ねえ。"
00098_Bmic2;Speaker 2;02:43;02:45;"この2人がキャスティングされたのはたまたまなんですか"
00098_Bmic2;Speaker 4;02:46;02:51;"僕は両方とも仕事で知り合っていて"
00098_Bmic2;Speaker 4;02:53;02:57;"この番組実態は本当に2人が外と喋るという資格しかない"
00098_Bmic2;Speaker 4;02:57;03:03;"そういうことがないのでそれで誰か面白い組み合わせがないかな"
00098_Bmic2;Speaker 4;03:03;03:04;"といううちも考えているんですけど"
00098_Bmic2;Speaker 4;03:04;03:06;"ふとひらめいたんですね"
00098_Bmic2;Speaker 2;03:09;03:09;"へー"
00098_Bmic2;Speaker 2;03:10;03:12;"なんか人間って面白いですね"
00098_Bmic2;Speaker 2;03:40;03:41;"確かにわかんないですよね"
00098_Bmic2;Speaker 2;03:41;03:43;"調べてもわかんないですよね"
00098_Bmic2;Speaker 1;03:43;03:44;"調べてもわかんない"
00098_Bmic2;Speaker 1;03:44;03:45;"どこにも出てこない"
00098_Bmic2;Speaker 1;03:45;03:45;"ほとんど出てこない"
00098_Bmic2;Speaker 2;03:46;03:46;"確かに"
00098_Bmic2;Speaker 1;03:48;03:50;"調べたとしても出てこないと思います"
00098_Bmic2;Speaker 2;03:50;03:51;"確かに"
00098_Bmic2;Speaker 2;04:03;04:04;"そういう感じね"
00098_Bmic2;Speaker 4;04:06;04:07;"というわけで"
00098_Bmic2;Speaker 4;04:07;04:13;"準備も早々にマイクが付いてます"
00098_Bmic2;Speaker 4;04:18;04:21;"外部収録の方も回ってます"
00098_Bmic2;Speaker 4;04:21;04:23;"回ってます"
00098_Bmic2;Speaker 4;04:24;04:25;"収録始まってますので"
00098_Bmic2;Speaker 4;04:50;04:50;"お疲れ様でした。"
00098_Bmic2;Speaker 2;05:08;05:10;"なるほどね"
00098_Bmic2;Speaker 4;05:27;05:35;"屋外にやっているというところが伝われば、外でやっているというバンゲリアになりますので、"
00098_Bmic2;Speaker 4;05:35;05:40;"そこの変態系、僕はもうほとんどタイムキープしかしませんので、お任せしました。"
00098_Bmic2;Speaker 4;05:42;05:46;"じゃあ、早速ですが、今日サープAですねみたいな話とか、"
00098_Bmic2;Speaker 4;05:47;05:52;"海を傾けて、ちょっと場を作ってから始めるとか、そこはもうリズムにお任せしました。"
