Speaker Name,イン点,アウト点,文字起こし,色選択
藤井,00:00:07:00,00:00:09:00,味になりますね,Violet
相馬,00:00:09:00,00:00:18:00,味になりますね 私、あれなんですよ、バイクを…私バイクに乗るって話しましたっけ?,Violet
藤井,00:00:16:00,00:00:18:00,バイクに乗るそれはしてください,Violet
相馬,00:00:21:00,00:01:01:00,いや、いいんですけど、バイク今800セーシーなんですよ で、人生の中でリッターマシンにしてから小さくしたい、サイズダウンしたいんですよね。 みんなでやっぱり、高齢になると皆さん、リッターマシン使われるからってやめるんですよね。 だから、そのうちリッターマシンしようとかいう話をしてたら、知り合いのメカニックの方に、 「いや、もうここ数年以内に変えてください。そうじゃないともう体力的に無理ですよ」って通告されて、 もうなんかお前はもうフィジカルにそろそろエイジングの影響があるから 変えた方がいいんじゃないって言われたしショックを受けて,Violet
藤井,00:01:01:00,00:01:03:00,どこにフィジカルの影響があるんですか?,Violet
相馬,00:01:05:00,00:01:26:00,あれすごい身体運動、速度と力がものすごいかかるので あとやっぱり速さですかね 速さ?こうね スピード、目も良くないといけないし レスポンスも速くないといけないし あとものすごいやっぱカーブとかで 力、マシンのパワーとバランスできないといけないみたいなのがあるので,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_1
藤井,00:03:39:00,00:03:40:00,あれはカラスですか?,Rose
相馬,00:03:41:00,00:03:42:00,あれはカラスですみたいな,Rose
藤井,00:03:42:00,00:03:44:00,カーカーと聞こえましたよ,Rose
相馬,00:03:44:00,00:03:54:00,そこの上に 私公共電波にカラスの声真似を載せないようにって ずっと言われてるんですけど これはハシボトガラスですね,Rose
藤井,00:03:53:00,00:03:54:00,これ地泣き?,Rose
相馬,00:03:55:00,00:03:59:00,これ地鳴き? 地鳴きですってこれ多分誰か呼んでると思います,Rose
藤井,00:03:57:00,00:03:59:00,地泣き? これ?,Rose
相馬,00:04:01:00,00:04:05:00,これ繰り返してこうやって呼んでる感じは誰かを呼んでると思います,Rose
藤井,00:04:03:00,00:04:04:00,なんで呼んでいるんですか?,Rose
相馬,00:04:07:00,00:04:08:00,つがい相手じゃないですか,Rose
藤井,00:04:07:00,00:04:11:00,あっ、そういうこと? うん、これから観測器なので、彼らも。,Rose
相馬,00:04:10:00,00:04:13:00,これから繁殖期なので、彼らも,Rose
藤井,00:04:13:00,00:04:16:00,え、これは地無きだけどさえずり的な予想もあると。そういうわけじゃない?,Rose
相馬,00:04:18:00,00:04:23:00,カラスはさえずりがあるかどうかわからない鳥と言われていて、そこが不思議なんですけど、行っちゃいました,Rose
藤井,00:04:22:00,00:04:23:00,あっ、あれね。面白い。,Rose
相馬,00:04:24:00,00:04:30:00,誰も来ないだって言って カラスの鳴き声をやると寄ってきちゃったりするから、やらないようにして,Rose
