Speaker Name,イン点,アウト点,文字起こし,色選択
大津留,00:07:46:01,00:07:57:01,今はお昼なんですけども、年末に来るとあそこをずっとライトアップして、クリスマスのちょうど今ここに来るまでの間、とても来られたこと。 きれいです。,Violet
山本,00:07:57:01,00:08:04:21,ことがあります。 あります。 きれいですよね。 本当に。 ぶらぶら散策するには一番という感じです。,Violet
吉田,00:08:04:23,00:08:23:05,一番これ来ると、いつものパリのシテ島っていうのがセーヌ川の真ん中にあるんですけど、ちょっとセッティングに入ってますよね。 両岸があって、真ん中にこう島があって、そこにいろいろ建築物があって、みたいな話なので、いつも何か懐かしく思うんですけどね。,Violet
吉田,00:08:33:15,00:08:54:13,ほんで、この中央公会堂って岩本栄之助さんという人が資本家で寄付して建てたらしいんですけど、その頃は何もなかったらしいですね。 もう年なので、何か町のシンボルになるようなものっていうので、あれを建て。,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_1
吉田,00:11:14:13,00:11:22:23,やっぱりこれ放送っていつなの？でしたっけ？5月3日5月高校がそうか、ちょっと先なのかな。 イランがどうなってるかわからない。 ちょっと先なのか。,Rose
大津留,00:11:41:13,00:11:49:10,はい。 今日、昨日の話って言ったら、パキスタンでやってた交渉がやっぱりなっていうか、うまくいかなくて。 副大統領を出したのが正解なのかどうかというところを私は分からないんですけどね。 あまりに賭けをし過ぎてるのかなっ。,Rose
吉田,00:11:49:12,00:11:50:04,うまくいかないって思ってらっしゃった。やっぱり。,Rose
大津留,00:11:50:04,00:11:51:00,わけではなく。,Rose
吉田,00:11:51:00,00:11:56:06,て思ってらっしゃった。,Rose
大津留,00:11:56:08,00:12:06:02,副大統領を出したのが正解なのかどうかというところも分からないんですけどね。 あまりに賭けをし過ぎてるのかな。,Rose
D,00:12:06:02,00:12:11:09,って思った。,Rose
山本,00:12:11:11,00:12:27:04,何かもうタガが外れたような世界が日常になってしまったっていう感じがしてますけどね。 2つぐらいからなんですか、先生、先生、中球のポーズ。,Rose
大津留,00:12:27:06,00:12:38:12,いつぐらいからなのか、最初にトランプ出てきた時に国際法なんて無視をしてたので、多分その頃ってまだ周りに止めるわよね。 止める人がいても2期目は。 で、もう確信犯で、この間何でしたっけ？あなたは何を基準に判断するのかって私の両親でして、あなたの両親は信じられないわ。,Rose
吉田,00:12:38:13,00:12:40:11,その1期目、2016年。,Rose
