"Speaker Name","Start Time","End Time","Text"
"しんめい3","15:07:27:14","15:07:35:18","にで開けたところですが、はい、終わりです。はい、ありがとうございます。"
"D3!","15:07:35:20","15:07:39:10","さっきの古着のバザーみたいなところまで。"
"しんめい3","15:07:39:12","15:07:46:07","入ってます。"
"D3!","15:07:46:09","15:07:52:07","こっちは駅前で撮ります。実はこれとはここでお別れ。"
"しんめい3","15:07:52:09","15:07:53:05","ありがとうございます。"
"大坪3!","15:07:53:11","15:07:54:16","ここで見られているのかわからない。"
"しんめい3","15:07:54:16","15:08:03:03","確かに見えてますか？すごい角度でありがとうございます。大坪さん、神田さんの衣装すみません。"
"大坪3!","15:08:03:03","15:08:08:03","何か非常に何かエスコートっていうか、お話を引き出してくれてありがとうございました。"
"しんめい3","15:08:08:05","15:08:15:08","すみません。とんでもない。あれ止めます。本を読んで。"
"大坪3!","15:08:15:10","15:08:16:23","私は数学苦手な。"
"しんめい3","15:08:16:23","15:08:19:08","んです。"
"大坪3!","15:08:19:10","15:08:32:13","だから言ってる人間なので、そういう哲学って高校の以来なんです。"
"大坪3!","15:08:32:15","15:08:34:00","本人にはとっても恥ずかしい。"
"しんめい3","15:08:34:01","15:08:56:13","んですよ。僕に言わずに。すいません、聞こえてます。聞こえてます？正直、電車で自分見つけ。"
"大坪3!","15:08:56:15","15:09:08:10","そうだよなって思ったので。私の発想としては数学に近いのかなと。そうだよなと思って。"
"大坪3!","15:09:08:12","15:09:12:12","読んでた方です。すみません。"
"大坪3!","15:09:12:14","15:09:13:11","そんな問題があっ。"
"しんめい3","15:09:13:11","15:09:15:02","て、そんなもんで。"
"大坪3!","15:09:15:02","15:09:23:13","8時になるとか一生懸命やったん先生がいたんです。"
"しんめい3","15:09:23:15","15:09:27:20","そうなんですね。結構癖が強いですね。"
"大坪3!","15:09:27:22","15:09:33:14","東大哲学。"
"しんめい3","15:09:33:16","15:09:38:03","とか。"
"D3!","15:09:38:05","15:09:39:03","うちの高校に一人。"
"しんめい3","15:09:39:03","15:09:40:10","いました。ああ、そうですか。"
"D3!","15:09:40:13","15:09:41:16","哲学です。"
"しんめい3","15:09:41:18","15:09:47:08","そして。"
"しんめい3","15:09:47:10","15:09:51:14","僕は哲学科に哲学科に行ってる人は多分今でも結構。"
"しんめい3","15:09:51:17","15:09:53:15","んだと思う人が。"
