Speaker Name,イン点,アウト点,文字起こし,色選択
大坪,00:00:05:48,00:00:11:56,なんでしょう。音楽聞いて、本読んで、漫画読んで。,Lavender
しんめい,00:00:12:01,00:00:14:27,んですかね。音楽はどんな音楽聴きたいか。,Rose
大坪,00:00:14:32,00:00:15:15,そんな話し。,Lavender
しんめい,00:00:15:15,00:00:27:34,音楽はどんな音楽を聞かれたんですか？ そんな話も。,Rose
D,00:00:27:39,00:00:30:09,イエメンの人たちはこんな話をしている。,Violet
大坪,00:00:30:14,00:00:50:00,イエメンの人たちはこんな話をしてる。 ああそうだそうだ。それがですね、奥寺さんから話をされてからずっと記憶をたどっているんですけれども、本当に大した話はしてないんですね。記憶に残ってないんですよ、あれですけども、本当に同じようなメンバーで会うので、昨日の話の続きを普通に始めるわけですね。,Lavender
大坪,00:00:50:04,00:01:23:19,あるいはテレビを見ながら、ニュースを聞きながら、ドラマを見ながら何かやるので、何の話をしたかって全然覚えてなくて。外国人がいると、例えば日本の仏教ってどういう宗教なのとかっていうのを聞かれたりとか、そこから発展して神学っぽい話になったりもしますけれども、普段からそんなガチで真面目な議論をバリバリするわけではなくて、何かだらだらと話して、何となく沈黙が来てコソコソと話したり、みんなで話したねっていうことがあるので、全然ネタとして広まらないんです。,Lavender
大坪,00:01:23:19,00:01:25:46,みんなで話言うことが全然ネタとして広まらないんです。,Lavender
しんめい,00:01:25:51,00:01:48:07,すいません。 でも結構雑談って色々あるじゃないですか。例えば本当に昭和のサラリーマンの飲み会とかあって、愚痴大会みたいな感じになってたりとか、もうちょっとこう、例えば井戸端会議みたいな、昔からだったら多分もうちょっと当たり障りのない話とか噂話とか、何。,Rose
大坪,00:01:48:11,00:01:51:51,で。 て。,Lavender
しんめい,00:01:51:51,00:01:52:47,ね。,Rose
大坪,00:01:52:52,00:02:04:40,だと、男性と女性って分かれてカードを買うんですね。女性陣の中で。私のアラビア語の問題かもしれませんが、姑とか夫の悪口はほとんど喋ってなかった気がするんです。,Lavender
大坪,00:02:04:44,00:02:23:40,人の悪口を言ってる時はあるんですけれども、うちの姑がとか家の外とか、そういう悪口を延々と愚痴るってことはあんまりなかったかなって思うんですよね。第1話嫁姑問題がないのかっていうとまたそれは別なんですけれども、こっちが聞いてなかったかなって。,Lavender
大坪,00:02:23:44,00:02:32:16,それおそらく毎日おしゃべりすることでガス抜きができてるんじゃないかなと私は思うんですけれども。1日30時間お喋りするんですよ。日本じゃ考えられないでしょ。,Lavender
大坪,00:02:32:21,00:02:38:24,1日30時間お喋りするんですよ。日本じゃ考えられないでしょう。,Lavender
しんめい,00:02:38:29,00:02:39:45,日本じゃ考えられない。,Rose
大坪,00:02:39:50,00:02:41:26,僕。,Lavender
しんめい,00:02:41:31,00:03:14:14,毎日します。 僕多分そういうのを、少なくとも子供の頃はすごい嫌だった。 よくよくわかるのわかるな。 気持ちは毎日なんですけど、毎年うちの実家に親戚が集まってきて、で、毎年全く同じ話を。 昔あそこに木があってそうみたいな。でも何かその木がなかったみたいな。僕らの話を全く同じ話を毎年する。わかる？ちょっと嫌で嫌で仕方なかった。,Rose
大坪,00:03:14:18,00:03:17:13,それが毎日行ってる感じですよね。,Lavender
しんめい,00:03:17:18,00:03:18:01,やっぱそうなんです。,Rose
大坪,00:03:18:12,00:03:47:03,何かよく分からなかったです。だからそれが毎日行われてる感じですよね。だからそのお話をしてお喋りをして、毎日お喋りして、社交する時間が34時間あるっていうと、すごい綺麗事なんですけれども、親戚づきあいもものすごいたくさんあるし、従兄弟とかはとこなんて束になって付き合わなきゃいけないことがあるので、人間関係っていうか、親戚づきあいはものすごい大変で。 その中でまたお喋りしていくっていうんで、それは多分羨ましいなでは済まない世界だと思いますね。,Lavender
しんめい,00:03:47:07,00:04:19:39,"だから多分そうか。想像ですけど、こうこう、国の制度とか社会システム、もうちょっとゆるめのものとか、そういったものがバチっとあれば、そんなにこう、親戚とか血縁だったり、1,000円の集団で助け合うっていう必要が多分なくなってきて、そういう日々の雑談とか関係を強化するみたいな必要が薄らいでいくのかなっていうふうに思って。",Rose
しんめい,00:04:19:52,00:04:30:38,なんかイエメンとかの場合だと、そこら辺がやっぱりどういう集団なんですかね、血縁集団で助け合う。,Rose
大坪,00:04:30:42,00:04:49:38,すごい平たく言うと社会福祉なんかほとんどないし、国には頼れないから自分たちでやんなきゃいけないっていうのはありますよね。言ってしまえば。そう言うと面白くないんで、あんまり言いたくないんですけど。だから親戚づきあいが大切だっていうのが何か面白くないなと思うんですけれども。,Lavender
しんめい,00:04:49:43,00:05:00:34,必要ないなと思うんですが。 何かある種のリアリティーというか、例えばカートで毎日3時間話してて、多分僕あんまり耐えられないタイプなんですけど、同じ話をするのか。,Rose
