Speaker Name,イン点,アウト点,文字起こし,色選択
大坪,00:02:50:23,00:02:54:39,結構変わった。,Violet
大坪,00:02:54:44,00:02:58:08,すごい変わってますよね。人は。,Violet
しんめい,00:02:58:12,00:03:00:52,もう違い別物ですよね。,Violet
大坪,00:03:00:56,00:03:02:05,そうです。,Violet
D,00:03:02:10,00:03:05:54,要は小田急が地下に潜った段階で全然ピンとこなくなっちゃうと思うんです。,Violet
大坪,00:03:05:59,00:03:09:37,全然ピンとこないんです。,Violet
しんめい,00:03:09:42,00:03:14:57,なんせ口の中は日本が。 そうですよね。そうですね、ありましたっけというか、そう。,Violet
大坪,00:03:15:02,00:03:29:38,そうそうそう。私でも小田急線に住んでいるのでそうなんです。なので、なんとなくは変わって使わててるなっていうのは、何か気配を感じ。,Violet
大坪,00:03:29:43,00:03:43:50,ていればですね、なる。,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_1
しんめい,00:05:48:02,00:05:54:56,なかなか動きにくいです。,Rose
大坪,00:05:55:01,00:06:03:49,ね。何回ぐらい？,Rose
しんめい,00:06:03:54,00:06:05:41,もう。,Rose
大坪,00:06:05:45,00:06:15:47,今もう夕べ2015年から内戦してるので、もう先生来てないんですよ。そうですか。最後に行ったのが2013年なので、もう自由なので、ラーメンの本場のそういう夢の話は大体そういう昔の話になっちゃうんだそうなんです。,Rose
しんめい,00:06:15:51,00:06:21:31,今のご研究のフィールドとしては、引き続き。,Rose
大坪,00:06:21:35,00:06:24:22,今、最近は韓国とか沖縄で調査をした。,Rose
しんめい,00:06:24:22,00:06:31:08,最近は韓国とか沖縄で調査を。 して。,Rose
不明,00:06:31:13,00:06:31:48,ちょっと待って。,Rose
しんめい,00:06:31:48,00:06:47:45,コーヒーの。,Rose
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_2
大坪,00:09:30:10,00:09:31:20,桜が咲いてますね。,Mango
しんめい,00:09:31:20,00:09:33:39,桜が咲いてます。,Mango
大坪,00:09:33:41,00:09:35:17,ですよね。,Mango
しんめい,00:09:35:21,00:09:38:22,桜が咲いてますね。桜ですよね。違う。,Mango
大坪,00:09:38:27,00:09:40:24,桜桜。,Mango
しんめい,00:09:40:36,00:09:56:01,下北沢久しぶりです。 下北沢久しぶりですね。本当に大学在学中ぐらいなんで、10何年ぶりですけど、何かちゃんとはわかってないんですけど、雰囲気だいぶ変わった気がするんですけど、気のせいですかね。あんまりこっちじゃないのか。,Mango
大坪,00:09:56:06,00:10:01:59,そうですね。こっちのこっちはあんまり来ない方ですけれど、でも結構変わりましたよね。,Mango
しんめい,00:10:02:04,00:10:14:09,はいはい。 なんかすごい開発していい感じに子育てしやすい街になっているみたいなことを噂で聞いたんですけど。,Mango
大坪,00:10:14:14,00:10:16:40,こんな綺麗な。,Mango
しんめい,00:10:16:45,00:10:30:07,何かこんなきれいなもの、これがラジオなのに確たること全然言えないんですけど、何か。 新そうです。,Mango
しんめい,00:10:30:12,00:10:56:10,新しいカフェがあって。 多分下北沢も何口言ってんでしょう。東口とかの方ですかね。が古着とかちょっとカルチャーみたいな雰囲気のところで、こっち側の南西部が落ち着いている感じなんですよね。,Mango
しんめい,00:10:56:15,00:11:06:15,すごい子供が。 草を触って遊んでいたりしますね。,Mango
しんめい,00:11:06:19,00:11:09:43,お父さんは下北沢いつぶりですか？,Mango
大坪,00:11:09:55,00:11:12:35,お父さんは下北沢ですか。,Mango
しんめい,00:11:12:35,00:11:14:40,ああ、そうなんですね。,Mango
大坪,00:11:14:45,00:11:25:05,小田急線沿線に住んでるので。 使わないでもないんですよね。学生の頃はよくプラプラ歩いたりしましたけれども、さすがに最近は何か目的地に行っておしまいっていう感じではありますが、なんとなくは変わっていく感じはしてました。,Mango
しんめい,00:11:25:05,00:11:25:49,が。,Mango
大坪,00:11:25:54,00:11:29:24,目的地に。 はいはい。,Mango
しんめい,00:11:29:24,00:11:31:57,た。,Mango
しんめい,00:11:32:02,00:11:56:01,変わっていく感じはしてます。 何か僕が行った時と渋谷もすごい変わったしね。昔、新宿も行く度に東口と西口行き来でき。 なくなったみたいな。 ちゃんと街も変わっていくんだなって。 すごい思います。,Mango
しんめい,00:11:56:06,00:12:01:13,学生時代はどんな家だった。,Mango
大坪,00:12:01:18,00:12:03:42,学生時代はどんな学生だったんですか。,Mango
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_3
しんめい,00:14:21:23,00:14:36:07,そうそう、何かこう、結構講演が続いてますね。講演というか。,Yellow
しんめい,00:14:36:12,00:14:41:09,役ぐらいまで。,Yellow
大坪,00:14:41:14,00:14:46:00,広場みたいな感じ。 です。ここを初めてです。,Yellow
大坪,00:14:46:05,00:14:47:10,あっという間に行っちゃいそうなんです。,Yellow
しんめい,00:14:47:10,00:14:52:57,ですね。たどり着いたそうです。何往復かしたりすることによってです。,Yellow
大坪,00:14:53:02,00:14:55:00,僕は服装。,Yellow
しんめい,00:14:55:04,00:14:59:13,もう半分ぐらいまで来ちゃってます。3分の1で。,Yellow
大坪,00:14:59:17,00:15:01:21,戻ります。ここでも知らなかった。,Yellow
しんめい,00:15:01:22,00:15:09:11,戻ります、ここで。でも知らなかったです。 ちょっと多分に注目して。私。,Yellow
大坪,00:15:09:15,00:15:13:53,花の名前とか知らないんです。黒か白、黄色だけしか分かんない。,Yellow
しんめい,00:15:13:58,00:15:27:11,で、やっぱこういうこう、商業施設というよりは、もう何か何もない広場みたいな感じの所をいっぱい作るようになったんですね。ここは昔。何かあったんですかね。,Yellow
大坪,00:15:27:16,00:15:30:58,ここを昔何だったんですか。,Yellow
しんめい,00:15:31:03,00:15:34:34,ここを昔何だったんですか。何かあったんです、小田急線。,Yellow
大坪,00:15:34:38,00:15:37:28,小田急線。,Yellow
しんめい,00:15:37:33,00:15:42:32,あ、ここ線路だったところなんですか。,Yellow
大坪,00:15:42:37,00:15:45:20,線路。,Yellow
しんめい,00:15:45:20,00:15:52:40,ずっと広場になってんです。後で見てください。,Yellow
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_4
しんめい,00:16:16:38,00:16:19:49,ワードとしては嗜好品とか。,Lavender
大坪,00:16:19:54,00:16:42:07,ワードとしては嗜好品とかそうなってくるんですけど。 古着屋ばっかりですよね。向こうへ行くと。昔もっと飲み屋さんとかあったのに、10年ぐらい前に、それこそ嗜好品の研究会を駒場でやってて、その後懇親会という名の飲み会っていうのは下北があるんで、下北の飲み屋で3時ぐらいまで。そんな頃の前だったんで、そういう時代だったんで、その時には飲み屋さんがたくさんあったなって記憶があるんですけれども、最近なんか古着屋ばっかりで。,Lavender
しんめい,00:16:42:07,00:16:43:19,んで。,Lavender
大坪,00:16:43:24,00:16:54:11,そんな名前だった。 はいはい。 その時もたくさんあったなって記憶がある。,Lavender
しんめい,00:16:54:16,00:17:12:41,何か心なの時に路上飲みみたいなのを下北でやってたかわかんないですけどね。1杯やってたみたいで。ああいう路上飲みとか、文化人類学者の方だったら何かこう注目したりしないのかな。,Lavender
大坪,00:17:12:41,00:17:14:37,なとか思うと、もう過去の話になる。,Lavender
しんめい,00:17:14:37,00:17:28:53,もう過去の話なので何とも分かりませんがね、一瞬で終わってしまいます。,Lavender
しんめい,00:17:28:58,00:17:32:18,大坪さんは。,Lavender
しんめい,00:17:32:23,00:17:38:05,近藤さんは。,Lavender
しんめい,00:17:38:10,00:17:47:44,大坪さんは。嗜好品全般にもうこう研究というか、興味関心の対象があるんですか。それとももっとカートとかコーヒーとか絞られたものですか。,Lavender
大坪,00:17:47:49,00:18:05:27,最初は結局意味のカートの調査を始めて。で、カートは何かっていうと、嗜好品とば一番説明がしやすいので、そこから入ってたので、嗜好品の全体のことも考えてますけれども。,Lavender
大坪,00:18:05:32,00:18:10:56,を考えてますけれども。,Lavender
しんめい,00:18:11:01,00:18:12:15,そういうもの。,Lavender
大坪,00:18:12:15,00:18:16:14,自分でやってるイエメンのカートだとか、最近始めた沖縄のコーヒーだとか、そういうものに興味があるのかなって感じです。,Lavender
しんめい,00:18:16:19,00:18:22:03,沖縄のコーヒーはきっかけがあって。,Lavender
大坪,00:18:22:04,00:18:48:11,沖縄はコロナで、海外で調査もできず、国内でも調査もできないような時に、どうしようどうしようと困って。その頃の前にインスタグラムを始めて、イエメンの昔の写真をずっとアップしてたんですね。今、シェアっていうのかな。それで、それでたまたま沖縄でコーヒーを作っている情報が手に入ったので。,Lavender
大坪,00:18:48:16,00:19:09:45,でも、海外で調査が難しいんだったら、国内で調査ができるかなっていうことで、まずその時は沖縄行ったことがなかったので、じゃあ沖縄でコーヒー調査してみようって形で始めました。で、イエメンでもコーヒーのことは直後で調査してたので、それで話が繋がるかなという感じです。,Lavender
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_5
しんめい,00:19:09:49,00:19:16:29,うんうん。 話は繋がったんですか。,Caribbean
大坪,00:19:16:34,00:19:24:53,あんまり繋がってなかった。 繋げなくていいかな。,Caribbean
しんめい,00:19:24:57,00:19:39:14,僕も色々イエメンのカート全然知らなかったんで、なんとなくリサーチしてみたんですけど、葉っぱなんですか？あれは葉っぱを。,Caribbean
しんめい,00:19:39:19,00:19:41:40,葉っぱを。,Caribbean
大坪,00:19:41:44,00:19:44:23,ちょっと加工された葉っぱ。,Caribbean
しんめい,00:19:44:28,00:19:45:06,生の。,Caribbean
大坪,00:19:45:13,00:19:47:46,というただの葉っぱです。 が。,Caribbean
しんめい,00:19:47:46,00:19:48:39,ので。,Caribbean
大坪,00:19:48:43,00:19:53:08,見立ての葉っぱを口に入れるだけなので加工はしないです。,Caribbean
しんめい,00:19:53:13,00:19:58:46,加工をせずに葉っぱをガムみたいに噛んで。,Caribbean
大坪,00:19:58:46,00:20:16:09,ずっと考えて、樹液っていうんですか？それは飲み込むんだけれども、カスを右か左にほっぺたに溜めていくんですね。だからほっぺたが膨らむんですよ。変な病気がイエメンで流行ってるんじゃないかっていうぐらいに、みんなほっぺた膨らましていて、どんどん膨らまして、今日はこれでおしまいっていう時に、ペットカートを捨てておしまいになる。,Caribbean
しんめい,00:20:16:12,00:20:17:27,て。,Caribbean
大坪,00:20:17:32,00:20:23:41,じゃないかっていうくらいに。 はいはいはい。 て。しました。,Caribbean
しんめい,00:20:23:46,00:20:31:05,このパワーで葉っぱ1個の葉っぱでどんぐらい持つの？,Caribbean
大坪,00:20:31:10,00:20:34:16,ほっぺが膨らむくらい。,Caribbean
大坪,00:20:34:20,00:20:39:10,その1個のパーで、葉っぱ1個の葉っぱでどんぐらい持つものなんですか？5分とか。どんどんどんどん良く。,Caribbean
しんめい,00:20:39:15,00:20:43:37,葉っぱっていうかほっぺた膨らむくらい1食べるんですけど、34時間くらいずっと感じですね。次々に。,Caribbean
大坪,00:20:43:41,00:20:45:42,やったら新しいの。,Caribbean
しんめい,00:20:45:47,00:20:49:30,通り過ぎてカスは飲み込まないんですよ。イエメンだ。,Caribbean
大坪,00:20:49:43,00:21:04:29,入っていくとかじゃなくて。 どんどん食べて溜めていく上でほっぺたに溜めていく感じです。エチオピアに行くとカート食べちゃったりするんで、飲み込んじゃんですよ。その辺は何か色々違いはあるんですが、有名な人は絶対食べないですね。飲み込まないです。,Caribbean
しんめい,00:21:04:33,00:21:12:02,しかも、いにしえの時からイエメンの方はそれをやってるんです。,Caribbean
