Speaker Name,イン点,アウト点,文字起こし,色選択
大坪,00:00:00:03,00:00:08:44,いいんですよね。吐き出す。,Lavender
D,00:00:08:49,00:00:11:13,お疲れ様でした。,Violet
しんめい,00:00:11:18,00:00:16:39,にで開けたところですが、はい、終わりです。はい、ありがとうございます。,Rose
D,00:00:16:39,00:00:20:11,さっきの古着のバザーみたいなところまで。,Violet
大坪,00:00:20:26,00:00:23:01,すごいあんなとこで撮って大丈夫ですか？,Lavender
D,00:00:23:06,00:00:27:07,入ってます。,Violet
D,00:00:27:12,00:00:32:33,こっちは駅前で撮ります。実はこれとはここでお別れ。,Violet
大坪,00:00:32:38,00:00:34:08,あ。,Lavender
しんめい,00:00:34:13,00:00:34:58,ありがとうございます。 ここで見られているのかわからない。,Rose
大坪,00:00:34:58,00:00:38:59,ここであ、はい、ありがとうございました。通ります。どういう画で見られてるのかわかんないんですけど、すごい角度で見られてるんじゃない。,Lavender
しんめい,00:00:38:59,00:00:41:40,かとます。,Rose
しんめい,00:00:41:44,00:00:44:57,大坪さんどうですか？,Rose
大坪,00:00:44:57,00:00:49:56,すいません。何か非常に何かエスコートっていうか、お話を引き出してくれてありがとうございました。本当に？いえいえ、なんかいろいろすいません。何か。,Lavender
しんめい,00:00:50:01,00:00:51:17,すみません、ちょっと。,Rose
大坪,00:00:51:22,00:00:52:47,いろいろ。,Lavender
しんめい,00:00:52:52,00:00:57:07,すみません。とんでもない。あれ止めます。本を読んで。,Rose
大坪,00:00:57:12,00:01:14:22,ます。私ほんと哲学苦手なんですよ。抽象的な思考。本当に苦手だから。人類学のものに入ってる人間なので。東洋哲学って高校の倫理以来なんですよ。それを色々思い出しました。本人はとっても恥ずかしいんですよ。,Lavender
大坪,00:01:14:27,00:01:17:16,本人にはとっても恥ずかしい。,Lavender
しんめい,00:01:17:20,00:01:29:07,んですよ。僕に言わずに。すいません、聞こえてます。聞こえてます？正直、電車で自分見つけ。,Rose
しんめい,00:01:29:11,00:01:37:39,そんなもんに決まってるだろう。,Rose
大坪,00:01:37:44,00:02:03:28,そうなのかな。でもそういうもんだよなって思ったので、割と私の発想としてはすごい問い合わせ。数学に近いのかなと思い、そうだよなと思って自分ながら夜は読んでた方です。そうなんだとか。っていうよりも、そんなもんだよなって思い出しつつは、高校の時に何か労組とか一生懸命やったなとか変な人の先生がいたんですよ。,Lavender
大坪,00:02:03:32,00:02:04:59,般若心経を覚えさせられたり。,Lavender
しんめい,00:02:04:59,00:02:09:38,般若心経を覚えさせられたりしていて。そうなんですよ。,Rose
大坪,00:02:09:43,00:02:13:52,東大哲学。,Lavender
大坪,00:02:13:56,00:02:19:59,東大って数学科の先生です。哲学者。なので東洋思想久しぶりでした。先生といいんですよねとか。,Lavender
D,00:02:20:03,00:02:21:28,うちの高校に一人。 いました。ああ、そうですか。,Violet
しんめい,00:02:21:33,00:02:22:13,ああ、そうですか。,Rose
D,00:02:22:22,00:02:29:11,哲学です。 そして。,Violet
しんめい,00:02:29:15,00:02:36:20,僕は哲学科に哲学科に行ってる人は多分今でも結構。 んだと思う人が。,Rose
しんめい,00:02:36:25,00:02:40:28,多いので、違うあれなんです。,Rose
D,00:02:40:33,00:02:45:56,ある北にある。,Violet
D,00:02:46:01,00:02:49:13,若者の話。,Violet
D,00:02:49:18,00:02:53:20,を。,Violet
D,00:02:53:25,00:02:56:05,ね。,Violet
D,00:02:56:10,00:02:57:41,下北の話を。,Violet
D,00:02:57:46,00:02:59:59,下北の話を若者見ながら。,Violet
しんめい,00:03:00:08,00:03:02:47,の。,Rose
大坪,00:03:02:52,00:03:09:30,いや最近の若者は話が長くてね。 だから人々を見ながら。,Lavender
大坪,00:03:09:35,00:03:17:12,歩く時は。 足が長いから、親の顔が見てみたい。,Lavender
D,00:03:17:16,00:03:19:25,お別れします。ありがとうございます。ありがとございました。,Violet
しんめい,00:03:19:30,00:03:21:34,ありがとうございました。,Rose
D,00:03:21:34,00:03:27:46,ございました。 はい。じゃあ。もう載せたいと思うんですが。,Violet
D,00:03:27:51,00:03:31:33,もう慣れっこのスタイルです。,Violet
しんめい,00:03:31:38,00:03:32:07,ありがとうござい。,Rose
D,00:03:32:07,00:03:32:56,皆さんありがとうございます。,Violet
しんめい,00:03:33:01,00:03:33:33,何かに。,Rose
D,00:03:33:35,00:03:40:25,何か歌いながら最後の話。,Violet
大坪,00:03:40:30,00:03:42:58,こんな格好で傘を持ってる。,Lavender
しんめい,00:03:43:03,00:03:50:03,がちょっと傘置いてある時はいいです。すみません。並べます。,Rose
D,00:03:50:07,00:04:00:54,って書いてある。,Violet
しんめい,00:04:00:59,00:04:06:27,何か足長いやつは僕もだかYOUTUBEで学んだんですけど、足を長く見せる技術がそう。,Rose
大坪,00:04:06:31,00:04:07:41,やりたくないですよね。,Lavender
しんめい,00:04:07:41,00:04:08:25,そう。,Rose
大坪,00:04:08:30,00:04:13:08,あれ上手いですよね。そう、あの写真って時々なんか手が変な角度でこんな。,Lavender
しんめい,00:04:13:12,00:04:27:47,気もします。で、あとズボンも結局何かね。 上げてと上げてて、ズボンと同じ色の靴を履くことで。はいはい、そうそうそうそう。探すとかその脚長効果の研究がすごいされてて。,Rose
しんめい,00:04:27:52,00:04:32:18,あれつのポイントとか脚長効果の研究でよくね？,Rose
大坪,00:04:32:23,00:04:37:46,写真だって今みんなだって生まれた時から動画がある時代ですよ。,Lavender
しんめい,00:04:37:50,00:04:40:11,最適化して。,Rose
大坪,00:04:40:16,00:04:46:42,だからやっぱり自分を客観的に見るっていうことをしてるんだなと思って。,Lavender
しんめい,00:04:46:46,00:05:04:46,でもやっぱもう何センチアップ靴も何か身長守り効果あるやつ。 履いてる履いてるし。7センチとか8センチが上がりやすさがあるらしくて。,Rose
しんめい,00:05:04:51,00:05:42:13,実際に生物学的に身長が高くなってるかは写真だとか足が長くなってるかは多分おそらく怪しいので。 だと思う。 はいはい。,Rose
D,00:05:42:18,00:05:45:02,情報出ます。,Violet
しんめい,00:05:45:07,00:05:46:20,とかさ。,Rose
大坪,00:05:46:25,00:05:48:44,こんな格好でいいんです。 並びは。,Lavender
しんめい,00:05:48:49,00:05:51:35,なります。,Rose
D,00:05:51:40,00:05:53:13,突然で下がっ。,Violet
大坪,00:05:53:13,00:05:55:17,やって。,Lavender
しんめい,00:05:55:22,00:06:00:51,冷めて雑談が好き。,Rose
しんめい,00:06:00:56,00:06:01:35,先生がて。,Rose
大坪,00:06:01:35,00:06:05:50,学生は高く見せよう。ちょっと背伸びをして。 若者に対して何か。,Lavender
しんめい,00:06:05:54,00:06:06:41,若者に対して。,Rose
大坪,00:06:06:41,00:06:09:00,が変だ。,Lavender
しんめい,00:06:09:05,00:06:26:52,中でも若者に対して何かこう。でも彼もズボンと靴の色が合わせて脚長効果。本当に長い人は多分緑の靴履いちゃったりとか。してるんだと思います。,Rose
しんめい,00:06:26:57,00:06:36:02,何かよく男の人とかで黒い服にずっと黒い服で靴だけ白いみたいな人が結構いるんですけど、あれが一番足短く見やすい。,Rose
大坪,00:06:36:12,00:06:43:10,言いますけどね。でも時間も短いんです。,Lavender
しんめい,00:06:43:15,00:06:47:18,真実。それが。,Rose
D,00:06:47:23,00:06:48:10,硬い。,Violet
しんめい,00:06:48:10,00:06:54:15,硬いですが。 適当に適当に取ります。 分かりました。,Rose
大坪,00:06:54:27,00:06:56:38,気をつけてください。,Lavender
しんめい,00:06:56:42,00:07:00:29,足かせをつけてください。使って。,Rose
D,00:07:00:33,00:07:04:36,です。たです。,Violet
しんめい,00:07:04:41,00:07:12:14,でももう教えられたら変遷見れますよね。学生の。,Rose
大坪,00:07:12:19,00:07:18:59,そうでもどうなんですが、どんどん真面目になってるのかな。,Lavender
しんめい,00:07:19:04,00:07:21:15,今教えられてるのどちらが。,Rose
大坪,00:07:21:24,00:07:24:42,あちこちの大学で教えてます？非常勤で少し教えて。,Lavender
しんめい,00:07:24:46,00:07:30:48,今教えられてるのってどちらの大学です？ああそうですか。全体の傾向として、やっぱちょっと真面目な感じがありますか。,Rose
大坪,00:07:30:51,00:07:35:12,おとなしくて真面目。,Lavender
しんめい,00:07:35:17,00:07:37:43,あんまりやんちゃな感じの人は少なくなってるんですか？,Rose
大坪,00:07:37:48,00:07:46:30,少ない私にそういう姿を見せないっていうこともあるので、もうそこはあんまり文句は言わないで。,Lavender
しんめい,00:07:46:35,00:07:49:19,と。,Rose
しんめい,00:07:49:24,00:07:50:56,今、東大って教えられてるんですか。,Rose
大坪,00:07:50:56,00:07:51:45,せずにです。,Lavender
しんめい,00:07:51:50,00:07:54:27,教えてくださいで教えられた。,Rose
大坪,00:07:54:31,00:07:57:19,ので教えてないです。いつも教えられてたことを思うと、昔、何年か前ですね、どこなの。,Lavender
しんめい,00:07:57:23,00:07:58:45,さん掃除が。,Rose
大坪,00:07:58:50,00:08:04:32,でも2年後期を続けて教えたんですけど、1年大丈夫かな？喋るのは大丈夫だよね。東大生っててくれてて嫌だなって思いましたよ。,Lavender
しんめい,00:08:04:32,00:08:06:40,大丈夫だよね、先生って。,Rose
大坪,00:08:06:40,00:08:08:17,ああ、そうです。,Lavender
しんめい,00:08:08:17,00:08:13:49,あっそうですか。頭もふっくらしてて。,Rose
大坪,00:08:13:53,00:08:17:19,おとなしい顔して知れて。,Lavender
しんめい,00:08:17:24,00:08:21:20,どういう感じです。 と。その候補者は。,Rose
大坪,00:08:21:25,00:08:30:46,読者のお子様連れて。こちらがこの先生よく分かってないんだなとかっていうことも。私が何か間違ったこと言ったとしても指摘しないとかね。そういうなんかすぐ鼻でふふって笑ってるような、面白くないなとか思ったりはしましたが。,Lavender
しんめい,00:08:30:51,00:08:31:22,そうなんですか。,Rose
大坪,00:08:31:22,00:08:35:51,そうなんですか。,Lavender
しんめい,00:08:35:56,00:08:36:39,な。,Rose
大坪,00:08:36:44,00:08:42:46,はい。,Lavender
大坪,00:08:42:51,00:08:43:50,素直じゃないな。,Lavender
しんめい,00:08:43:50,00:08:46:52,とか思いました。,Rose
大坪,00:08:46:57,00:08:52:41,なるほど。,Lavender
しんめい,00:08:52:46,00:09:02:53,みんなそういうことじゃないんですけど。素直じゃないなとかってしました。今はみんな昔と違ってお勉強して。,Rose
しんめい,00:09:02:58,00:09:08:47,今でも若い人のお話って、渋谷とかから割と池袋とかに移って。,Rose
大坪,00:09:08:52,00:09:11:10,渋谷はもういないね。,Lavender
しんめい,00:09:11:15,00:09:18:13,何か今でも若い人の街って渋谷とかから割と池袋とかに移っているって聞きましたね。もうすごい開発。東急がなんか大人の街にしてます。,Rose
しんめい,00:09:18:18,00:09:43:08,下北沢でもあいかわらずいるんですかね。でも何かすごいそんな10代がいる感じはしないですよね。10代、20代ぐらいの10代もいるか。,Rose
しんめい,00:09:43:13,00:09:54:10,下北ってずっとこの下北のこのカルチャーな感じのサブカルって言うんですかね、感じでずっとなんですかね。何10年もそんな感じなんですかね。,Rose
大坪,00:09:54:15,00:10:04:37,どうなんですかね。全然。すいません。分からない。ふらふらします。,Lavender
大坪,00:10:04:42,00:10:14:37,結構。で、お店変わってますよね。覚えてないんだけど。,Lavender
大坪,00:10:14:42,00:10:17:54,あまりふらふら町中歩かなくなっちゃったもんな。,Lavender
しんめい,00:10:17:58,00:10:20:25,そうですよね。,Rose
大坪,00:10:20:30,00:10:28:01,下北2軒家3軒があって、そこにそこへ行くんだけど、それ以外は全然行かないんです。,Lavender
しんめい,00:10:28:06,00:10:30:09,さっき行くのは飲食店。,Rose
大坪,00:10:30:14,00:10:54:21,コーヒー屋さんが1軒と。あそこは別にこだわってるわけじゃなく、知り合いがやってるから。 それも沖縄コーヒー繋がりなんですけれども、コーヒーで何かちょっと色々ネットワークが広がっていて面白いですね。イエメンで調査をしていると結局消えちゃうんだけれども、沖縄で調査をすると私も巻き込まれるんですね。そのコーヒーネットワークの中で、それを何か面白い。,Lavender
大坪,00:10:54:21,00:10:56:33,そのコーヒーネットワークに。,Lavender
しんめい,00:10:56:38,00:11:00:59,はいはいはい。面白い先生がいてみたいな感じで。なんか繋がり繋がったりとかするんですか？,Rose
大坪,00:11:01:00,00:11:07:39,私がすごい入ってないのがいいのか悪いのか分かんないんですけれども。,Lavender
しんめい,00:11:07:44,00:11:10:40,で、いわゆるエスノグラフィーみたいな感じになるんですか。,Rose
大坪,00:11:10:40,00:11:21:48,でなくなるといいんですけどね。どうやってまとめるかはまだちょっと色々話を聞いてる段階です。,Lavender
しんめい,00:11:21:53,00:11:32:26,普通のプライベートな話ですけど、西郷大先生という。 感じは理解できたけど、なんだっけこれ。講演の講演にですよ。,Rose
