"Speaker Name","Start Time","End Time","Text"
"しんめい2!","14:07:29:23","14:07:32:09","音楽はどんな音楽を聞かれたんですか？"
"大坪2!","14:07:32:11","14:07:45:12","そんな話も。"
"D2!","14:07:45:14","14:07:49:18","イエメンの人たちはそんな話をしているそうだ。"
"しんめい2!","14:07:49:20","14:07:51:09","そうですね。"
"大坪2!","14:07:51:11","14:08:12:18","奥寺さんから話をされてからずっと記憶をたどっているんですけれども、本当に大した話はしてないか、記憶に残ってないんですよ。本当に同じようなメンバーで、昨日の話の続きを普通に始めるわけですよ。ニュースを。"
"大坪2!","14:08:12:20","14:08:36:16","見て何の話をしたかって全然覚えてなく。外国人がいると、例えば日本の仏教ってどういう宗教もの？とかって、そこから発展してシーンがあったりが、普段からそんなガチで真面目な議論。だなと話して、なんとなく沈黙が来て。"
"大坪2!","14:08:36:18","14:08:43:13","みんなで話言うことが全然ネタとして広まらないんです。"
"しんめい2!","14:08:43:15","14:09:04:22","でも結構雑談って色々あるじゃないですか。例えば本当に昭和のサラリーマンの飲み会とかで愚痴大会みたいな感じになってたりとか、もうちょっとこう、例えば井戸端会議みたいな昔のものだったら多分もうちょっと当たり障りのない話とか噂話とか、何か。"
"大坪2!","14:09:04:24","14:09:07:08","で。"
"大坪2!","14:09:07:10","14:09:09:22","て。"
"大坪2!","14:09:09:24","14:09:22:14","あっ、心の中で私かもしれませんが、姑とか夫の悪口をほとんど喋ってなかった気がする。"
"大坪2!","14:09:22:16","14:09:53:08","人の悪口を言ってる時はあるんですけど、姑がそういう悪口を延々と愚痴るってことはあんまりなかったかなって。じゃあ嫁姑問題がないのかっていうとまた別なんです。うん。おそらく毎日ガス抜きができてるんじゃないかなと。すごく感じ。30時間お喋りしてるんですよ。"
"大坪2!","14:09:53:10","14:09:56:08","日本じゃ考えられない。"
"しんめい2!","14:09:56:10","14:09:57:17","僕、結構。"
"大坪2!","14:09:57:19","14:09:59:10","毎日します。"
"しんめい2!","14:09:59:12","14:10:33:09","僕多分そういうのを少なくとも子供の頃はすごい嫌だった記憶があって。毎日じゃないですけど、毎年うちの実家に親戚が集まってきて、で、毎年全く同じ話をするんっすね。昔あそこに木があってみたいな。でも何かその木がなくなってみたいなとかの話を、全く同じ話を毎年するのがちょっと嫌で嫌で仕方なかった。"
"大坪2!","14:10:33:11","14:10:35:09","感じです。"
"しんめい2!","14:10:35:11","14:10:39:05","そうなんです。"
