"Speaker Name","Start Time","End Time","Text"
"大坪2","14:07:22:07","14:07:26:12","なんでしょう。音楽聞いて、本読んで、漫画読んで。"
"しんめい2!","14:07:26:14","14:07:32:08","んですかね。音楽はどんな音楽聴きたいか。"
"大坪2","14:07:32:10","14:07:45:12","そんな話しませんで。"
"D2!","14:07:45:14","14:07:48:01","イエメンの人たちはこんな話をしてる。"
"大坪2","14:07:48:03","14:08:07:22","ああそうだそうだ。それがですね、奥寺さんから話をされてからずっと記憶をたどっているんですけれども、本当に大した話はしてないんですね。記憶に残ってないんですよ、あれですけども、本当に同じようなメンバーで会うので、昨日の話の続きを普通に始めるわけですね。"
"大坪2","14:08:07:24","14:08:41:05","あるいはテレビを見ながら、ニュースを聞きながら、ドラマを見ながら何かやるので、何の話をしたかって全然覚えてなくて。外国人がいると、例えば日本の仏教ってどういう宗教なのとかっていうのを聞かれたりとか、そこから発展して神学っぽい話になったりもしますけれども、普段からそんなガチで真面目な議論をバリバリするわけではなくて、何かだらだらと話して、何となく沈黙が来てコソコソと話したり、みんなで話したねっていうことがあるので、全然ネタとして広まらないんです。"
"大坪2","14:08:41:05","14:08:43:18","すいません。"
"しんめい2!","14:08:43:20","14:09:06:01","でも結構雑談って色々あるじゃないですか。例えば本当に昭和のサラリーマンの飲み会とかあって、愚痴大会みたいな感じになってたりとか、もうちょっとこう、例えば井戸端会議みたいな、昔からだったら多分もうちょっと当たり障りのない話とか噂話とか、何。"
"大坪2","14:09:06:03","14:09:22:13","だと、男性と女性って分かれてカードを買うんですね。女性陣の中で。私のアラビア語の問題かもしれませんが、姑とか夫の悪口はほとんど喋ってなかった気がするんです。"
"大坪2","14:09:22:15","14:09:41:14","人の悪口を言ってる時はあるんですけれども、うちの姑がとか家の外とか、そういう悪口を延々と愚痴るってことはあんまりなかったかなって思うんですよね。第1話嫁姑問題がないのかっていうとまたそれは別なんですけれども、こっちが聞いてなかったかなって。"
"大坪2","14:09:41:16","14:09:56:08","それおそらく毎日おしゃべりすることでガス抜きができてるんじゃないかなと私は思うんですけれども。1日30時間お喋りするんですよ。日本じゃ考えられないでしょ。"
"しんめい2!","14:09:56:10","14:09:57:16","僕。"
"大坪2","14:09:57:18","14:09:59:09","毎日します。"
"しんめい2!","14:09:59:11","14:10:04:07","僕多分そういうのを、少なくとも子供の頃はすごい嫌だった。"
"大坪2","14:10:04:08","14:10:05:20","よくよくわかるのわかるな。"
"しんめい2!","14:10:05:21","14:10:18:19","気持ちは毎日なんですけど、毎年うちの実家に親戚が集まってきて、で、毎年全く同じ話を。"
"しんめい2!","14:10:18:21","14:10:30:08","昔あそこに木があってそうみたいな。でも何かその木がなかったみたいな。僕らの話を全く同じ話を毎年する。わかる？ちょっと嫌で嫌で仕方なかった。"
"大坪2","14:10:30:12","14:10:56:05","何かよく分からなかったです。だからそれが毎日行われてる感じですよね。だからそのお話をしてお喋りをして、毎日お喋りして、社交する時間が34時間あるっていうと、すごい綺麗事なんですけれども、親戚づきあいもものすごいたくさんあるし、従兄弟とかはとこなんて束になって付き合わなきゃいけないことがあるので、人間関係っていうか、親戚づきあいはものすごい大変で。"
"大坪2","14:10:56:07","14:11:04:22","その中でまたお喋りしていくっていうんで、それは多分羨ましいなでは済まない世界だと思いますね。"
"しんめい2!","14:11:04:24","14:11:40:14","やっぱり想像ですけど。国の制度とか社会システムをもうちょっとゆるめのものとか、そういったものがあれば、そんなに親戚とか血縁だったり、地縁の集団で助け合うっていう必要が多分なくなってきて、そういうこう日々の雑談とか関係を強化するみたいな必要が薄らいでいくのかなっていう風に思う。"
"しんめい2!","14:11:40:16","14:11:48:13","そこら辺がやっぱりどういう集団なんですかね。血縁集団で助け合う。"
"大坪2","14:11:48:15","14:12:07:22","すごい平たく言うと社会福祉なんかほとんどないし、国には頼れないから自分たちでやんなきゃいけないっていうのはありますよね。言ってしまえば。そう言うと面白くないんで、あんまり言いたくないんですけど。だから親戚づきあいが大切だっていうのが何か面白くないなと思うんですけれども。"
"しんめい2!","14:12:07:24","14:12:18:22","ある種の、例えばそのカードで毎日3時間話したって、多分僕あんまり耐えられないタイプなんですけど、同じ話をすると何か。"
"大坪2","14:12:18:24","14:12:27:04","しかも人がまたお客さんが来ると、おんなじ話をまた延々とする場が3、4回おんなじこと状況です。"
"しんめい2!","14:12:27:06","14:12:49:17","それをちょっとしんどいなと思って、もう参加しないみたいなことを、何か割とみんな面倒くさいと思ってるのか、もう何か意外とそうでもなくてなのか、面倒くさいと思ってるけど、その何かカーストの会から抜け出したらちょっと孤立しちゃうみたいな。"
"大坪2","14:12:49:19","14:12:59:21","それは私がイエメン最後に行ったのが2013年なので最新の話じゃないんですが。"
"大坪2","14:12:59:23","14:13:27:15","割とそのやっぱりカードを買うのは時間も金の無駄になるから嫌だって言って、自分は勉強したいとか仕事をするんだって言う人はいるので、それはOKなんですね。ただ、カードの研究が始まったのは1970年代くらいから人類学者が調査を進めてるんですけれども、その頃の研究を読むと割と昭和の酒じゃないけれども、絶対飲まなきゃいけない、買わなきゃいけないというルールがあったような感じがしますね。"
"大坪2","14:13:27:15","14:13:53:10","だから、その後、ちょっと緩くて買わないっていう選択肢も増えてきた。あとは一人で買うのが好きだって言う人もいますんで。あとは店番しながら一人でずっと観てるとかはちょっと自由にはなってきてるかなと思いますけど。でも形としては昭和とか平成の酒の付き合いに近いですかね。"
"大坪2","14:13:53:13","14:14:20:16","で、女性の方は割と構わないで紅茶とか飲んでおしゃべり、付き合うっていう人は結構いるんですけども、男性の方だと割とみんな観てるで構わない。人は別に弾いてるわけじゃないんだけれども、やっぱり噛まないと入りにくいのかなという気がするので、男性の方がやっぱり噛まないと付き合いが悪くなる感じはしてました。"
"しんめい2!","14:14:20:18","14:14:24:21","まさにビールとか飲み会における。"
"大坪2","14:14:24:23","14:14:42:23","俺の酒が飲めないのか認めないのか。だからそれがいいとは思わないですけどね。私よ、個人的に。でも人付き合いってそういう無駄がないと続かないんだよなっていうのがあります。"
"しんめい2!","14:14:43:00","14:15:07:13","結局、親戚が毎年集まるっていうのがある。僕は多分10歳ぐらいまでは続いたと思うんですけど、やっぱりね、こう時代も相まって多分変わりますよね。やっていて、もうほとんど何か親戚が毎年集まるみたいなことなくなって。"
"しんめい2!","14:15:07:15","14:15:33:13","僕今37歳なんですけど、母親が当時では珍しくて、40歳の時に僕を産んでるんで、もう78とかのいわゆる団塊の世代で、母親が去年ちょっと倒れまして。で、その時に結局今いろんな介護保険とかいろんな制度は当然使うんですけど。"
"しんめい2!","14:15:33:15","14:16:05:11","やっぱり親戚とかが割と毎日のように病院とか来てくれたりしてて、何かああいう変な目線ではあるんですけど、ああいう風に親戚の集まりやってたのって、例えば今本当に倒れたりした時に、こういう形で繋がりが何か出てくるんだなと思ったりすると、すごい変なメッセージなんですけど、やっぱりこう。"
"しんめい2!","14:16:05:13","14:16:18:09","年齢重ねてこう体も弱くなっていってなっていった時に、最後こう繋がれるのは、そういう昔本当にいても毎年全く同じ話をした中の人なんだな。"
"大坪2","14:16:18:09","14:16:21:11","それはお母さん方の方ですか、お父さん方の方ですか。"
"しんめい2!","14:16:21:13","14:16:23:02","そうですね、両方。"
"大坪2","14:16:23:04","14:16:23:10","で。"
"しんめい2!","14:16:23:10","14:16:24:05","両方ですね。"
"大坪2","14:16:24:11","14:16:32:20","じゃあ、お母さん方は嫁として入った方じゃなくて、自分の方の親戚で。でも、でも面。"
"しんめい2!","14:16:32:22","14:16:35:05","そうですね、メインはでも父方かもしれ。"
"大坪2","14:16:35:05","14:16:35:24","ません。"
"しんめい2!","14:16:36:01","14:16:56:09","母。本当に毎年そこで会ってた人達ってやっぱりこう助け合って。"
"しんめい2!","14:16:56:11","14:17:06:00","それで大事なんだなっていうのも何か変な話なんですけど。"
"しんめい2!","14:17:06:02","14:17:09:10","これからそういう。"
"しんめい2!","14:17:09:12","14:17:44:15","今の話って無駄か無駄じゃないみたいなところで考えた時に、ちっちゃい頃の僕は毎年集まって同じ話をするのはもう本当に言ってしまえば無駄だなっていうふうに感じたんですけど、本当に無駄ではないっていう、もうめちゃくちゃ物凄く現実的な、例えば利益にも繋がってるわけで、それは時間を超えた利益ですけど、だから関係なのかどうかって。"
"しんめい2!","14:17:44:17","14:17:58:06","どの時点でどんな目線で考えるかによっても当然どんどん変わってくるし。下北沢の街もちょっと。"
"しんめい2!","14:17:58:08","14:18:13:24","緑を植えても利益にはそんな繋がりづらいと思うんですけど、何らかね、多分、鉄道会社の方でも長期的には利益に繋がるだろうという。ところでやっぱり。"
"大坪2","14:18:14:01","14:18:22:02","利益に繋がるだろうって考えてる時点で無駄じゃないよなって思っちゃうんですけど。"
"しんめい2!","14:18:22:04","14:18:38:14","でも無駄かどうかっていう軸で考えることはそれそれなりに乏しいことだとは思うんですけど、でも単純に無駄だと言ってる目線が時間軸を変えると無駄ですらないというか。そういう。"
"しんめい2!","14:18:38:16","14:18:55:09","面白さはあるの。カードの話も多分近視眼的に何かすごいこう、国全体で何かその無駄で生産的じゃないことをしてるっていう風に評価することも可能だと思う。"
"しんめい2!","14:18:55:11","14:19:09:11","もちろんそれ自体の豊かさっていうのがある前提で、何か何10年かした後に結局こっちの方が合理的ですらあったじゃんっていう評価になり得ることももしかしたらあるのかなと。"
"D2!","14:19:09:11","14:19:14:23","ですかね。"
"大坪2","14:19:15:00","14:19:22:01","二人であっ、それですごい綺麗に収まったんだな。"
"大坪2","14:19:22:03","14:19:35:23","でも、でも最近の若者は買うと買わなくなってきてるんですよ。"
"D2!","14:19:36:00","14:19:42:08","訳されること自体が英語に。"
"大坪2","14:19:42:10","14:19:43:13","面白かったそうな。"
"D2!","14:19:43:14","14:19:46:10","んです。そういう。"
"D2!","14:19:46:12","14:19:53:21","グローバリゼーションじゃないですけど、何かそういう話になるのかなっていう。"
"大坪2","14:19:53:23","14:19:57:07","そっち広げましょうか。"
