Speaker Name,イン点,アウト点,文字起こし,色選択
D,00:00:04:04,00:00:10:56,さんの記事読んでコーヒーを。,Violet
D,00:00:11:01,00:00:20:02,大友さんの記事読んだのが嗜好頻度。オウンドメディアみたいな感じだったんですけどだったような気がするんですけど、やっぱり嗜好品みたいなものにちょっと興味があるわけなんですかね。,Violet
大坪,00:00:20:02,00:00:28:28,なんですよね。,Lavender
大坪,00:00:28:33,00:00:36:00,トマトとゴーヤとかってのを考えて。,Lavender
大坪,00:00:36:05,00:00:56:52,いいんですよね。トマトとゴーヤ。トマト単体で調査しやすい。イエメンでのコーヒーの調査もちょっとやってたので、その繋がりで日本で、沖縄でコーヒーの調査ができればな。沖縄も行ったことがなかったので。そうなんです、それ。それでこれだけの頃ですね。,Lavender
しんめい,00:00:56:52,00:00:58:53,に入ってどっち。,Rose
大坪,00:00:58:53,00:01:11:33,コロナで海外行けないな、日本で何かできないかなという時に、沖縄なら航空2杯、どっちかこっちから出た方が多分大丈夫。,Lavender
しんめい,00:01:11:38,00:01:12:00,はいはい。,Rose
D,00:01:12:06,00:01:31:34,なるほど。 一方で嗜好品ってのはともかく、コーヒーとかになるともう結構高級品というわりと趣味のものだから、価格は結構いい値段ついちゃうじゃないですか。,Violet
大坪,00:01:31:39,00:02:00:57,その辺はどうでも安安いものありますよね。GOOGLE翻訳で嗜好品って英語に変換するとラグジュアリーグッズとかって贅沢になっちゃうんですよね。なんですけど、贅沢品でもいい。タバコだって昔は趣味吸ってたし、お酒も安いものもあるから。私はイメージとしてそんなに高級品っていうイメージじゃないんですが、ただ高級なものもありますよね。,Lavender
大坪,00:02:01:01,00:02:37:39,ワインとかだって1本いくらとかすごいのもあるし。でも安いのもあるので色々それぞれの懐具合に合わせて楽しめるといいなって思うんですが。 そうですね。 そうか。,Lavender
大坪,00:02:37:44,00:02:44:40,階段出口は出る。,Lavender
大坪,00:02:44:44,00:02:50:18,待ち合わせがめんどくさいとこですからね。,Lavender
大坪,00:02:50:23,00:02:54:39,結構変わった。,Lavender
大坪,00:02:54:44,00:02:58:08,すごい変わってますよね。人は。,Lavender
しんめい,00:02:58:12,00:03:00:52,もう違い別物ですよね。,Rose
大坪,00:03:00:56,00:03:02:05,そうです。,Lavender
D,00:03:02:10,00:03:05:54,要は小田急が地下に潜った段階で全然ピンとこなくなっちゃうと思うんです。,Violet
大坪,00:03:05:59,00:03:09:37,全然ピンとこないんです。,Lavender
しんめい,00:03:09:42,00:03:14:57,なんせ口の中は日本が。 そうですよね。そうですね、ありましたっけというか、そう。,Rose
大坪,00:03:15:02,00:03:29:38,そうそうそう。私でも小田急線に住んでいるのでそうなんです。なので、なんとなくは変わって使わててるなっていうのは、何か気配を感じ。,Lavender
大坪,00:03:29:43,00:03:43:50,ていればですね、なる。,Lavender
D,00:03:43:55,00:03:44:24,ああ。,Violet
大坪,00:03:44:29,00:03:47:28,だけ。,Lavender
大坪,00:03:47:33,00:03:48:50,どうぞ。,Lavender
しんめい,00:03:48:55,00:03:50:44,ああ、そうなんですか。そう。どうぞ。,Rose
大坪,00:03:50:49,00:03:52:02,そうです。,Lavender
しんめい,00:03:52:07,00:04:01:39,お待たせして申し訳ありませんでした。 そうですします。多分通り過ぎそうだったんですけど、なかなか微妙な待ち合わせの超難しいです。,Rose
しんめい,00:04:01:44,00:04:10:06,けど、大丈夫ですね。 結局ロッカーも何か見つけられず。 あ、そうですか。,Rose
大坪,00:04:10:11,00:04:11:50,これぐらいの荷物だったら。,Lavender
しんめい,00:04:11:59,00:04:12:28,今日。,Rose
大坪,00:04:12:33,00:04:15:08,昨日からいらしてたんです。今日の今日ちょっと何か傘があるので。,Lavender
しんめい,00:04:15:13,00:04:16:20,今日の夜。,Rose
大坪,00:04:16:25,00:04:20:57,今日の夜。,Lavender
しんめい,00:04:21:02,00:04:28:17,ちょっと降りますよね。そうそうそう、この間すいません。 お待たせしました。とんでもないです。ありがとうございます。,Rose
D,00:04:28:22,00:04:38:37,ちょっと思ってはいはい。,Violet
大坪,00:04:38:42,00:04:40:59,校長先生も。,Lavender
しんめい,00:04:41:04,00:04:45:06,レクチャー出ます。これは良かって。,Rose
大坪,00:04:45:11,00:04:50:38,意外と暖かい。 そうですね。昨日は雨で出たけど今日。,Lavender
しんめい,00:04:50:42,00:04:53:57,っていうのが。,Rose
大坪,00:04:54:01,00:04:55:19,とかいうのは。,Lavender
しんめい,00:04:55:19,00:04:56:26,たと。,Rose
大坪,00:04:56:31,00:05:03:36,結構しっとり降りました。びしょびしょになる雨でしたね。 もうちょっと水かなと。,Lavender
しんめい,00:05:03:41,00:05:18:48,思ったんですね。,Rose
D,00:05:18:53,00:05:27:47,あとは現場にお任せします。,Violet
D,00:05:27:52,00:05:30:37,分から。,Violet
D,00:05:30:42,00:05:39:34,わから。,Violet
D,00:05:39:39,00:05:47:57,始めてますので。,Violet
しんめい,00:05:48:02,00:05:54:56,なかなか動きにくいです。,Rose
大坪,00:05:55:01,00:06:03:49,ね。何回ぐらい？,Lavender
しんめい,00:06:03:54,00:06:05:41,もう。,Rose
大坪,00:06:05:45,00:06:15:47,今もう夕べ2015年から内戦してるので、もう先生来てないんですよ。そうですか。最後に行ったのが2013年なので、もう自由なので、ラーメンの本場のそういう夢の話は大体そういう昔の話になっちゃうんだそうなんです。,Lavender
しんめい,00:06:15:51,00:06:21:31,今のご研究のフィールドとしては、引き続き。,Rose
大坪,00:06:21:35,00:06:24:22,今、最近は韓国とか沖縄で調査をした。,Lavender
しんめい,00:06:24:22,00:06:31:08,最近は韓国とか沖縄で調査を。 して。,Rose
不明,00:06:31:13,00:06:31:48,ちょっと待って。,Lavender
しんめい,00:06:31:48,00:06:47:45,コーヒーの。,Rose
D,00:06:47:50,00:06:49:04,今付けますよ。,Violet
しんめい,00:06:49:09,00:06:53:38,今付けます。今です。,Rose
しんめい,00:06:53:43,00:07:06:46,菊地です。はいはい。,Rose
しんめい,00:07:06:51,00:07:11:28,先生はご出身はどちらです。,Rose
大坪,00:07:11:33,00:07:21:23,先生はご出身は千葉。 千葉都民ですよね。両親が千葉出身というわけではなく、たまたま父が東京勤務だったので、マイホームを買ったとか、千葉だったっていうだけの千葉都民です。,Lavender
しんめい,00:07:21:23,00:07:22:10,たと。,Rose
大坪,00:07:22:15,00:07:24:28,いうだけの千葉都民です。,Lavender
しんめい,00:07:24:33,00:07:26:13,房総の方というよりは。,Rose
大坪,00:07:26:18,00:07:32:55,房総の方というよりは。 もうベッドタウンの一つですね。,Lavender
大坪,00:07:33:00,00:07:35:03,あそこ良さと大阪出身。,Lavender
しんめい,00:07:35:03,00:07:47:26,あそこ清水さんと大阪出身。 私も大阪で。東京に住んでいた時は、よくレンタカーを借りて千葉に行くのが好きです。その方に行く。,Rose
大坪,00:07:47:31,00:07:51:25,よく。,Lavender
しんめい,00:07:51:30,00:07:58:56,とこですよね。千葉ってね。が。 僕の地元が和歌山と何か雰囲気。千葉の南の方。,Rose
D,00:07:59:01,00:07:59:30,館山。,Violet
しんめい,00:07:59:30,00:08:05:56,千葉の。 館山とこちら。 のテーマとあと九十九里とかの雰囲気。わりとなんとなく近い感じが。,Rose
大坪,00:08:06:01,00:08:08:06,夏休みに泳ぎに行くところです。,Lavender
しんめい,00:08:08:06,00:08:10:31,から、あそこは夏休みに泳ぎに行くところでした。,Rose
大坪,00:08:10:36,00:08:13:20,房総の荒波で。,Lavender
しんめい,00:08:13:25,00:08:21:12,どうですか？って。 夕日が結構よく見えて、すごいこう運転しながら見えたりするんで。,Rose
しんめい,00:08:21:16,00:08:22:37,ですね、はい。,Rose
大坪,00:08:22:42,00:08:25:34,僕と喋るようなですね。はい。,Lavender
しんめい,00:08:25:38,00:08:27:08,3日、3日、30日。,Rose
大坪,00:08:27:15,00:08:29:40,3日、3日、30。,Lavender
しんめい,00:08:29:45,00:08:33:07,日ですか。,Rose
しんめい,00:08:33:12,00:08:35:00,山を。 挟んで。,Rose
大坪,00:08:35:05,00:08:42:19,私はお祖母先生って呼ばれちゃうんでしょうか？さんっていいですよね。いいですよね。すいません。明さんオススメします。ついついね。とりあえず先生を付けると楽ですからね。,Lavender
しんめい,00:08:42:24,00:08:47:29,スッとしました。としました。 なのではい、したのでです。はい、もう。,Rose
大坪,00:08:47:32,00:08:47:49,はい。,Lavender
しんめい,00:08:47:49,00:08:50:04,もう回っています。,Rose
大坪,00:08:50:18,00:08:58:55,はい、わかりました。こちらも編集でどうにかしてください。何か清水さんが1回目じゃなくて3回目という話を聞いたので、2回目、3回目。,Lavender
しんめい,00:08:59:00,00:09:10:56,2回。 3回。 プラットとしては前に納富先生、東大の納富伸先生とギリシャ哲学され。,Rose
大坪,00:09:11:01,00:09:13:05,ている。 先生と。,Lavender
しんめい,00:09:13:05,00:09:14:56,任せます。先生。,Rose
大坪,00:09:15:00,00:09:20:53,そういった話を聞いたので、もう私はもう全てお任せをしよう、エスコートしてもらおう。,Lavender
大坪,00:09:20:58,00:09:21:12,はい。,Lavender
D,00:09:21:14,00:09:23:13,そこまで。,Violet
大坪,00:09:23:18,00:09:29:04,はい。 そこまで。 はい。じゃあ適当にじゃあいい。,Lavender
D,00:09:29:09,00:09:30:10,桜が咲いています。,Violet
大坪,00:09:30:10,00:09:31:20,桜が咲いてますね。,Lavender
しんめい,00:09:31:20,00:09:33:39,桜が咲いてます。,Rose
大坪,00:09:33:41,00:09:35:17,ですよね。,Lavender
しんめい,00:09:35:21,00:09:38:22,桜が咲いてますね。桜ですよね。違う。,Rose
大坪,00:09:38:27,00:09:40:24,桜桜。,Lavender
しんめい,00:09:40:36,00:09:56:01,下北沢久しぶりです。 下北沢久しぶりですね。本当に大学在学中ぐらいなんで、10何年ぶりですけど、何かちゃんとはわかってないんですけど、雰囲気だいぶ変わった気がするんですけど、気のせいですかね。あんまりこっちじゃないのか。,Rose
大坪,00:09:56:06,00:10:01:59,そうですね。こっちのこっちはあんまり来ない方ですけれど、でも結構変わりましたよね。,Lavender
しんめい,00:10:02:04,00:10:14:09,はいはい。 なんかすごい開発していい感じに子育てしやすい街になっているみたいなことを噂で聞いたんですけど。,Rose
大坪,00:10:14:14,00:10:16:40,こんな綺麗な。,Lavender
しんめい,00:10:16:45,00:10:30:07,何かこんなきれいなもの、これがラジオなのに確たること全然言えないんですけど、何か。 新そうです。,Rose
