Speaker Name,イン点,アウト点,文字起こし,色選択
藤井,00:00:30:00,00:00:33:00,' O,Rose
相馬,00:01:14:00,00:01:56:00,私なんか家族に何かの障害があるじゃないかという勢いで え、覚えてないのってよく言われるんですよ だからこれはパーファナルなものだとか 大事に思ってないとかいう意味ではなくて なんでも忘れちゃうんですよ 記憶の収支はそうなんですよ ゴシップいつ聞いても新鮮みたいな 何回聞いても新鮮みたいな どれですか?はいはいはいはいはい そうなんですよ すいません本当に困難が出てきて このためにもっかいを? 楽しく私なんか別に フラフラフラフラフラスの好きなので,Violet
相馬,00:02:01:00,00:02:13:00,いや、あの、あれ、お目にかかったこと、私、あの、あの、あの、今こう写ってるのかな、あの、あれどこだろう、なんか、あの、また別の企画でお目にかかったこと。,Violet
藤井,00:02:12:00,00:02:14:00,これね、これ。 ああ、そうなんですね。,Rose
相馬,00:02:25:00,00:02:27:00,いいですねスペイン,Violet
藤井,00:02:31:00,00:02:32:00,へぇ。,Rose
相馬,00:02:35:00,00:02:42:00,スペインいいな ご飯がおいしそうみたいな ですよね,Violet
藤井,00:02:43:00,00:02:45:00,この2人がキャスティングされたのはたまたまなんですか,Rose
相馬,00:03:09:00,00:03:11:00,でもひらめいたら知り合いだったんで,Violet
藤井,00:03:09:00,00:03:12:00,へー なんか人間って面白いですね,Rose
相馬,00:03:29:00,00:03:30:00,ありがとうございます,Violet
相馬,00:03:36:00,00:03:41:00,ありがとうございます でも私と藤井さんの関係って 多分どこにも明らかに,Violet
藤井,00:03:40:00,00:03:43:00,確かにわかんないですよね 調べてもわかんないですよね,Rose
相馬,00:03:43:00,00:03:47:00,調べても分からないですよね 調べても分からない どこにも出てこない,Violet
藤井,00:03:46:00,00:03:47:00,確かに,Rose
相馬,00:03:47:00,00:03:52:00,ほとんど出てこないと思う 調べたとしても出てこないと思います,Violet
藤井,00:03:50:00,00:03:51:00,確かに,Rose
相馬,00:04:03:00,00:04:04:00,そうですね,Violet
藤井,00:04:03:00,00:04:04:00,そういう感じね,Rose
相馬,00:04:05:00,00:04:06:00,そうですね,Violet
相馬,00:05:07:00,00:05:09:00,カラスとかしかいないかも,Violet
藤井,00:05:08:00,00:05:10:00,なるほどね,Rose
相馬,00:05:41:00,00:05:43:00,お待たせしました はい,Violet
藤井,00:06:01:00,00:06:14:00,ちょっと雑談ね いいんですか ちなみに1個聞いておきたいんですけど 番組のことはあまり事前にしていなくて 誰が聞いてるやつなんですか,Rose
藤井,00:06:18:00,00:06:23:00,これラジオでいいんですよね ラジオですよね そもそもですけど ん,Rose
藤井,00:06:32:00,00:06:42:00,ああああ 難,Rose
藤井,00:06:58:00,00:07:12:00,あんまり考えなくても大丈夫な感じっていう 理解です そうなんですね わかりました すごいな なんかすごいですね,Rose
相馬,00:07:14:00,00:07:15:00,私ちゃんと予習しましたよ,Violet
藤井,00:07:14:00,00:07:15:00,さすがですね,Rose
相馬,00:07:17:00,00:07:18:00,いやそんなことはないですけど,Violet
藤井,00:07:17:00,00:07:18:00,前々回ぐらい,Rose
相馬,00:07:19:00,00:07:21:00,前々回ぐらいの聞いてみた,Violet
藤井,00:07:23:00,00:07:24:00,ありがとうございます,Rose
相馬,00:07:27:00,00:07:35:00,私多分なんか 花粉書じゃないんですけど 寒暖差で スルスルしてるんで これ後で削っといてくれて なんかズルズル言う音が,Violet
藤井,00:07:35:00,00:07:37:00,え、暖かいんですか? こっちはもう来た瞬間に,Rose
相馬,00:07:39:00,00:07:47:00,あったかいですね 温かいっていうか 寒いですけど でもだって 向こう今 プラスあったらありがたいみたいな,Violet
藤井,00:07:45:00,00:07:47:00,あらそういう世界ですよ,Rose
相馬,00:07:47:00,00:07:50:00,そういう世界ですよ,Violet
藤井,00:07:49:00,00:07:50:00,なるほどね,Rose
相馬,00:07:51:00,00:07:53:00,そうなんで、だからなんかちょっと…,Violet
藤井,00:07:52:00,00:07:54:00,今日寒いとか言いつつめちゃ暖かいぐらいの感覚,Rose
相馬,00:07:54:00,00:07:59:00,寒いとかいいですね、めっちゃ暖かいぐらいの感覚 いや、そこまではいかない…風吹いたら嫌なんですけど,Violet
藤井,00:07:56:00,00:07:59:00,そうですか どっちでも,Rose
相馬,00:08:01:00,00:08:07:00,どっちでも… マップ? 私ここ初めて来たんですけど,Violet
藤井,00:08:06:00,00:08:07:00,東京湾,Rose
相馬,00:08:08:00,00:08:11:00,マップあります?それマップどこについてるの?,Violet
藤井,00:08:09:00,00:08:12:00,野鳥公園,Rose
相馬,00:08:17:00,00:08:29:00,ちょっとこっち違うものですよね 私が鳥ガイドを渡されていて、マップの方が野生の勘で導いてください。 私は鳥ガイド専門に。,Violet
藤井,00:08:28:00,00:08:29:00,鳶がいるほうがいいですよね,Rose
相馬,00:08:30:00,00:08:31:00,鳥がいる方がいいですよね。,Violet
藤井,00:08:31:00,00:08:35:00,せっかくなんで鳥の鳴き声がやっぱり聞こえたほうが,Rose
相馬,00:08:37:00,00:08:38:00,今こっち?,Violet
藤井,00:08:46:00,00:08:52:00,これなんていう場所なんですか? ちなみにこれ 東京? こう,Rose
藤井,00:08:56:00,00:09:03:00,東京湾野鳥公園に行ったんですね はい じゃあ 歩いて行きますか,Rose
相馬,00:09:03:00,00:09:07:00,じゃあ、歩いていきますか? どっちに行ってもいいと思うんですよ。,Violet
藤井,00:09:07:00,00:09:11:00,こっちに行くのはどっちなんですかね はい はい,Rose
相馬,00:09:11:00,00:09:12:00,じゃあ…,Violet
相馬,00:09:17:00,00:09:19:00,大丈夫だと思います。右でも左でも。,Violet
藤井,00:09:18:00,00:09:21:00,こっち行きましょうかじゃあせっかくなんではいはい,Rose
相馬,00:09:21:00,00:09:22:00,じゃあそっちで。,Violet
藤井,00:09:24:00,00:09:26:00,散歩しながらねお話できるなんてね,Rose
相馬,00:09:28:00,00:09:31:00,そうですね。風流なことで。,Violet
藤井,00:09:29:00,00:09:32:00,風流なことで風流ですね,Rose
相馬,00:09:33:00,00:09:38:00,風流なことで。 私は北国から来たので。,Violet
藤井,00:09:36:00,00:09:39:00,ねえ北の寒い地からね本当に,Rose
相馬,00:09:41:00,00:09:43:00,ここら辺は春っぽくていいなみたいな。,Violet
藤井,00:09:42:00,00:09:44:00,あもうねなんかちょっと咲いてるのかな,Rose
相馬,00:09:46:00,00:09:50:00,そうですね。こぶしですかね。こぶくれんかな。,Violet
藤井,00:09:48:00,00:09:58:00,3月ですけどねまだちょっと寒いですけどね今日ね こっちですか自然学習センターネイチャーセンター,Rose
相馬,00:10:01:00,00:10:05:00,教務関連で今日はこの辺に東京都にいたとか、そういうことですか?,Violet
藤井,00:10:04:00,00:10:08:00,今日はですねこの後東京でトークがありまして,Rose
相馬,00:10:05:00,00:10:06:00,教務ですか?,Violet
相馬,00:10:10:00,00:10:12:00,じゃあ今日トーク2つみたいな感じ。,Violet
藤井,00:10:10:00,00:10:14:00,まあこれがトークですね2人のトークですけど,Rose
相馬,00:10:12:00,00:10:23:00,これがトークですね。2人のトークですよね。 この後、ご講演がこの後あるから、ちょうど東京に来る予定があった。,Violet
藤井,00:10:18:00,00:10:22:00,そうですね夜にはい そうそうですそうですそうです,Rose
相馬,00:10:24:00,00:10:26:00,すごいご活躍ですよね。,Violet
藤井,00:10:24:00,00:10:28:00,いえ全然活躍じゃないですけど いやいやとんでもないそんな,Rose
相馬,00:10:27:00,00:10:30:00,最近フォローしてないんですけど、どんなことなさってるか。,Violet
藤井,00:10:28:00,00:10:31:00,でもなんかこれ奇妙なご縁というか,Rose
相馬,00:10:34:00,00:10:37:00,大体私と藤井さんが出会ったのはライデンじゃないですか。,Violet
藤井,00:10:35:00,00:10:39:00,そうなんですそもそもが オランダで出会ってるんですよね,Rose
相馬,00:10:37:00,00:10:43:00,そもそも。 日本人研究者同士なのに,Violet
藤井,00:10:41:00,00:10:42:00,そうなんですよ,Rose
相馬,00:10:44:00,00:10:47:00,どうして初対面はライデンです,Violet
藤井,00:10:45:00,00:10:48:00,招待がライデンでしたっていう いやかっこいいです,Rose
相馬,00:10:47:00,00:10:52:00,オランダですってちょっとかっこいいですよね じゃないと出会わないですよね,Violet
藤井,00:10:51:00,00:10:56:00,しかもアレですよねあのリズムの国際ワークショップで,Rose
相馬,00:10:54:00,00:10:57:00,リズムの国際ワークショップ そうなんですよね,Violet
藤井,00:10:57:00,00:11:01:00,いやーあれは衝撃的でしたよ こんな面白いことね,Rose
相馬,00:11:01:00,00:11:11:00,そうですか 私もかなり面白かったんですけど ドラムスティックは持っていらしたりしないんですか?,Violet
藤井,00:11:09:00,00:11:13:00,リュックに入ってますよ リュックに入っております,Rose
相馬,00:11:13:00,00:11:14:00,やっぱり,Violet
藤井,00:11:16:00,00:11:17:00,はい,Rose
相馬,00:11:17:00,00:11:25:00,今日、ご公演でも使うとかそういうことあるんですか? 常に日常ドラムスティックは持ち歩いてらっしゃる?,Violet
藤井,00:11:23:00,00:11:29:00,常にリュックに入ってます。 今日たまたま、たまたまじゃなくていつも入ってるんで入ってたっていう。,Rose
相馬,00:11:27:00,00:11:28:00,素敵,Violet
藤井,00:11:30:00,00:11:34:00,はい、そうなんです。 最近練習も頑張ってまして。,Rose
相馬,00:11:32:00,00:11:33:00,なるほど,Violet
