Filename;Speaker;Start Timestamp;End Timestamp;Transcript
B_00003_Wireless_PRO;Speaker 1;00:01;00:03;"いい意味でそこを"
B_00003_Wireless_PRO;Speaker 1;00:05;00:08;"自己責任の余地をちゃんと分かりやすくなるか"
B_00003_Wireless_PRO;Speaker 1;00:09;00:11;"いいこともあれば悪いこともありますけど"
B_00003_Wireless_PRO;Speaker 1;00:12;00:14;"確かに洗濯機の中に入れなくても"
B_00003_Wireless_PRO;Speaker 2;00:15;00:17;"注意書きはものすごく増えましたね"
B_00003_Wireless_PRO;Speaker 2;00:18;00:19;"すごく増えた"
B_00003_Wireless_PRO;Speaker 2;00:29;00:29;"ありがとうございます"
B_00003_Wireless_PRO;Speaker 2;00:29;00:33;"今日の話もめちゃめちゃ面白かったんですけど、今の話になってしまいましたが"
B_00003_Wireless_PRO;Speaker 3;00:37;00:41;"今日、ほぼトークのまとめでもいいかなと思ってるんですけど"
B_00003_Wireless_PRO;Speaker 3;00:44;00:49;"デザインっていうのが、うっかりデザインすると最初の雪を見ながらでもありましたけど"
B_00003_Wireless_PRO;Speaker 3;00:50;00:54;"そこまでいくと、デザイン道みたいな感じというか"
B_00003_Wireless_PRO;Speaker 3;00:55;00:57;"呼吸のような感じがする"
B_00003_Wireless_PRO;Speaker 3;00:58;01:00;"人的な感じがするという"
B_00003_Wireless_PRO;Speaker 3;01:00;01:06;"一方で言語化するデザインって"
B_00003_Wireless_PRO;Speaker 3;01:06;01:07;"見えるようにするというか"
B_00003_Wireless_PRO;Speaker 3;01:08;01:10;"こういうことを考えている人がいるから"
B_00003_Wireless_PRO;Speaker 3;01:10;01:12;"こういう形に落とし込もうみたいな話とか"
B_00003_Wireless_PRO;Speaker 3;01:12;01:15;"ランドスケートのこともあるかもしれないですけど"
B_00003_Wireless_PRO;Speaker 3;01:15;01:21;"なんかうまく今ないけど見えるようにするというか"
B_00003_Wireless_PRO;Speaker 3;01:22;01:23;"なんでしょうね"
B_00003_Wireless_PRO;Speaker 3;01:24;01:26;"やっぱり共通理解のためのものというか"
B_00003_Wireless_PRO;Speaker 3;01:27;01:30;"なんかそんな感じもしたんですが"
B_00003_Wireless_PRO;Speaker 3;01:31;01:35;"したんですが、すいません話がちょっと抽象的になってしまいましたけど"
B_00003_Wireless_PRO;Speaker 3;01:36;01:40;"何でもかんでも見えるようにすりゃいいっていうものでもないのかなって一方で思うというか"
B_00003_Wireless_PRO;Speaker 3;01:44;01:46;"この辺はどうでしょうか"
B_00003_Wireless_PRO;Speaker 1;01:46;01:49;"まとめにつながればいいかなと"
B_00003_Wireless_PRO;Speaker 4;01:50;01:51;"質問が難しすぎると"
B_00003_Wireless_PRO;Speaker 2;01:54;01:55;"いやあのね"
B_00003_Wireless_PRO;Speaker 2;01:57;02:00;"それに対する答えなのかどうか分からないけど"
B_00003_Wireless_PRO;Speaker 2;02:01;02:02;"だけどやっぱり"
B_00003_Wireless_PRO;Speaker 2;02:04;02:06;"俺この場にこの空間に入って最初に思ったのは"
B_00003_Wireless_PRO;Speaker 2;02:08;02:09;"すごい全体の"
B_00003_Wireless_PRO;Speaker 2;02:14;02:14;"なんていうんだろう"
B_00003_Wireless_PRO;Speaker 2;02:16;02:18;"すごいしょうもない言い方だけど"
B_00003_Wireless_PRO;Speaker 2;02:18;02:19;"センスがいいというか"
B_00003_Wireless_PRO;Speaker 2;02:20;02:45;"要するにデザインされた空間や物の水準をちゃんと高くしておくということの大事だなということですよね"
B_00003_Wireless_PRO;Speaker 2;02:46;02:50;"それには非常な基礎的な訓練とか"
B_00003_Wireless_PRO;Speaker 2;02:51;02:58;"それからデザイナーとしての読解力とか表現力みたいなものがあって"
B_00003_Wireless_PRO;Speaker 2;02:59;03:00;"それがあるからこそ"
B_00003_Wireless_PRO;Speaker 2;03:03;03:07;"面白い人をアーティストとしてきちんと扱えるというか"
B_00003_Wireless_PRO;Speaker 2;03:10;03:14;"そこって実は多分さっきおっしゃったような"
B_00003_Wireless_PRO;Speaker 2;03:15;03:17;"何でもかんでも取り入れて"
B_00003_Wireless_PRO;Speaker 2;03:22;03:25;"ルールの幅を広げさえすればいいよねというわけではないよねというのは"
B_00003_Wireless_PRO;Speaker 2;03:28;03:30;"ちゃんとデザインされているからだと思いますね"
B_00003_Wireless_PRO;Speaker 2;03:31;03:32;"そこ重要"
B_00003_Wireless_PRO;Speaker 1;03:34;03:36;"私は引き算が多いですね"
B_00003_Wireless_PRO;Speaker 1;03:36;03:39;"バーって要素を集めてから"
B_00003_Wireless_PRO;Speaker 1;03:40;03:41;"引き算ね"
B_00003_Wireless_PRO;Speaker 2;03:44;03:46;"分かります"
B_00003_Wireless_PRO;Speaker 1;03:52;03:54;"なるほど"
B_00003_Wireless_PRO;Speaker 1;04:00;04:01;"なるほど"
B_00003_Wireless_PRO;Speaker 1;04:09;04:11;"なるほど"
B_00003_Wireless_PRO;Speaker 1;04:11;04:12;"固めてから作るみたいな"
B_00003_Wireless_PRO;Speaker 1;04:13;04:17;"日本に来ても手を動かしながら考えると変わったんですけど"
B_00003_Wireless_PRO;Speaker 2;04:17;04:20;"イギリスの美大ではそういう指導をされたんですか"
B_00003_Wireless_PRO;Speaker 2;04:20;04:20;"そういうわけじゃないですか"
B_00003_Wireless_PRO;Speaker 1;04:21;04:21;"そうなんだ"
B_00003_Wireless_PRO;Speaker 2;04:22;04:23;"コンセプトはまず立てろと"
B_00003_Wireless_PRO;Speaker 1;04:24;04:27;"中間発表でコンセプトを発表してみたいな"
B_00003_Wireless_PRO;Speaker 2;04:27;04:27;"なるほど"
B_00003_Wireless_PRO;Speaker 2;04:28;04:30;"その後で最終的にそれがどう造形されたかっていう"
B_00003_Wireless_PRO;Speaker 1;04:31;04:33;"見たらいいとつまらないものができちゃって"
B_00003_Wireless_PRO;Speaker 1;04:35;04:36;"今見返すと"
B_00003_Wireless_PRO;Speaker 1;04:36;04:38;"まあ分かんなくはないけど"
B_00003_Wireless_PRO;Speaker 1;04:39;04:43;"大事なんだけど常にこう言うことをして"
B_00003_Wireless_PRO;Speaker 1;04:43;04:46;"さっきも一つの突拍子もないところが"
B_00003_Wireless_PRO;Speaker 1;04:46;04:47;"「お」って思う瞬間があって"
B_00003_Wireless_PRO;Speaker 1;04:47;04:49;"そこをうまくつかめるかどうか"
B_00003_Wireless_PRO;Speaker 1;04:49;04:50;"なるほど"
B_00003_Wireless_PRO;Speaker 1;04:51;04:51;"なるほど"
B_00003_Wireless_PRO;Speaker 1;04:53;04:58;"そこってすごい感性と知性の間に聞きしてるから"
B_00003_Wireless_PRO;Speaker 1;04:59;05:00;"納得いくものになる"
B_00003_Wireless_PRO;Speaker 2;05:01;05:01;"なるほど"
B_00003_Wireless_PRO;Speaker 2;05:03;05:09;"なんかそれにこうなんとなくポジティブというか"
B_00003_Wireless_PRO;Speaker 2;05:09;05:10;"と笑っちゃうみたいな"
B_00003_Wireless_PRO;Speaker 2;05:11;05:14;"それある種のユーモアみたいなものが感じられるんだけど"
B_00003_Wireless_PRO;Speaker 1;05:15;05:20;"あるしあとは自分の中で譲らないルールっていうのを"
B_00003_Wireless_PRO;Speaker 1;05:20;05:21;"絶対作っておくで"
B_00003_Wireless_PRO;Speaker 1;05:21;05:25;"渋谷のことでは絶対キュートにしないっていう"
B_00003_Wireless_PRO;Speaker 2;05:27;05:29;"それはいいことをおっしゃいますね"
B_00003_Wireless_PRO;Speaker 1;05:30;05:36;"それは障害特に知的障害がある方はどうしても可愛く見られちゃう"
B_00003_Wireless_PRO;Speaker 1;05:38;05:39;"なるほど"
B_00003_Wireless_PRO;Speaker 1;05:39;05:43;"インクルーシブではない部分をもっと引き出したいという私の個人的なことがあって"
B_00003_Wireless_PRO;Speaker 1;05:44;05:48;"急の避けようということを"
B_00003_Wireless_PRO;Speaker 2;05:49;05:51;"そこはとっても大事ですね"
B_00003_Wireless_PRO;Speaker 1;05:51;05:52;"センシティブだけど"
B_00003_Wireless_PRO;Speaker 1;05:52;05:55;"言わない部分は自分で作っておかなければいい"
B_00003_Wireless_PRO;Speaker 1;05:56;05:59;"そこが判断さっき言ったこれは果たして"
B_00003_Wireless_PRO;Speaker 1;06:02;06:05;"インクルーシブな方向に行っているか行っていないかみたいな軸になる"
B_00003_Wireless_PRO;Speaker 2;06:06;06:11;"逆に今のインクルーシブデザインで一番みんなが陥りやすいところじゃないですかね"
B_00003_Wireless_PRO;Speaker 2;06:11;06:13;"キュートにしてしまうっていうか"
B_00003_Wireless_PRO;Speaker 1;06:14;06:15;"言葉とかね"
B_00003_Wireless_PRO;Speaker 1;06:15;06:18;"みんなでとか全部ひらがんだとか"
B_00003_Wireless_PRO;Speaker 2;06:18;06:19;"はいはいはい"
B_00003_Wireless_PRO;Speaker 2;06:19;06:27;"でもキュートにすることってすごい実は力関係を生むというか"
B_00003_Wireless_PRO;Speaker 1;06:28;06:33;"エモーショナルケースとビジネスケースって"
B_00003_Wireless_PRO;Speaker 1;06:33;06:36;"インクルーシブでは言うんですけど"
B_00003_Wireless_PRO;Speaker 1;06:36;06:37;"このバランスをしっかりする"
B_00003_Wireless_PRO;Speaker 1;06:38;06:41;"エモーショナルに寄りすぎると感情的に"
B_00003_Wireless_PRO;Speaker 1;06:43;06:45;"これは何の意味を持ってやったかとか"
B_00003_Wireless_PRO;Speaker 1;06:46;06:49;"作る人たちにとってどういう思いがあるのかというのが"
B_00003_Wireless_PRO;Speaker 1;06:49;06:50;"エモーショナルですけど"
B_00003_Wireless_PRO;Speaker 1;06:51;06:52;"でもそこにビジネスケース"
B_00003_Wireless_PRO;Speaker 1;06:52;06:54;"これを生むことによって"
B_00003_Wireless_PRO;Speaker 1;06:54;06:58;"どんな経済的論理的効果があるかみたいなことを"
B_00003_Wireless_PRO;Speaker 1;06:58;07:04;"その2つをバランスとってやるというのはすごく大事で"
B_00003_Wireless_PRO;Speaker 1;07:04;07:06;"そんなどうしても感情的に"
B_00003_Wireless_PRO;Speaker 1;07:07;07:08;"心を取られちゃう"
B_00003_Wireless_PRO;Speaker 1;07:08;07:10;"どうしてもそんなストーリーを聞いちゃったらね"
B_00003_Wireless_PRO;Speaker 1;07:10;07:11;"まあね"
B_00003_Wireless_PRO;Speaker 1;07:11;07:12;"そうなるけど"
B_00003_Wireless_PRO;Speaker 1;07:12;07:16;"そこは私はうまくなるべくロジック"
B_00003_Wireless_PRO;Speaker 1;07:16;07:16;"なるほど"
B_00003_Wireless_PRO;Speaker 1;07:17;07:19;"一緒に比例して考えて"
B_00003_Wireless_PRO;Speaker 1;07:21;07:24;"結構施設の方々にも意地悪なことを言って"
B_00003_Wireless_PRO;Speaker 1;07:25;07:25;"ああそうですか"
B_00003_Wireless_PRO;Speaker 1;07:25;07:27;"自分たちの欲しいものはしっかり言いなさい"
B_00003_Wireless_PRO;Speaker 1;07:28;07:28;"ああなるほどね"
B_00003_Wireless_PRO;Speaker 1;07:30;07:32;"そこは遠慮せずに"
B_00003_Wireless_PRO;Speaker 2;07:33;07:33;"なるほど"
B_00003_Wireless_PRO;Speaker 2;07:36;07:37;"あとなんかキュートって"
B_00003_Wireless_PRO;Speaker 2;07:38;07:39;"なんていうのかな"
B_00003_Wireless_PRO;Speaker 2;07:40;07:41;"それをキュートである"
B_00003_Wireless_PRO;Speaker 2;07:41;07:44;"キュートなものとしてめでる側が"
B_00003_Wireless_PRO;Speaker 2;07:45;07:47;"ちょっとやっぱり優位に立ってしまうっていうか"
B_00003_Wireless_PRO;Speaker 2;07:47;07:51;"そういうパワー"
B_00003_Wireless_PRO;Speaker 2;07:52;07:53;"なんていうのかな"
B_00003_Wireless_PRO;Speaker 2;07:53;07:55;"権力構造みたいなものを生むよね"
B_00003_Wireless_PRO;Speaker 1;07:55;07:56;"そうなんですよね"
B_00003_Wireless_PRO;Speaker 1;07:56;08:02;"だから変にみんな褒めすぎないというか"
B_00003_Wireless_PRO;Speaker 1;08:02;08:04;"もちろんものとしては素晴らしいんだけど"
B_00003_Wireless_PRO;Speaker 1;08:05;08:07;"障害者がこんなものをやりました"
B_00003_Wireless_PRO;Speaker 1;08:07;08:08;"って言うと"
B_00003_Wireless_PRO;Speaker 1;08:09;08:11;"全ての障害がある人が"
B_00003_Wireless_PRO;Speaker 1;08:11;08:12;"こんなことできるんだっていう"
B_00003_Wireless_PRO;Speaker 1;08:13;08:15;"解釈にもなりかねない"
B_00003_Wireless_PRO;Speaker 1;08:15;08:16;"し"
B_00003_Wireless_PRO;Speaker 1;08:16;08:17;"それを見た"
B_00003_Wireless_PRO;Speaker 1;08:17;08:20;"まだこういうものに関われてなかったり"
B_00003_Wireless_PRO;Speaker 1;08:20;08:22;"やったことのない障害がある人が"
B_00003_Wireless_PRO;Speaker 1;08:22;08:25;"でも自分ってこんなことできないなっていう"
B_00003_Wireless_PRO;Speaker 1;08:25;08:25;"別当感が"
B_00003_Wireless_PRO;Speaker 1;08:26;08:27;"見出してしまったりする"
B_00003_Wireless_PRO;Speaker 1;08:31;08:32;"そうですね"
