Filename;Speaker;Start Timestamp;End Timestamp;Transcript
A_00002_Wireless_PRO;Speaker 1;00:00;00:00;"はい。"
A_00002_Wireless_PRO;Speaker 1;00:01;00:02;"あ、それ何?それマイク?"
A_00002_Wireless_PRO;Speaker 1;00:02;00:03;"これマイクで。"
A_00002_Wireless_PRO;Speaker 1;00:03;00:03;"あ、そうなんですか?"
A_00002_Wireless_PRO;Speaker 1;00:04;00:05;"そう、こんなちっちゃくなってる。"
A_00002_Wireless_PRO;Speaker 2;00:06;00:08;"私の、その、職場が。"
A_00002_Wireless_PRO;Speaker 1;00:09;00:10;"ここ何言ったの?"
A_00002_Wireless_PRO;Speaker 1;00:10;00:11;"あ、それは便利。"
A_00002_Wireless_PRO;Speaker 1;00:11;00:12;"えぇ。"
A_00002_Wireless_PRO;Speaker 1;00:13;00:14;"そうなんですね。"
A_00002_Wireless_PRO;Speaker 1;00:14;00:15;"手につけます。"
A_00002_Wireless_PRO;Speaker 1;00:16;00:16;"よいしょ。"
A_00002_Wireless_PRO;Speaker 1;00:19;00:19;"じゃあ、あの、"
A_00002_Wireless_PRO;Speaker 3;00:20;00:23;"マイクのお話をお願いします。"
A_00002_Wireless_PRO;Speaker 3;00:23;00:23;"お願いします。"
A_00002_Wireless_PRO;Speaker 3;00:23;00:23;"とー、"
A_00002_Wireless_PRO;Speaker 3;00:27;00:28;"50分間、"
A_00002_Wireless_PRO;Speaker 3;00:29;00:34;"「雑談」が流れるという、リラックスした番組の割には攻めた企画でして"
A_00002_Wireless_PRO;Speaker 3;00:34;00:38;"動画はレギュラーで、毎月にもやらせてもらっているんですけど"
A_00002_Wireless_PRO;Speaker 1;00:39;00:40;"何時ですか?"
A_00002_Wireless_PRO;Speaker 1;00:41;00:42;"何時の日?"
A_00002_Wireless_PRO;Speaker 1;00:42;00:43;"夜8時から"
A_00002_Wireless_PRO;Speaker 1;00:43;00:44;"夜8時?"
A_00002_Wireless_PRO;Speaker 1;00:45;00:47;"8時、8時、55分"
A_00002_Wireless_PRO;Speaker 1;00:47;00:48;"すごい、結構プライムタイム"
A_00002_Wireless_PRO;Speaker 2;00:50;00:51;"ご飯作ってる時とか"
A_00002_Wireless_PRO;Speaker 2;00:51;00:53;"そう、ラジオだから聞きながらで"
A_00002_Wireless_PRO;Speaker 2;00:57;00:58;"なるほど"
A_00002_Wireless_PRO;Speaker 3;00:58;01:00;"基本的には 研究者の方に"
A_00002_Wireless_PRO;Speaker 3;01:01;01:04;"アネビックな方に出てもらうことが多いですけど"
A_00002_Wireless_PRO;Speaker 3;01:05;01:11;"とはいえ、2人でハイスパートにハードコアなハードトークをするというよりは"
A_00002_Wireless_PRO;Speaker 3;01:11;01:17;"今日なんかは公演でやるんですけど、 真似に見せるものみたいなところから"
A_00002_Wireless_PRO;Speaker 1;01:18;01:24;"雑談から始まって、だんだん番組の後半だとちょっと深い話もしてもいいかなと"
A_00002_Wireless_PRO;Speaker 1;01:24;01:25;"深い話"
A_00002_Wireless_PRO;Speaker 1;01:26;01:27;"深い?"
A_00002_Wireless_PRO;Speaker 2;01:28;01:29;"生きるとは何か"
A_00002_Wireless_PRO;Speaker 1;01:30;01:30;"それは深いな"
A_00002_Wireless_PRO;Speaker 3;01:33;01:34;"でも"
A_00002_Wireless_PRO;Speaker 3;01:36;01:37;"お二人の"
A_00002_Wireless_PRO;Speaker 3;01:37;01:38;"専門領域の"
A_00002_Wireless_PRO;Speaker 3;01:39;01:40;"関心の部分で"
A_00002_Wireless_PRO;Speaker 3;01:40;01:43;"今こんなこと考えてますみたいな話があっても"
A_00002_Wireless_PRO;Speaker 3;01:43;01:43;"全然いい"
A_00002_Wireless_PRO;Speaker 3;01:44;01:46;"でもあんまり気にせず"
A_00002_Wireless_PRO;Speaker 3;01:47;01:47;"目につくもの"
A_00002_Wireless_PRO;Speaker 3;01:47;01:50;"今日せっかく原宿の上から見てますから"
A_00002_Wireless_PRO;Speaker 2;01:50;01:52;"そういうところから"
A_00002_Wireless_PRO;Speaker 2;01:52;01:53;"した方がいいと思ってない"
A_00002_Wireless_PRO;Speaker 3;01:56;01:58;"進めてというか雑談してもらってなるぞ"
A_00002_Wireless_PRO;Speaker 2;02:04;02:09;"ブーブー もう石川さんと私がどれくらいお互いを"
