"Speaker Name","Start Time","End Time","Text"
"山本4","03:00:33:15","03:01:17:00","昔だったら、言うたら教科書レベルでみんなが知ってる作品っていっぱいあるわけですね。今も部分的に存在すると思いますけど、それがいわゆる教科書レベルと言いましたけど、私たちの規範形成に繋がってたわけですね。つまり、手塚治虫を読んで絶対読んでて、長寿社会は進歩すると絶対に思うとか未来がいいもんだって思うとか、科学はいいもんだって思うとか、あるいはそういうようなパーティーを作って敵を倒すことができるんだとか、そういうそういうサブカルチャーによる規範形成っていうものが、今やもうそういう規範的な物語"
"山本4","03:01:17:00","03:01:36:11","って面白くないって思われるんだっていう風に思います。もっとどぎつくて、もっと短いタイミングで面白くてっていうような、そういう、そこもサブカルチャーによる規範形成も、それこそ悪いけれども、作家性というよりは資本のパワーで塗り込められているように私なんかには見えてしまいますね。"
"山本4","03:01:36:15","03:02:01:00","いかにうまく話をつないで、いかにビュー数を取っていくのかっていうところに特化していた職人集団がいっぱい育ってるけど、では作家性とかって言われるかつての言葉で作家性と呼んでたような属性のある表現者で、表現者や監督たち、いったいどれぐらい私たちの社会が抱えてるんだろうって思います。"
"山本4","03:02:01:02","03:02:14:17","それは炭鉱のカナリア理論でいくと、あの人たちが制作者の質が下がったとかじゃなくて、私たちの社会の代表なんだというふうに私は捉える立場なんですけれども。"
"吉田4","03:02:14:19","03:02:30:01","物語であるか、大きいか小さいかはともかく、そう思うんですけど、物語である限り、何か規範ってありますよね。じゃないと物語として機能しないじゃないですか。表現方法とか質とか。"
"吉田4","03:02:30:03","03:02:47:12","幅とかは変わっているかもしれませんけど、そこに物語性が求めてるっていう意味では変わってなくて。物語であるためには何らかの善なる規範が示されてっていうのは変わらないんじゃないかと僕はいつも。"
"D4","03:02:47:12","03:02:49:14","思うんですけど。"
"山本4","03:02:49:16","03:03:10:10","まあ確かに大衆文化、サブカルチャーのいいところっていうのは、昔から同じ物語構造を了解しながらやり続けるっていうところで、義侠心の持った悪とか、最後は必ず問題解決してくれる探偵とか、そういったものを一生懸命やり続けてるんですけど、どうしたんでしょうね。"
"山本4","03:03:10:12","03:03:25:06","これは本当に主観になるんだけど、いろんな作品を見てて、しみじみとこの社会のあれもこれしかないからやめておこうかな。"
"山本4","03:03:25:08","03:04:00:18","にしみじみと俺が、自分が生きているこの社会を表している登場人物だなとか、あ、こういう顔の悪い奴いるなとか思うことって自分が欲しいってことかもしれないけど、出てきたって思うんですよね。面白いは本当によくできてるなって思うけれども、何かそれを見て、じゃあ明日私が職場で何か、そこで働く山本の内面が少し揺さぶられたり変わったりしたのかというと、あんまりそんなことってないんですよね。"
"山本4","03:04:00:20","03:04:16:07","本当によくできた、いいものにしてもらった。ありがとう、楽しかった、じゃあ次になっちゃう。何かを。そうか、世界のそうかのどういったような。それでもやっぱり主観や主観やねん。すみません。"
"吉田4","03:04:16:09","03:04:21:03","物語作品ってそういうものなんですか？捉えられないのでしょう。"
"山本4","03:04:21:05","03:04:50:03","そういう中でも物語性は今も機能してるけれども、どうだろうね。やっぱり成長とか自分が成長してかつっていう物語は今もいっぱいあるんですよ。一生懸命秘密になればならないからね。でもそれがどうだろうね。私は自分の所属している集団に何か還元されるような勝ち方っていう感じはあんまりしないんですけどね。"
"吉田4","03:04:50:05","03:04:54:06","それはそうですよね。それは個人化してる。"
"山本4","03:04:54:08","03:05:13:05","のかなという気がしますね。だからものすごくわかりやすく言うと、最後の最後に桃太郎が財宝を持って帰ってきてくれて、みんな豊かになりましたみたいな物語でもリアリティ持てないっていうのが、個人が勝っていく物語。ヒーローヒロインの勝利の物語にどうしても見えちゃうっていうところは。"
"吉田4","03:05:13:06","03:05:28:21","あるかな。別の刃例えば城で母親が死ぬんだけど、なんで好き人間になりなさいって言うわけじゃないですか。彼の仲間と一緒に鬼退治をするわけじゃないですか。そこにやっぱり規範性はありますよね。"
"山本4","03:05:28:23","03:05:54:02","そうだと思いますよ。それはつまり、悪を倒すという規範性はもちろんあるんだけれど、じゃあね、あの結末は最後数10年後、みんな戦ってくれた人はありがとうみたいな感じで終わって、結局はもう戦いって何やってやろうっていうところの意味づけとかが、僕はものすごく弱いって思っているんですよね。"
"山本4","03:05:54:04","03:05:59:09","なんで戦ってたのか。それ言い出したらもうそれに出したらもう全部同じ。"
"吉田4","03:05:59:11","03:06:01:07","ものっぽい。"
"山本4","03:06:01:09","03:06:17:04","っていうところ。あと、あれは徹底して鬼を殺し続けるってことだけは殲滅し尽くしたいという欲望は何か感じましたけど、でもそれは各論になりますから。すいません。"
"D4","03:06:17:06","03:06:21:17","を作るぐらいのことではなかなか評価されないですかね。"
"不明","03:06:21:19","03:06:27:21","そういうのもあるのか。"
"D4","03:06:27:23","03:06:30:07","なとかなんとか、そういう。"
"不明","03:06:30:09","03:06:34:06","ことはいいんだと思うんです。今は。"
"D4","03:06:34:08","03:06:50:12","小さな意味意味じゃなくて、こぼれ落ちているようなところがもう少しそれこそ方法として、それこそさっき相対化という言い方をされましたけども、相対化したい。"
"不明","03:06:50:14","03:06:55:13","という方は、それこそどこかまだ残ってるかな。"
"D4","03:06:55:15","03:06:56:11","何か何らかの。"
"不明","03:06:56:11","03:07:02:13","形でこの国というかでもいいんですけど。"
"D4","03:07:02:15","03:07:13:18","少し激しくアメリカのように比較的こう振り子のように振れるわけがないような言い方が。ちょっと少しそういう希望があるかもしれませ。"
"吉田4","03:07:13:18","03:07:22:08","最後思ってしまったんですけど、むしろ希望がなくなってきました。"
