"Speaker Name","Start Time","End Time","Text"
"D1","00:00:01:01","00:00:07:12","では。"
"D1","00:00:07:14","00:00:16:11","生活をやってみたい。"
"D1","00:00:16:13","00:00:32:10","方なので。"
"D1","00:00:32:12","00:00:46:00","古着も。"
"D1","00:00:46:01","00:01:02:20","ほどでもない。"
"D1","00:01:02:22","00:01:12:02","が見つけます。していただければと思います。"
"D1","00:01:12:04","00:01:25:09","ということで。大阪での収録ができましたが、ポケットに日本語の番組なので。"
"D1","00:01:25:11","00:01:47:10","大阪の風にならない。ここでお互いを呼び合う時に。"
"D1","00:01:47:12","00:01:50:17","住んでいなければ。"
"大津留1","00:01:50:18","00:01:53:03","カッコキタはです。"
"D1","00:01:53:05","00:01:53:18","こと。"
"大津留1","00:01:53:18","00:02:58:22","であるよと自分の方で気を遣って、各国人からそこまで。"
"吉田1","00:02:59:00","00:03:06:16","今そっちが早朝ですよ。"
"吉田1","00:03:06:18","00:03:18:06","そうですか、そうですよ。"
"D1","00:03:18:07","00:03:24:17","適当ですよ。"
"山本1","00:03:24:19","00:03:26:13","マイクと質問をお金で。"
"吉田1","00:03:26:15","00:03:29:12","聞こえてますでしょうか？"
"山本1","00:03:29:14","00:03:33:08","席順はこれでいいですか。"
"山本1","00:03:33:10","00:03:44:05","じゃあ方向性は帰っちゃうけど。ここはっぽいが家。"
"D1","00:03:44:07","00:03:48:23","から準備ができたら認定なのに任せている。"
"山本1","00:03:49:04","00:03:51:20","拾ってるからの話を出し合って。"
"大津留1","00:03:52:02","00:03:53:16","これはベストに頼ってる。"
"D1","00:03:53:19","00:04:13:02","話はそれでもマイクでこちらで収録しています。"
"D1","00:04:13:04","00:04:26:11","なので、僕と皆さんの話を聴いているだけで、タイムキープくらいしか本当にこの番組ディレクターが割り込む場所はないですが、ざっくり。"
"D1","00:04:26:13","00:04:51:10","事前にお送りしたメールの要点とかで流れて流れをご案内していると思いますけど、なんとなく時事ネタというかはじめましてもありますので、ちょっと雑談があればそこからスタートしてもらって、大阪みたいなことから始めればそれでいいかなとなっていますが。"
"D1","00:04:51:12","00:05:07:07","なので、収録準備ができても問題なく収録できているのを確認できたけど、今の段階で何かいうか収録みたいなことを。"
"D1","00:05:07:09","00:05:14:10","内容というよりは技術的なか何かその辺で確認しておきたいことと。"
"大津留1","00:05:14:12","00:05:18:16","詰まったとき、詰まったときて、あとでそこを切っていただけるんですか？"
"D1","00:05:18:18","00:05:21:00","なしでも。"
"大津留1","00:05:21:02","00:05:22:09","詰まったらつまった。"
"D1","00:05:22:11","00:05:38:11","が。放送時代が5050件を107。ちょっとヤバイです。クレイジーな番組ですけど、それ全部で18030万ぐらいをつけていただきますので、突然全然変わってしまいます。"
"大津留1","00:05:38:13","00:05:39:05","ありがとうござい。"
"D1","00:05:39:05","00:06:06:07","ます。ただ、何しゃべろうかなというのはむしろ味でもありますし、その考えをめぐらせている時間みたいなことがその場にいる雰囲気になりますので、あんまりまとまってからしゃべってもらっても全然大丈夫というか、そんなに矢継ぎ早に激論する番組じゃないので、後、ところどころ正常ボートが通っていれば、それについて。"
"D1","00:06:06:09","00:06:23:22","の。何かそういう話をしてもらって、人が歩いていればそういう話をの景色とか雰囲気を感じながら聞いている方もいますのでというところですかね。スタジオのニュース番組と違って短く。"
"D1","00:06:23:22","00:06:29:15","情報というよりはむしろこの空気感の中でが。"
"D1","00:06:29:15","00:06:37:05","思って先に彼はしてますけども、ちょっと困るんですね。"
"D1","00:06:37:06","00:06:42:13","みなさんも当然ありますから、その中で。"
"D1","00:06:42:15","00:06:45:13","感じています。"
"D1","00:06:45:15","00:06:48:21","から、だんだん話が深まっていけばいいかなと思います。"
"D1","00:06:48:22","00:06:53:11","ただ、今彼がここで。"
"D1","00:06:53:13","00:07:02:16","空間情報っていうのが大事になります。スタジオとは違う。"
"D1","00:07:02:18","00:07:07:23","紹介されたことなんだ。"
"D1","00:07:08:01","00:07:09:22","からプレートですから。"
"大津留1","00:07:10:00","00:07:15:18","結構。"
"吉田1","00:07:15:20","00:07:27:17","最近、日本人って外で写真を撮るようになりまして、もともと中国の人たちが日本でやるように。"
"大津留1","00:07:27:19","00:07:28:19","今、お昼。"
"D1","00:07:28:19","00:07:45:23","になりましたから、音がよければやってくださいと。ちょっと今皆さん始めたらして、アイドリング時。"
"大津留1","00:07:46:01","00:07:57:01","今お昼なんですけども、年末に来るとあそこをずっとライトアップして、クリスマスのちょうど今ここに来るまでの間、とっても堪えた。"
"山本1","00:07:57:01","00:08:04:21","ことになるます。あります。きれいですよね。きれいです。ぶらぶら散策するには一番で。"
"吉田1","00:08:04:23","00:08:23:05","これ来るといつものパリの知人っていうのがセーヌ川の真ん中にあるんですけど、ちょっとセッティングに入ってますよね。両岸があって、真ん中にこう島があって、そこにいろいろ建築物があって、いつも何か懐かしく思うんですけどね。と。"
"山本1","00:08:23:07","00:08:33:13","よくイベントもやってますし、ついこの間も古着のイベントがあって、結構天気さえ良ければいろいろなことができる空間で。"
"吉田1","00:08:33:15","00:08:38:04","それでもこの中央公会堂。"
"吉田1","00:08:38:06","00:08:54:13","岩本栄之助さんっていう人が資本家で寄付して建てたらしいんですけど、その頃は何もなかったらしいですね。なので何か町のシンボルになるようなものっていうので、あれを建てたそうなんですけど。"
"大津留1","00:08:54:15","00:08:59:08","こちらの美術館も好きで。"
"大津留1","00:08:59:10","00:09:03:01","美術館常設してるだけでも。"
"D1","00:09:03:03","00:09:07:04","さんのマイクをお借りしていいですか？"
"大津留1","00:09:07:06","00:09:12:17","と言ったから、消えたかパフォーマンス大丈夫ですか？"
"D1","00:09:12:19","00:09:22:08","ちょっと確認します。"
"山本1","00:09:22:10","00:09:24:16","こんな感じと思うんですね。"
"吉田1","00:09:24:18","00:09:28:09","本当。"
"吉田1","00:09:28:11","00:09:32:22","です。"
"大津留1","00:09:33:00","00:09:36:04","大丈夫ですか？そうっと入れます。"
"山本1","00:09:36:06","00:09:43:19","美術館と同じか同じ音。"
"山本1","00:09:43:21","00:09:48:16","さっきここへ来る途中、中川家の剛さんとすれ違い。"
"吉田1","00:09:48:18","00:09:50:15","の収録してた。"
"山本1","00:09:50:16","00:09:59:12","んがラッキー。よし、今日はやっぱいいことあるんじゃないかなと思ってきましたけどね。"
"吉田1","00:09:59:14","00:10:07:16","テレビもなく、まち歩き番組って増えましたよね。4時よりもね。そうですね。APPLEは普通に歩いてお店とかいったり。"
"山本1","00:10:07:16","00:10:08:03","確かに。"
"吉田1","00:10:08:03","00:10:12:12","するのものは。"
"大津留1","00:10:12:14","00:10:18:11","結構キャンパスの中でもやってる時があったり、何か映ったりし。"
"D1","00:10:18:13","00:10:19:06","て。"
"吉田1","00:10:19:08","00:10:21:17","ですね。お笑いの人。"
"大津留1","00:10:21:19","00:10:31:01","はさすがにキャンパスの中で何か高校生の皆さんにこの辺はこんなのがあって、学生さん。"
"吉田1","00:10:31:02","00:10:32:19","ガイドツアーの。"
"大津留1","00:10:32:21","00:10:35:23","ボランティアを作ったりしていて、確か。"
"山本1","00:10:36:00","00:10:40:12","に関大も同志社も絵になるから取材はしやすそうですね。"
"吉田1","00:10:40:14","00:10:45:11","ありますね。サークルとかね。やってますね。観光客の。"
"大津留1","00:10:45:12","00:10:49:21","結構教員が知らないところ知ってたりして、耳をそばだてて。"
"吉田1","00:10:49:23","00:10:50:08","勉強。"
"大津留1","00:10:50:08","00:10:58:22","していた。そう。"
"山本1","00:10:59:00","00:11:14:12","何かその事前にいただいていたやつを見ると、なんか最近の世界情勢から入っていけという感じをしたんですけど。"
"吉田1","00:11:14:13","00:11:21:07","やっぱりこれ本当です。なんでしたっけ？5月3日、5月。"
"吉田1","00:11:21:09","00:11:22:23","ちょっと先なのか。"
