"Speaker Name","Start Time","End Time","Text"
"山本3","02:00:00:13","02:00:14:01","ってとこなんやっていうのを私はよく学生には言うんですけど、説教にしか聞こえないでしょうけどね。そんなもん、教員が言ったところで自分で示すしかないかなと思ってます。"
"大津留3","02:00:14:03","02:00:31:12","が、その意味ではコーナーはかなり過激でしたね。が、画面を通してしか言えないっていうのが、人間性がこういう感じ。"
"山本3","02:00:31:14","02:00:39:00","そうですね。時間が。"
"山本3","02:00:39:02","02:01:17:21","ZOOMでも随分と代替できるし、授業も大学によっては1回目と最後はオンラインでやりなさいって言われるようになるし、それは別に全然いいことだと思うんだけど、基礎が合理的でいいと思うんです。やっぱりやっぱりさっき私は緊張感というか身体性とかね、同じ空間で汗かいて一生懸命しゃべっている人が何人もいるっていうような、こう身体と結びついた空間認知としての公共の感じ方っていうのは、やっぱりいい意味で対面とオンラインのバランスをとっていく時期に来てるっていうふうには思い"
"山本3","02:01:17:21","02:01:20:19","ますね。それは仕掛けの作り方の問題ですけどね。"
"吉田3","02:01:20:21","02:01:28:21","さっき宮本さんの話で、経済的に成功しちゃったからというので思い出したんですけど。"
"吉田3","02:01:28:23","02:01:46:02","日本ってヨーロッパから日本に来るように、日本からヨーロッパに行って、見知らぬ人とどういうふうに知り合うのか、あるいは自己紹介する。日本って名刺交換しないとまず話始めないですよね。"
"山本3","02:01:46:04","02:01:48:15","とりわけ名刺交換するまで待ってたもんね。"
"吉田3","02:01:48:15","02:02:02:11","僕はすごく職業についていて。で、それは例えばプライベートな場でも名刺交換する人いるんですよ。商談になったらもちろんしますけど。"
"吉田3","02:02:02:13","02:02:28:04","ヨーロッパって基本、自分にファンクションが与えられている。それはカフェで店員さんと、それからお客とか契約先と取引先と発注先とっていう、そういう場合は一応上下とかヒエラルキーとか権威っていうのがそこに付随するんだけれども、その場所から一歩出ると、基本的に関係がフラットですよ。"
"吉田3","02:02:28:06","02:03:03:16","それは男女、年齢関係なくフラットになる。さらにその傾向も強まっている印象があるんですけど、日本だと何かいろいろな職業とか社会的なステータスみたいなのがどこまでもついてくるのはありますよね。ある人は本当、鈴木寛っていう民主党の政治家がいましたけれども、彼が熟議の場を、社会をつくろうって民主党政権時代になるんですけど、一番どうにもならないのが、丸の内アイヒマンだって言ってた。"
"吉田3","02:03:03:18","02:03:15:23","エリートサラリーマンは熟議しようと思ってもできない。それは社会的なポジションを日本航空しかできないから。そんな非民主的な態度ではないんですよね。"
"大津留3","02:03:16:01","02:03:21:08","こう、もうちょっとこう、自分自身が所属先と切り離して存在していない。"
"吉田3","02:03:21:10","02:03:26:06","そういうことですよね。だから、何をやってますとか、部長でしたみたいな。"
"山本3","02:03:26:08","02:03:28:04","ことを企業に丸抱えっていう。"
"吉田3","02:03:28:04","02:03:29:10","そういうこと存在。"
"大津留3","02:03:29:10","02:03:32:06","家族もそうですよ。何さんの。"
"山本3","02:03:32:08","02:03:32:21","そうそうそう。"
"大津留3","02:03:32:21","02:03:34:16","さんとか何。"
"吉田3","02:03:34:18","02:03:36:18","ですかね、内々で。"
"大津留3","02:03:36:20","02:03:39:00","特に社宅なんかね。"
"吉田3","02:03:39:02","02:03:43:15","場合によってはそれが小学校にまで持ち込まれることもあるわけ。"
"不明","02:03:43:15","02:03:47:16","ですよね。"
"不明","02:03:47:18","02:03:49:15","それは日本の。"
"山本3","02:03:49:17","02:03:51:05","興味深い不思議なところです。"
"吉田3","02:03:51:05","02:04:02:04","よね。大阪と大阪、ちょっとやっぱりね、そういう部分とは違うんだなという感じはするんですよ。人との距離が近い感じですね。"
"山本3","02:04:02:06","02:04:07:06","それはありますね。うん、あるかもしれ。"
"D3","02:04:07:08","02:04:31:12","今、日本の個人主義が未熟みたいな話になってたのかなと思うんですけど、ちょっと民主主義の民主主義なるもの、民主主義性みたいなものっていうのが社会の制度だけじゃないよねみたいな話があって、それが輸入のために連れてきて、時間差がある。"
