"Speaker Name","Start Time","End Time","Text"
"話者 1","00:00:07:19","00:00:21:16","いい方法かもしれないですね。"
"話者 1","00:00:21:18","00:00:30:18","それを読みながらという話です。200万。"
"伊藤","00:00:30:20","00:00:33:13","と思いつつ。"
"話者 1","00:00:33:15","00:00:39:22","は。"
"話者 1","00:00:40:00","00:00:45:15","実行する。"
"話者 1","00:00:45:17","00:00:57:19","ビジネスなので一番こうなります。中山先生にして。"
"話者 1","00:00:57:21","00:01:02:09","ここ何度か。"
"話者 1","00:01:02:11","00:01:09:23","で。"
"船曳","00:01:10:01","00:01:18:00","先生を。"
"話者 1","00:01:18:02","00:01:43:14","信じたらもう一回ですね。は結果が出ない。"
"話者 1","00:01:43:16","00:02:12:05","ですね。"
"話者 1","00:02:12:07","00:02:16:01","こう。"
"話者 1","00:02:16:03","00:02:36:02","ですね。そう。"
"船曳","00:02:36:04","00:02:43:16","この中で。"
"話者 1","00:02:43:18","00:02:51:21","この何度の。"
"話者 1","00:02:51:23","00:03:02:22","ここかな。"
"船曳","00:03:03:00","00:03:10:11","これは。"
"船曳","00:03:10:13","00:03:14:01","これは。"
"船曳","00:03:14:03","00:03:23:22","こんなところですか。"
"船曳","00:03:24:00","00:03:25:14","ます。はい。"
"伊藤","00:03:25:16","00:03:31:00","はい。じゃあ私の方も大丈夫でしょうか？"
"伊藤","00:03:31:01","00:03:35:21","買いました。"
"話者 1","00:03:35:23","00:03:42:18","はい。これ。これ。"
"船曳","00:03:42:20","00:03:43:06","になる？"
"話者 1","00:03:43:10","00:03:44:03","そうですね。"
"伊藤","00:03:44:03","00:03:45:14","こうですね。"
"話者 1","00:03:45:16","00:03:51:16","完全に。"
"話者 1","00:03:51:18","00:03:55:15","ですね。ここで。"
"伊藤","00:03:55:17","00:04:01:04","出。"
"船曳","00:04:01:06","00:04:09:00","にも言われる通り。"
"伊藤","00:04:09:02","00:04:15:23","です。"
"伊藤","00:04:16:01","00:04:19:07","すごいですね。"
"伊藤","00:04:19:09","00:04:22:15","ですね。"
"話者 1","00:04:22:17","00:04:25:03","確かに。"
"船曳","00:04:25:05","00:04:30:04","それからそれから。"
"船曳","00:04:30:06","00:04:33:11","それが右に入るのが。"
"伊藤","00:04:33:12","00:04:34:17","いい。"
"船曳","00:04:34:19","00:04:57:10","という。"
"話者 1","00:04:57:12","00:05:06:04","れました。"
"話者 1","00:05:06:06","00:05:09:06","よね。"
"話者 1","00:05:09:08","00:05:11:17","入れ。"
"船曳","00:05:11:19","00:05:18:17","ますかね。でもね。"
"伊藤","00:05:18:19","00:05:27:06","直前からですね。"
"伊藤","00:05:27:07","00:05:30:11","私こういう感じなんですか？"
"話者 1","00:05:30:13","00:05:32:19","みたいな。"
"伊藤","00:05:32:21","00:05:34:15","はいはいはい。"
"話者 1","00:05:34:17","00:05:37:03","って言うん。"
"伊藤","00:05:37:05","00:05:39:16","ですよね。"
"伊藤","00:05:39:18","00:05:42:06","皆さん。"
"伊藤","00:05:42:08","00:05:44:02","はい、大丈夫です。"
"船曳","00:05:44:04","00:05:50:02","あなたはなぜかあった。"
"船曳","00:05:50:04","00:05:58:07","すごいの。直前記憶がね。超自覚になって。"
"船曳","00:05:58:09","00:06:03:16","75秒ぐらいがね。"
"船曳","00:06:03:18","00:06:07:00","すごい多いんですよ。それは。"
"話者 1","00:06:07:02","00:06:12:07","人は。"
"伊藤","00:06:12:09","00:06:24:12","いいですね。はい。雑談からですね。"
"話者 1","00:06:24:14","00:06:40:04","家。"
"船曳","00:06:40:06","00:06:42:09","からビジネス。"
"伊藤","00:06:42:11","00:06:58:07","します。今日はですね、すごくいいところねって感じですが、普段使って。"
"伊藤","00:06:58:09","00:07:17:14","大切ですよね。私も普段研究所はある大学、国際大学ですけど、そこの人がそうそうんですか、先生。"
"船曳","00:07:17:16","00:07:19:07","今俊平。"
"伊藤","00:07:19:09","00:07:20:23","来。"
"船曳","00:07:21:01","00:07:26:18","て、後輩もグローバルに人がいたりする。"
"伊藤","00:07:26:18","00:07:32:21","ので、まさに私も公文。"
"伊藤","00:07:32:23","00:07:42:15","で、大学の方は月に一回ぐらいなんですけど、この時期も何年も続け。"
"伊藤","00:07:42:17","00:07:48:20","てくれてですけどね、もう銀世界。"
"話者 1","00:07:48:20","00:07:49:14","っていうかです。"
"伊藤","00:07:49:14","00:08:00:18","ね、同じに見えるという感じで。ここまですごいつくづく思うんですけども。"
"船曳","00:08:00:20","00:08:07:06","けど、だけど駅も外で雪の。"
"伊藤","00:08:07:08","00:08:15:16","話がね、安曇野。"
"伊藤","00:08:15:18","00:08:24:13","1万人ぐらいの国道が。"
"伊藤","00:08:24:15","00:08:42:00","車で。そうですね、高校行くようになったのはいくんですけれども、行動範囲はすごく閉じた。今思う時代を過ごしているというふうに思う。"
"伊藤","00:08:42:02","00:08:44:04","神代はいはい。"
"船曳","00:08:44:06","00:08:54:13","これ2、3年ぐらい続けて。"
"船曳","00:08:54:15","00:09:07:17","昔、学生村とかいうのお店があって、1日1泊3日でお客。"
"船曳","00:09:07:19","00:09:11:08","と。800円、2,500円。"
"伊藤","00:09:11:08","00:09:12:15","でも、それでも。"
"船曳","00:09:12:17","00:09:15:12","大きくなっています。"
"伊藤","00:09:15:14","00:09:16:07","学生時代。"
"船曳","00:09:16:12","00:09:21:21","学生時代に増えてました。その3連続して。"
"伊藤","00:09:21:23","00:09:26:23","いろんな学生が集まっていまして。"
"船曳","00:09:27:01","00:09:34:08","そのうちだけで3部屋ぐらいそうなっていて、この今でも。"
"伊藤","00:09:34:10","00:09:35:11","すごいですね。"
"船曳","00:09:35:11","00:09:41:13","説明をさせ。"
"船曳","00:09:41:15","00:09:48:05","なく。"
"伊藤","00:09:48:07","00:10:03:01","今も最近あんまりやらない。子供の頃、毎週連れていて様子が変わってね、私。"
"伊藤","00:10:03:03","00:10:17:22","今、スキー場で駐車場の整備する。そうする。ここ最近は本当にインバウンドの方がすごく多い。"
"伊藤","00:10:18:00","00:10:29:17","と思うんですね。平日昼間8割、9割で。"
"船曳","00:10:29:19","00:10:54:23","5本を読まさせていただいて、そういういろいろなことを思い出しました。ところは多分冬が来ても実は来ないのね。それで長野のいろんな自治体が、学生の、例えば本を。"
"伊藤","00:10:55:01","00:11:00:23","引き受けるという。"
"船曳","00:11:01:01","00:11:06:09","年もないんですよ。それに。"
"船曳","00:11:06:11","00:11:09:16","は。"
"船曳","00:11:09:18","00:11:14:21","本をと言い。"
"伊藤","00:11:14:23","00:11:17:08","ながら、同じさの。"
"船曳","00:11:17:10","00:11:28:17","長野があってください。マイナスにしろ。そうさんの。"
"船曳","00:11:28:19","00:11:38:06","なるほど。言って。ねと。"
"伊藤","00:11:38:08","00:11:42:05","並木さんは出身たでした。"
"船曳","00:11:42:05","00:11:45:16","東京では東京の高さです。"
"伊藤","00:11:45:18","00:11:53:08","はいはいはい、結構結構頭の中の頃なんかは。"
"伊藤","00:11:53:10","00:11:55:02","どうだったのですか。"
"船曳","00:11:55:04","00:12:07:05","ずっと。例えば小学校の関西の親戚を訪ねたり、それが一番の旅行。"
"船曳","00:12:07:07","00:12:10:10","さんに行ったりとか。"
"船曳","00:12:10:12","00:12:14:20","あとはそれこそ修学旅行。"
"伊藤","00:12:14:22","00:12:18:15","兄弟で。"
"伊藤","00:12:18:17","00:12:33:13","かなり見た目になっていた生物ですけど、戦後すぐの日本の戦後日本の交通があって。"
"伊藤","00:12:33:15","00:12:36:17","全然違うしますよね。"
"船曳","00:12:36:17","00:12:42:20","そうです。"
"船曳","00:12:42:22","00:13:03:04","けど、やっぱり一番印象深かったのが、本当にサービスのいいことを思って、旅に憧れて、外国旅行に憧れてて、ヨーロッパに行って。それが。"
"船曳","00:13:03:06","00:13:30:06","もちろん、というか、上昇志向の中で旅行をしする時も、いわば上昇志向はないわけだから、IQと結びついてたんだなと。だから後本読んで思います。そこはかなり最初の4、50ページ、びっくり。"
"船曳","00:13:30:08","00:13:39:17","するのは絶対人より先にしてるっていう人が。"
"船曳","00:13:39:19","00:13:48:12","日本を海外旅行している。だからこれは実は嫌々やっそうですねと。"
"伊藤","00:13:48:12","00:14:36:13","私も。そうだったし、ターニングポイントがあったなと思っていて。子供の頃でした。で、こう移動性は言えない。と。自転車乗っだったんですね。私の場合、30代タイミングでパレードには行ったものの、当時50年ぐらい前ですけど、東日本大震災後数年経つと、政治的にはいわゆる地方創生と言われる学校のカリキュラムにもそんなものが。"
"伊藤","00:14:36:15","00:15:19:07","とか、そんなこともあって、特に当時の地元にとって、地元で何かたいです。当時の教育のことや、分からないですけど、上田市に住んでて進んだ学校が環境と観光、今でも残ってたんですけど、環境学だったんですね。産業だった経済と環境のこと、環境のことのことだったので、ここに。"
"伊藤","00:15:19:09","00:15:23:01","年に一回。"
"伊藤","00:15:23:03","00:15:41:12","家に来た時に環境とまちづくりが結びつくんだね。なので何かポジティブなものがない。"
"船曳","00:15:41:14","00:15:50:04","わけではないんだなっていうのが。そういう環境は何10年も前から。"
"船曳","00:15:50:06","00:16:09:11","と読みました。あまり実感としては考えてなかったので、わかるではないんだぞっていうだけでも、私にとっては第材料で、ずっとそう確信していましたことなんだと思います。"
"伊藤","00:16:09:15","00:16:12:23","それ。"
"伊藤","00:16:13:01","00:16:16:16","自体は全部で全然違うし。"
"船曳","00:16:16:18","00:16:19:20","そうではないんです。"
"伊藤","00:16:19:22","00:16:26:20","話をしたいと言ってに自分に。"
"伊藤","00:16:26:22","00:16:37:05","それ。それはもしかしたらとてもいい方で、もしかしたら。"
"伊藤","00:16:37:07","00:16:40:05","的って。"
"伊藤","00:16:40:07","00:16:59:03","感じ。だと思います。経済的な部分ですね。こう拡大に伴って、移動に関しても同じような問題が出て来るようになって。"
