Speaker Name,イン点,アウト点,文字起こし,色選択
船曳2,00:00:00:18,00:00:45:06,高齢化率が65歳以上が60%だったかなに近づいているのか越すのかその地域は まさにそれが私の今の課題というか問題ですよ 3週間ほど前にも雪の中祭りが2月1日2日にあって 私の友人が当人祭りの当人になったので出かけていって 彼はもうちょっと体を壊しているので 酸素ボンベを持ちながらの役職の進行です,Violet
船曳2,00:00:45:07,00:00:47:22,それでその後全体のマネジメントを引き受ける世帯持ちというのは,Violet
船曳2,00:00:48:00,00:01:22:23,重要な仕事を結城君がやっていてというか もう55年前に出稼ぎで我が家にまだ20歳前後で 家にちょっと食事に来たその仲間たちが村の長老になって しかしながらその500年続いたお祭りがどうなるのかって言って そこを長く話し始めたらちょっとあれなんで 要するに危機に瀕しているし ちょっともう祭り自体はどうなんだろうというところまで来ているのです,Violet
船曳2,00:01:23:00,00:01:51:17,長い話を短くすればやっぱり見取るというのも一つの方法ですね それを言う人もいます トール君とか言ってもみんなトール君って言っても もう70歳のおじいさんだったりするっていう劇的な変化なんですけれども トル君はトル君のままで立派で,Violet
船曳2,00:01:51:19,00:02:12:16,斧をやっているのでこの前は東京の農学堂に来たりしてましたけれども 一つはそれ でも先ほど言ったそれを考えていたら ご存知でしょう風の谷のなんとかという本 安田勝人さん そうそうちょっとなんかね 分厚い本,Violet
船曳2,00:02:12:18,00:02:15:17,分厚い本 900ページもあるやつ,Violet
船曳2,00:02:15:19,00:03:00:19,あれを書評というか取り上げてた記事の中に 田舎にあって東京にないっていうのかな 地方にあってないものの一つに 一番最初に絶景っていうのをあげてるの いや絶景じゃ飯食えないだろうって もちろんツッコミは来るかもしれないけど その山形の黒川っていうところも行くと 今でも涙こみ上げそうなんだけど 出は散々の綺麗さと それから今年当任をやった彼が 20年ぐらい前に数十年前に植えた桜が もう見事だったの だから5月にもお祭りあるんだけど,Violet
伊藤2,00:03:00:21,00:03:03:18,なるほど。,Violet
船曳2,00:03:03:20,00:03:34:15,その前に4月にはこの絶景を見に来るからって言って それは本当に絶景で その近くの小学生中学生が 自転車に乗っていた時にあまりにも立派な桜があるので 上がってきておばちゃん見せてくださいって言って 子供が訪ねてきたぐらいの絶景がある あれは東京で大富豪でもなければ あんな桜は植えられない ちょっとね羊物の桜らしくて,Violet
船曳2,00:03:34:17,00:03:38:04,枝渡りが10メートル20メートルもあるようなすごいやつ,Violet
船曳2,00:03:38:06,00:03:43:03,でもそれだけじゃなくて,Violet
船曳2,00:03:43:05,00:04:28:00,確かにその風の谷の書評を書いてた方が田舎にあって東京には絶対ないものに絶景 もちろんこの東京駅のねこれも絶景だと思います そういう絶景っていうのが例えば長野でも山形でもある それが生きる時のそれじゃ飯食えないって言うけれども 心の問題として言えば 実はものすごくそこで潤ってるんですよね 住んでる人は 亡くなってから分かるし 離れると分かるけれども 離れなくたって分かってるな 離れると分かるって言ったのは今 それちょっと東京人のおごりでしたね,Violet
船曳2,00:04:28:01,00:05:06:05,住んでる人はそれは確信してます ただ住み続けるのにどうしたらいいかと ある集落で、伊藤さんなんかよくご存知のように、ある20個ぐらいの集落で、小学校に行ってる子が4人しかいないって。 その黒川で小学生の帰り道が心配だとおばあさんが言うわけ。 その時に、3年前かな、本当に身をもって感じました。 その人口縮減社会の怖さっていうのが,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_1
伊藤2,00:15:41:05,00:15:45:13,はい、ですよね。 ぜひ、ぜひ、この辺の話も。,Rose
伊藤2,00:15:45:15,00:15:56:22,いいですよね。 逆に、私からずっと話を振ってみたいな構図ではあるので、あれですし、ここで。 ここよく残りましたよね,Rose
船曳2,00:15:57:00,00:16:02:22,いやほんとすぐに 残った?残った?,Rose
船曳2,00:16:03:00,00:16:17:11,つまり東京駅から皇居までのところを低くして風を通すようにしてっていう 珍しく東京で都市計画というのが わかりますよ,Rose
伊藤2,00:16:17:13,00:16:30:09,わかりますよ 都市計画って基本的に移動というのはあるし都市計画に依存するところってかなりあるので そこは密接に結びついてますし かなり移動ってそういった意味ではまさに政治的で経済的で社会的なものだと思うので,Rose
船曳2,00:16:30:11,00:16:31:16,的。,Rose
伊藤2,00:16:31:18,00:16:40:11,それは本当東京駅は私もですし 特にうちでいうと私の妻がすごいこの辺りが好きで,Rose
伊藤2,00:16:40:13,00:16:51:12,何が好きっていうわけではないんですけど この空気感が好きっていうので すごい個人的な話なんですけど ちょうど私1年ぐらい前に結婚したんですね 結婚してありがとうございます,Rose
伊藤2,00:16:51:14,00:17:26:13,結婚式とかウェディングフォトっていうんですかね 結婚写真撮らなきゃいけないねって言いながら ずるずる今日まで来ているんですね 来てるんですけど まだなんか実は妻がそこが好きってのもあって まだ確定ではないんですけど 今東京駅の前でウェディングフォトを撮るっていうのは 一個流行ってるというか 一個キャッチーなものとして人気で 妻もこれいいねって言ってて なんか最近そんな計画があるっていう すごい個人的な話なんですけど でもそれもやっぱりこの都市計画ありきな気はするんですよね こういうふうに残って,Rose
伊藤2,00:17:26:13,00:17:39:20,こういうふうに残って ちょっと具体的に出しちゃうとあれかもしれないですけど 例えば私今出やすい駅って渋谷とかなんですけど 渋谷駅とかでそういうふうに駅がドーンとあって 道が通っていて取れるかっていうと多分無理ですし 新宿池袋みたいな,Rose
伊藤2,00:17:39:22,00:17:42:01,新宿池袋みたいな,Rose
船曳2,00:17:42:03,00:17:51:10,渋谷は昔渋谷によく行っていた身としては大学の近くで もうよく老人たちに,Rose
船曳2,00:17:51:12,00:17:55:02,同い年老人が渋谷に行けないね 入ったら迷子になっちゃって出てこれないねって言って,Rose
船曳2,00:17:55:04,00:17:57:12,入ったら迷子になっちゃって出てこれないねって言って,Rose
船曳2,00:17:57:14,00:18:03:18,今途中だからってのはありますけど やっぱりこれはある種の,Rose
船曳2,00:18:03:20,00:18:10:07,言葉は変ですが,Rose
船曳2,00:18:10:09,00:18:28:00,天皇のその前の江戸幕府の江戸城があって それから皇居になっているので これ手つかずでかなり残っていて 見渡せるわけですよね セントラルパークみたいなニューヨークだったら,Rose
伊藤2,00:18:28:02,00:18:32:19,セントラルパークみたいなニューヨークだったら、,Rose
船曳2,00:18:32:21,00:18:54:05,まず土地が確保されていて 公共まで風が抜けるように東京駅からあると よくあそこから各国の大使が 信任法廷というのをよく出ますよね,Rose
伊藤2,00:18:54:07,00:18:54:23,ありますね。,Rose
船曳2,00:18:55:01,00:18:59:10,ここだけ異色ですよね東京の中でね,Rose
船曳2,00:18:59:12,00:19:02:11,ここで、そうです。,Rose
伊藤2,00:19:02:12,00:19:08:01,異色だと思いますね 本当に ウェディングことじゃないですけど,Rose
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_2
船曳2,00:19:53:03,00:20:03:14,ああそうそうそうです 時代のバックパックと 今のバックパックはやっぱりSNSが違う,Mango
船曳2,00:20:03:16,00:20:11:10,なんか移動と絡めて変化がある それとどんなところか 確かにSNSがオンラインの話って,Mango
伊藤2,00:20:11:12,00:20:20:18,確かにSNSとかオンラインの話って まさに移動の意味では重要ですよね しかもタキビキさんもあって 若い頃まずインターネットなくて,Mango
伊藤2,00:20:20:20,00:20:24:06,90年代に出てきて SNSも出てきて 本当一通りってところですよね,Mango
伊藤2,00:20:24:07,00:20:27:21,90年代に出てきて SNSも出てきて 本当一通りってところですよね,Mango
船曳2,00:20:27:23,00:20:32:09,そうですね。,Mango
船曳2,00:20:32:11,00:20:53:04,みんな情報であそこ行って髪の毛切ってもらったら気持ちよかったとか それからアラブの中東の人ってこうヒゲ,Mango
船曳2,00:20:53:06,00:20:58:01,すごいじゃない綺麗に そのヒゲを剃ってもらったら気持ちいいっていう形で ASMRとかって言ったりするんですよね,Mango
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_3
船曳2,00:23:46:09,00:24:05:20,考えたら別に発信するものはもうないみたいな そういう感じでちょっとそれは遮断しようかなとか オーストラリアだと何歳以下の子はっていうように 自分でSNSを そういうのを何て言うんですかね 就活するんですかね しようかなと思っているところもありますね,Yellow
船曳2,00:24:05:22,00:24:08:21,本当に人の移動をさることながら 情報の移動ですね,Yellow
伊藤2,00:24:08:23,00:24:14:07,本当に人の移動も去ることながらやっぱり情報の移動ですね 情報とかデータの移動っていうのが本当に加速している,Yellow
伊藤2,00:24:14:09,00:24:20:18,多分この東京駅という場所も人が移動している以上に みんなリアルタイムでスマホで発信して Wi-Fiで何かデータを取得してという,Yellow
伊藤2,00:24:20:20,00:24:37:11,Wi-Fiで何かデータを取得してという 何か我々社会学の話に少し結びつけると 従来どちらかというと社会なので まさに2人以上の人間というか 人間たちがそこで集まっていることによって,Yellow
伊藤2,00:24:37:13,00:25:03:08,何か生まれる営みだったりとか相互行為を研究するというところって 基本強かったそういう学問だと思うんですよね ただ他方でこれだけ情報環境が進んでいって 様々な情報のインフラが整備されていくと 人間の行動ってかなり非人間的なものの移動というか 物流だったりとか情報だったりとか資本だったりとか それによって規定されているんだなということをすごく感じますし 移動に関する研究なんかでもかなり非人間というんですかね,Yellow
伊藤2,00:25:03:10,00:25:24:19,移動に関する研究なんかでもかなり非人間というんですかね 人間以外のものの移動とか逆に動かない人間以外のもの それこそ駅もそうですよね もっともっと見ていかなきゃいけないよねと そんな潮流があって 私も結構それは一つ同意するところがあって 私たちがさっき絶景っておっしゃってましたけど うちの地元も北アルプスがドンって見えたりするので,Yellow
伊藤2,00:25:24:21,00:25:35:10,じゃあそういう直接何か会話をするわけではないんだけれども 非人間とのコミュニケーションって一体どうなっていて その中でどう移動が余れていて どう生活が余れているっていうことを,Yellow
伊藤2,00:25:35:12,00:25:40:05,もしかしたらもうちょっと見ていかなきゃいけないのかもしれないな なんていうことを最近研究的には強く意識しているというか,Yellow
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_4
船曳2,00:27:19:07,00:28:00:18,常にインスタで今どこにいるかを上げつつ旅行しているという気持ちが よくわからないはっきり言えば やっぱりそれこそ一人になりたいから旅行しているというつもりなのに いつもここにいるよって言いながら旅行している世代なのか それともそういうことと一人でいるってことは 分けて使い分けて今の人は旅行しているのか どうなんですか,Lavender
船曳2,00:28:00:20,00:28:01:12,どうなんです。,Lavender
伊藤2,00:28:01:12,00:28:13:01,いやーそれでいうと確かにかなり移動の もしかしたら旅と観光でもちょっと違うところってあると思うんですけど 例えば観光的なものでいうと,Lavender
船曳2,00:28:13:04,00:28:14:18,すごく。,Lavender
伊藤2,00:28:14:20,00:28:33:02,どこかに見たことがあるものを確認しに行くとか そこで撮ったものを発信するとか そういったちょっとありがちな言葉ですけど 広い意味では承認的な部分は やっぱりそのための移動だったり観光というのは すごく大きい気はするんですよね,Lavender
